Indicadores Municipais
População2.1 D.Total Saúde/Hab3.2 %R.Próprios em Saúde-EC 29R.Transf.SUS/Hab por Munic-BR
UF: Paraná
Período:2025
"Munic-BR";"População";"2.1_D.Total_Saúde/Hab";"3.2_%R.Próprios_em_Saúde-EC_29";"R.Transf.SUS/Hab"
"410360 Cambará";23393;1566,35;28,72;475,51
"410370 Cambé";110923;1380,95;31,08;305,56
"410380 Cambira";10045;1482,73;17,92;712,73
"410390 Campina da Lagoa";16014;1553,96;16,33;538,70
"410395 Campina do Simão";3954;2373,29;15,57;1275,03
"410400 Campina Grande do Sul";50600;981,63;20,00;292,03
"410405 Campo Bonito";3997;2526,06;22,79;643,35
"410410 Campo do Tenente";7693;1204,68;25,92;516,27
"410420 Campo Largo";144504;1019,95;15,16;379,10
"410425 Campo Magro";31888;1076,27;20,17;415,62
"410430 Campo Mourão";104122;1999,44;23,97;1213,89
"410440 Cândido de Abreu";15081;1541,22;23,92;491,94
"410442 Candói";15174;1934,57;21,91;400,31
"410445 Cantagalo";10672;1709,31;22,83;522,82
"410450 Capanema";21088;1713,90;25,83;603,17
"410460 Capitão Leônidas Marques";14776;2085,92;30,29;697,98
"410465 Carambeí";24469;2140,65;16,07;233,22
"410470 Carlópolis";17788;1136,95;22,78;417,50
"410480 Cascavel";368195;1405,52;31,00;381,84
"410490 Castro";75644;1411,31;22,34;381,46
"410500 Catanduvas";10621;1633,37;24,59;704,96
"410510 Centenário do Sul";10903;1751,14;20,77;769,80
"410520 Cerro Azul";16287;1301,55;22,15;482,85
"410530 Céu Azul";11255;2151,00;22,80;847,31
"410540 Chopinzinho";21604;2701,23;29,66;1152,16
"410550 Cianorte";82988;2696,22;27,26;1187,30
"410560 Cidade Gaúcha";11705;1400,62;21,10;549,11
"410570 Clevelândia";14833;2013,55;32,14;886,43
"410580 Colombo";241672;814,01;23,26;332,87
"410590 Colorado";23313;2814,49;22,99;1969,16
"410600 Congonhinhas";8445;2202,33;25,54;690,62
"410610 Conselheiro Mairinck";3474;2687,00;25,31;796,25
"410620 Contenda";20006;1227,76;23,66;487,91
"410630 Corbélia";17933;1990,48;25,58;886,45
"410640 Cornélio Procópio";45720;1530,76;17,71;710,83
"410645 Coronel Domingos Soares";5427;3026,34;23,88;1137,80
"410650 Coronel Vivida";24010;1828,26;23,70;972,65
"410655 Corumbataí do Sul";3770;3200,46;25,14;1649,52
"410680 Cruz Machado";15759;2060,74;34,02;366,59
"410657 Cruzeiro do Iguaçu";4129;4117,49;28,15;609,28
"410660 Cruzeiro do Oeste";24859;1606,50;25,53;727,04
"410670 Cruzeiro do Sul";4543;2488,71;22,02;736,63
"410685 Cruzmaltina";2870;4015,60;31,03;1068,47
"410690 Curitiba";1830795;1952,00;21,21;928,36
"410700 Curiúva";13784;1691,10;25,42;686,33
"410715 Diamante D'Oeste";4513;2611,19;27,85;771,47
"410710 Diamante do Norte";5139;2610,27;28,17;887,79
"410712 Diamante do Sul";3147;2214,14;16,09;1198,01
"410720 Dois Vizinhos";47589;2190,77;28,58;765,25
"410725 Douradina";9631;1684,55;23,86;635,65
"410730 Doutor Camargo";6517;2459,76;28,45;702,17
"412863 Doutor Ulysses";5744;1876,33;25,73;377,61
"410740 Enéas Marques";6146;3068,35;26,21;1077,39
"410750 Engenheiro Beltrão";12347;1767,12;25,21;717,04
"410753 Entre Rios do Oeste";4770;3062,61;28,85;492,67
"410752 Esperança Nova";1852;4120,83;18,04;2088,21
"410754 Espigão Alto do Iguaçu";4880;2325,54;21,79;810,24
"410755 Farol";2994;3231,47;19,49;1110,36
"410760 Faxinal";16596;1766,59;19,40;636,49
"410765 Fazenda Rio Grande";165943;994,17;28,89;245,71
"410770 Fênix";4488;2122,29;21,19;952,35
"410773 Fernandes Pinheiro";6400;2245,82;20,09;1043,33
"410775 Figueira";8129;1596,34;30,63;519,50
"410785 Flor da Serra do Sul";4342;3190,12;25,72;988,54
"410780 Floraí";4805;2094,99;24,90;714,77
"410790 Floresta";11522;1782,55;34,65;279,34
"410800 Florestópolis";11653;2035,29;27,76;1248,22
"410810 Flórida";2711;3464,30;31,41;831,10
"410820 Formosa do Oeste";7763;1663,50;22,16;530,59
"410830 Foz do Iguaçu";297352;1856,59;28,44;677,84
"410845 Foz do Jordão";4893;2526,71;21,14;1059,16
"410832 Francisco Alves";8573;2001,32;26,76;708,26
"410840 Francisco Beltrão";102312;2467,75;35,36;1069,73
"410850 General Carneiro";10691;2031,87;15,12;866,51
"410855 Godoy Moreira";2911;3065,84;23,30;890,38
"410860 Goioerê";30025;1888,34;25,74;1186,23
"410865 Goioxim";6469;2139,87;18,30;936,22
"410870 Grandes Rios";5527;3248,10;31,40;1400,40
"410880 Guaíra";33058;1974,77;31,41;541,26
"410890 Guairaçá";6762;2886,34;30,64;1382,41
"410895 Guamiranga";7916;2022,60;29,35;505,29
"410900 Guapirama";4857;2977,14;32,34;1741,23
"410910 Guaporema";2210;3312,44;21,97;654,83
"410920 Guaraci";4743;2671,02;23,63;1585,41
"410930 Guaraniaçu";13770;2047,29;28,52;627,39
"410940 Guarapuava";189630;1090,23;23,15;330,15
"410950 Guaraqueçaba";7446;1465,49;16,69;738,83
"410960 Guaratuba";44913;1643,59;33,30;252,02
"410965 Honório Serpa";4803;3311,09;28,78;1147,59
"410970 Ibaiti";29464;1611,73;29,52;607,58
"410975 Ibema";6343;1814,79;26,20;537,46
"410980 Ibiporã";53276;1738,59;25,66;412,20
"410990 Icaraíma";9149;1711,90;21,39;663,35
"411000 Iguaraçu";5693;2178,44;23,36;763,71
"411005 Iguatu";2156;3388,72;17,88;1077,26
"411007 Imbaú";15068;733,56;18,72;519,85
"411010 Imbituva";30849;1640,31;31,56;452,05
"411020 Inácio Martins";9555;1783,99;25,72;923,96
"411030 Inajá";2481;4109,52;27,50;692,42
"411040 Indianópolis";4544;2830,78;25,13;1106,81
"411050 Ipiranga";14317;1743,04;22,46;624,16
"411060 Iporã";16102;1327,77;21,80;693,85
"411065 Iracema do Oeste";2328;3586,43;21,63;896,95
"411070 Irati";61004;1063,51;22,28;360,71
"411080 Iretama";10832;2160,73;30,28;706,03
"411090 Itaguajé";4530;2067,43;20,54;746,41
"411095 Itaipulândia";12116;4054,96;21,44;464,31
"411100 Itambaracá";5819;2490,92;29,66;486,59
"411110 Itambé";6228;2124,58;32,32;607,15
"411120 Itapejara d'Oeste";12869;2073,89;26,63;543,35
"411125 Itaperuçu";33310;926,31;22,30;414,12
"411130 Itaúna do Sul";3607;2905,98;26,17;1169,83
"411140 Ivaí";13476;1427,32;21,73;574,48
"411150 Ivaiporã";33566;1088,76;17,54;587,11
"411155 Ivaté";6788;1509,22;23,09;706,72
"411160 Ivatuba";2685;3161,98;26,52;1127,59
"411170 Jaboti";5655;2170,53;31,88;935,61
"411180 Jacarezinho";41493;1744,58;15,37;626,66
"411190 Jaguapitã";15908;2370,28;34,92;503,03
"411200 Jaguariaíva";36384;1400,44;22,04;309,15
"411210 Jandaia do Sul";21930;1385,07;17,28;381,83
"411220 Janiópolis";5807;2284,09;21,51;820,23
"411230 Japira";5054;2619,24;27,83;1026,80
"411240 Japurá";9393;1355,78;17,84;590,85
"411250 Jardim Alegre";12138;1487,03;19,71;689,46
"411260 Jardim Olinda";1349;4812,36;18,82;1447,15
"411270 Jataizinho";11996;1406,22;22,76;359,76
"411275 Jesuítas";10954;1627,22;24,32;453,56
"411280 Joaquim Távora";12341;1759,88;28,92;353,86
"411290 Jundiaí do Sul";3372;2656,60;26,99;572,42
"411295 Juranda";7899;1879,66;21,81;714,78
"411300 Jussara";6786;2872,64;31,48;788,66
"411310 Kaloré";4666;1848,31;15,74;1246,00
"411320 Lapa";45878;1358,78;23,51;370,45
"411325 Laranjal";5525;2342,30;16,99;1921,58
"411330 Laranjeiras do Sul";33179;1388,06;18,19;583,66
"411340 Leópolis";3725;2813,54;22,21;765,25
"411342 Lidianópolis";3987;2919,72;30,28;974,30
"411345 Lindoeste";5217;2570,46;24,55;886,06
"411350 Loanda";23966;1650,40;27,61;590,63
"411360 Lobato";4707;2649,29;27,95;846,68
"411370 Londrina";581382;2058,00;22,89;1064,36
"411373 Luiziana";6659;2642,76;22,43;770,02
"411375 Lunardelli";4864;2345,00;24,11;522,52
"411380 Lupionópolis";4929;2701,04;31,06;1124,74
"411390 Mallet";13681;1434,29;21,42;309,25
"411400 Mamborê";13551;2725,54;26,20;1461,17
"411410 Mandaguaçu";34521;1051,16;28,23;380,41
"411420 Mandaguari";38313;1577,09;24,80;761,55
"411430 Mandirituba";29104;872,79;19,97;259,49
"411435 Manfrinópolis";2790;3693,73;17,65;1054,12
"411440 Mangueirinha";16737;2114,32;25,72;1028,26
"411450 Manoel Ribas";14675;1410,43;20,43;697,85
"411460 Marechal Cândido Rondon";58734;1765,23;29,61;379,20
"411470 Maria Helena";5926;2472,41;30,82;1179,95
"411480 Marialva";44749;1211,65;21,35;465,50
"411490 Marilândia do Sul";8761;1528,69;22,91;502,81
"411500 Marilena";7450;2239,77;32,81;925,03
"411510 Mariluz";9910;1826,42;20,49;827,79
"411520 Maringá";429660;1989,22;21,99;1064,10
"411530 Mariópolis";6506;2379,38;26,94;379,94
"411535 Maripá";6824;2114,44;21,34;743,36
"411540 Marmeleiro";16605;1892,47;26,29;821,07
"411545 Marquinho";4491;2787,37;23,15;1194,66
"411550 Marumbi";4780;1678,32;17,53;867,11
"411560 Matelândia";19223;1664,94;20,25;550,52
"411570 Matinhos";42063;1582,64;26,87;474,03
"411573 Mato Rico";3249;2987,77;18,32;696,66
"411575 Mauá da Serra";9689;1543,56;19,66;529,47
"411580 Medianeira";57910;1649,28;32,00;296,56
"411585 Mercedes";6194;2413,80;22,54;557,66
"411590 Mirador";2248;4028,35;23,59;754,54
"411600 Miraselva";2017;3490,68;21,46;1406,96
"411605 Missal";11423;2635,85;22,04;580,92
"411610 Moreira Sales";9949;1614,80;24,04;515,95
"411620 Morretes";19089;1248,59;17,54;559,56
"411630 Munhoz de Melo";4057;2904,58;27,53;430,44
"411640 Nossa Senhora das Graças";3669;2085,46;20,22;987,82
"411650 Nova Aliança do Ivaí";1322;4730,66;19,88;1510,26
"411660 Nova América da Colina";3286;2363,26;15,42;669,52
"411670 Nova Aurora";14331;1666,73;20,83;403,98
"411680 Nova Cantu";6739;2315,20;25,51;805,07
"411690 Nova Esperança";27142;1432,91;26,56;581,63
"411695 Nova Esperança do Sudoeste";5783;2344,06;24,23;830,47
"411700 Nova Fátima";7140;2381,06;27,34;766,12
"411705 Nova Laranjeiras";12298;1546,54;22,77;689,59
"411710 Nova Londrina";13074;2198,35;30,40;916,77
"411720 Nova Olímpia";5982;3120,22;30,84;1597,03
"411725 Nova Prata do Iguaçu";13340;1978,53;29,86;641,27
"411721 Nova Santa Bárbara";4308;2176,67;24,54;546,86
"411722 Nova Santa Rosa";8581;1783,20;18,30;474,59
"411727 Nova Tebas";6852;3107,39;26,25;1616,16
"411729 Novo Itacolomi";3227;2390,37;24,61;356,14
"411730 Ortigueira";24706;2797,02;22,94;376,93
"411740 Ourizona";3193;3361,55;26,27;1066,05
"411745 Ouro Verde do Oeste";7102;2220,37;23,36;446,44
"411750 Paiçandu";48695;1102,69;30,46;398,45
"411760 Palmas";50238;1298,36;20,03;471,07
"411770 Palmeira";34948;1788,84;21,92;511,96
"411780 Palmital";12879;1333,60;17,39;651,23
"411790 Palotina";37039;2833,58;34,32;603,72
"411800 Paraíso do Norte";13728;1686,14;24,85;647,12
"411810 Paranacity";9549;1824,91;27,82;559,71
"411820 Paranaguá";150104;1546,47;16,72;315,72
"411830 Paranapoema";2352;3988,22;26,52;1149,00
"411840 Paranavaí";96209;1375,12;28,61;528,56
"411845 Pato Bragado";6004;3113,06;19,25;518,11
"411850 Pato Branco";97821;2591,23;31,79;1433,56
"411860 Paula Freitas";5706;2072,78;21,61;615,36
"411870 Paulo Frontin";6414;2565,31;20,83;679,30
"411880 Peabiru";13494;1664,40;27,53;452,02
"411885 Perobal";7599;1622,33;17,31;548,37
"411890 Pérola";12389;1700,06;28,60;832,73
"411900 Pérola d'Oeste";6218;1304,46;20,30;921,38
"411910 Piên";14409;1570,99;19,52;670,54
"411915 Pinhais";131255;1480,66;21,78;367,18
"411925 Pinhal de São Bento";2805;2257,51;19,68;824,11
"411920 Pinhalão";6676;1997,40;25,40;1022,40
"411930 Pinhão";30451;1281,95;17,83;485,82
"411940 Piraí do Sul";23977;1838,55;32,15;501,59
"411950 Piraquara";127433;768,04;23,02;191,28
"411960 Pitanga";34527;1174,28;19,96;489,69
"411965 Pitangueiras";3141;2524,44;19,94;1057,65
"411970 Planaltina do Paraná";4125;2664,12;28,86;801,09
"411980 Planalto";14722;1846,59;25,70;817,45
"411990 Ponta Grossa";375632;1047,89;23,57;300,70
"411995 Pontal do Paraná";33131;1841,05;28,58;179,61
"412000 Porecatu";11271;2003,40;30,08;698,31
"412010 Porto Amazonas";4072;2402,31;24,31;633,38
"412015 Porto Barreiro";3057;4053,50;19,29;1233,88
"412020 Porto Rico";3370;4960,79;22,09;2165,28
"412030 Porto Vitória";3515;3423,45;25,47;1106,40
"412033 Prado Ferreira";3816;2634,63;19,59;1064,74
"412035 Pranchita";5831;3112,72;30,92;1567,62
"412040 Presidente Castelo Branco";4304;2025,80;27,69;642,84
"412050 Primeiro de Maio";10064;1264,28;22,19;944,75
"412060 Prudentópolis";50946;1160,54;23,77;360,82
"412065 Quarto Centenário";4127;2378,07;19,04;886,96
"412070 Quatiguá";8426;1737,92;29,56;578,59
"412080 Quatro Barras";25397;1618,47;20,81;411,59
"412085 Quatro Pontes";4672;2660,21;17,89;581,04
"412090 Quedas do Iguaçu";31423;1231,47;30,70;607,32
"412100 Querência do Norte";10625;2122,47;24,52;935,50
"412110 Quinta do Sol";5052;2264,17;22,82;1020,30
"412120 Quitandinha";18882;1513,34;29,82;346,69
"412125 Ramilândia";4279;2506,32;23,59;953,08
"412130 Rancho Alegre";3472;2990,68;30,59;516,13
"412135 Rancho Alegre D'Oeste";2623;3186,41;17,96;1199,39
"412140 Realeza";20097;1656,15;30,05;584,79
"412150 Rebouças";14825;1663,79;20,90;832,41
"412160 Renascença";6945;2148,70;21,61;478,67
"412170 Reserva";24878;1608,58;27,23;471,49
"412175 Reserva do Iguaçu";6493;2505,30;23,66;383,82
"412180 Ribeirão Claro";12856;1565,53;22,62;485,40
"412190 Ribeirão do Pinhal";13158;1246,60;25,83;391,53
"412200 Rio Azul";14174;1400,15;20,14;557,74
"412210 Rio Bom";3214;2493,95;18,25;1241,24
"412215 Rio Bonito do Iguaçu";14297;1463,83;22,39;691,70
"412217 Rio Branco do Ivaí";3841;2790,43;25,68;957,16
"412220 Rio Branco do Sul";40308;1287,33;18,21;653,64
"412230 Rio Negro";31951;1632,14;30,02;522,62
"412240 Rolândia";75818;1541,35;27,82;353,85
"412250 Roncador";11339;2050,42;24,12;804,20
"412260 Rondon";9255;1585,59;20,87;520,08
"412265 Rosário do Ivaí";5484;2169,38;20,29;1054,50
"412270 Sabáudia";9511;1746,63;21,08;618,58
"412280 Salgado Filho";4090;2441,06;16,88;1454,31
"412290 Salto do Itararé";5214;1813,38;21,94;738,31
"412300 Salto do Lontra";15706;1908,43;27,50;808,07
"412310 Santa Amélia";3358;2318,21;23,90;389,11
"412320 Santa Cecília do Pavão";3357;2577,03;20,77;882,43
"412330 Santa Cruz de Monte Castelo";8840;2207,50;38,92;604,22
"412340 Santa Fé";11730;1480,90;24,50;551,85
"412350 Santa Helena";26461;2993,93;28,90;420,68
"412360 Santa Inês";1745;3923,58;16,62;1175,38
"412370 Santa Isabel do Ivaí";9043;1555,22;23,59;1037,00
"412380 Santa Izabel do Oeste";14462;2019,87;26,67;720,19
"412382 Santa Lúcia";3638;2342,94;18,79;1140,28
"412385 Santa Maria do Oeste";9869;1818,03;27,88;591,19
"412390 Santa Mariana";10941;1776,83;28,86;467,76
"412395 Santa Mônica";3361;3174,65;22,05;1108,12
"412402 Santa Tereza do Oeste";13938;1596,72;23,68;392,77
"412405 Santa Terezinha de Itaipu";25300;2150,62;27,43;556,88
"412400 Santana do Itararé";5646;2609,60;25,38;732,19
"412410 Santo Antônio da Platina";45628;1575,06;27,66;496,30
"412420 Santo Antônio do Caiuá";2474;3769,14;27,84;1158,69
"412430 Santo Antônio do Paraíso";2088;5293,27;22,49;1007,66
"412440 Santo Antônio do Sudoeste";24980;1559,61;21,32;808,47
"412450 Santo Inácio";6463;2046,18;20,92;686,17
"412460 São Carlos do Ivaí";6727;2153,03;26,44;706,32
"412470 São Jerônimo da Serra";10884;1702,16;24,42;823,30
"412480 São João";12297;1946,01;28,49;465,36
"412490 São João do Caiuá";5607;2534,38;29,64;1063,88
"412500 São João do Ivaí";10639;1806,07;22,23;910,16
"412510 São João do Triunfo";13899;1536,82;23,31;538,93
"412520 São Jorge d'Oeste";9587;2876,32;34,46;957,49
"412530 São Jorge do Ivaí";5170;1949,89;23,88;557,22
"412535 São Jorge do Patrocínio";6690;2697,73;29,21;1110,18
"412540 São José da Boa Vista";6023;2466,82;17,69;777,62
"412545 São José das Palmeiras";4031;2358,14;22,76;625,21
"412550 São José dos Pinhais";349880;1760,19;26,30;313,07
"412555 São Manoel do Paraná";2176;3585,86;20,47;1470,95
"412560 São Mateus do Sul";43490;1481,13;25,10;283,00
"412570 São Miguel do Iguaçu";30416;2198,52;23,85;394,87
"412575 São Pedro do Iguaçu";5730;2084,74;25,07;670,71
"412580 São Pedro do Ivaí";8514;1965,18;23,66;1191,38
"412590 São Pedro do Paraná";2726;4824,84;27,39;1437,54
"412600 São Sebastião da Amoreira";8063;1792,49;27,47;466,43
"412610 São Tomé";5282;2114,59;24,79;590,02
"412620 Sapopema";6778;2148,27;25,81;851,95
"412625 Sarandi";128106;717,38;28,53;230,10
"412627 Saudade do Iguaçu";6413;2398,30;24,61;495,22
"412630 Sengés";17256;1847,48;26,52;417,41
"412635 Serranópolis do Iguaçu";5161;2666,41;21,10;972,05
"412640 Sertaneja";5654;3402,30;27,23;1049,84
"412650 Sertanópolis";16210;2133,45;25,80;641,10
"412660 Siqueira Campos";24031;1083,97;23,54;355,69
"412665 Sulina";3498;2448,78;17,31;1077,20
"412667 Tamarana";10540;2259,38;25,29;789,08
"412670 Tamboara";4986;2874,63;34,56;599,18
"412680 Tapejara";16326;1267,08;23,72;425,86
"412690 Tapira";5807;2428,67;33,21;653,08
"412700 Teixeira Soares";9540;1745,90;16,97;603,81
"412710 Telêmaco Borba";77479;1173,07;23,12;311,91
"412720 Terra Boa";18168;2909,27;34,89;1434,25
"412730 Terra Rica";14961;2215,75;34,30;674,25
"412740 Terra Roxa";18636;1795,60;26,86;577,96
"412750 Tibagi";20374;1908,16;20,29;536,55
"412760 Tijucas do Sul";18458;1555,99;22,29;554,33
"412770 Toledo";160701;1786,59;33,66;325,19
"412780 Tomazina";8523;1710,00;23,06;629,26
"412785 Três Barras do Paraná";11157;2283,75;25,78;659,34
"412788 Tunas do Paraná";6304;1972,91;18,49;589,84
"412790 Tuneiras do Oeste";8067;1784,33;18,35;660,70
"412795 Tupãssi";8208;1984,95;26,37;381,27
"412796 Turvo";14101;1735,48;19,49;673,04
"412800 Ubiratã";25732;2012,64;22,42;810,34
"412810 Umuarama";123059;2594,49;35,68;1517,44
"412820 União da Vitória";56560;1109,70;17,40;354,32
"412830 Uniflor";2106;3576,85;26,01;800,73
"412840 Uraí";10308;1976,86;30,42;477,06
"412853 Ventania";9760;2658,15;30,61;891,64
"412855 Vera Cruz do Oeste";8178;1990,35;26,83;627,18
"412860 Verê";8077;2175,39;25,96;631,92
"412865 Virmond";3828;2504,36;17,90;967,45
"412870 Vitorino";10549;1815,72;27,86;337,51
"412850 Wenceslau Braz";19398;1523,36;24,50;598,83
"412880 Xambrê";5835;1075,57;18,97;575,66
"Total";11890517;1732,31;24,14;659,18
