Indicadores Municipais
População2.1 D.Total Saúde/Hab3.2 %R.Próprios em Saúde-EC 29R.Transf.SUS/Hab por Munic-BR
UF: Paraná
Período:2019
"Munic-BR";"População";"2.1_D.Total_Saúde/Hab";"3.2_%R.Próprios_em_Saúde-EC_29";"R.Transf.SUS/Hab"
"410480 Cascavel";324476;957,40;28,37;191,55
"410490 Castro";71151;869,50;18,13;194,78
"410500 Catanduvas";10213;901,94;23,74;213,26
"410510 Centenário do Sul";10891;816,12;20,50;331,34
"410520 Cerro Azul";17725;583,54;20,65;173,82
"410530 Céu Azul";11709;1147,12;24,10;170,92
"410540 Chopinzinho";19343;1570,28;29,09;587,39
"410550 Cianorte";81393;1190,47;28,71;447,25
"410560 Cidade Gaúcha";12503;1017,26;17,12;224,27
"410570 Clevelândia";16671;958,30;24,53;211,00
"410580 Colombo";240840;365,14;16,01;94,64
"410590 Colorado";23879;1282,19;26,07;583,41
"410600 Congonhinhas";8777;1086,62;24,02;816,80
"410610 Conselheiro Mairinck";3843;1242,55;29,80;237,44
"410620 Contenda";18326;692,83;15,18;184,05
"410630 Corbélia";17024;1146,36;19,28;201,22
"410640 Cornélio Procópio";47847;791,52;21,86;398,45
"410645 Coronel Domingos Soares";7475;1280,19;26,62;325,78
"410650 Coronel Vivida";20892;1367,51;23,87;597,10
"410655 Corumbataí do Sul";3313;1698,32;28,95;431,35
"410680 Cruz Machado";18675;882,63;32,27;283,90
"410657 Cruzeiro do Iguaçu";4264;1290,36;21,07;367,04
"410660 Cruzeiro do Oeste";20917;995,79;25,92;579,70
"410670 Cruzeiro do Sul";4489;1749,65;22,02;473,31
"410685 Cruzmaltina";2980;1632,22;22,08;404,65
"410690 Curitiba";1917185;1025,44;21,69;517,61
"410700 Curiúva";15003;653,23;20,81;259,01
"410715 Diamante D'Oeste";5239;1577,27;29,49;217,94
"410710 Diamante do Norte";5146;1418,97;28,32;372,21
"410712 Diamante do Sul";3454;1005,29;17,40;477,01
"410720 Dois Vizinhos";40234;947,81;27,78;235,64
"410725 Douradina";8621;1238,55;31,47;279,37
"410730 Doutor Camargo";5976;1008,66;26,25;257,69
"412863 Doutor Ulysses";5609;865,57;19,99;235,76
"410740 Enéas Marques";5990;1218,39;25,18;297,48
"410750 Engenheiro Beltrão";14020;868,96;26,11;280,04
"410753 Entre Rios do Oeste";4481;1324,57;23,32;253,86
"410752 Esperança Nova";1732;2033,47;22,56;363,72
"410754 Espigão Alto do Iguaçu";4188;1057,08;15,88;406,02
"410755 Farol";3139;1335,16;15,53;464,23
"410760 Faxinal";17185;868,89;18,70;327,03
"410765 Fazenda Rio Grande";98368;514,76;23,38;151,56
"410770 Fênix";4777;1119,73;23,88;301,72
"410773 Fernandes Pinheiro";5690;1194,83;20,01;230,94
"410775 Figueira";7845;838,65;26,43;362,00
"410785 Flor da Serra do Sul";4645;1316,57;19,00;319,22
"410780 Floraí";4953;1163,69;28,06;425,31
"410790 Floresta";6695;1150,01;27,24;247,36
"410800 Florestópolis";10646;947,08;27,68;333,33
"410810 Flórida";2679;1862,03;30,96;381,76
"410820 Formosa do Oeste";6700;1184,44;21,73;231,98
"410830 Foz do Iguaçu";258823;1248,72;34,47;405,91
"410845 Foz do Jordão";4745;1114,33;20,10;231,47
"410832 Francisco Alves";6101;1132,11;24,24;331,71
"410840 Francisco Beltrão";89942;1382,74;32,51;740,13
"410850 General Carneiro";13735;711,79;23,14;230,18
"410855 Godoy Moreira";2996;1379,37;19,76;382,29
"410860 Goioerê";28962;841,42;20,45;339,82
"410865 Goioxim";7170;783,60;18,37;456,59
"410870 Grandes Rios";5742;1029,33;26,17;468,17
"410880 Guaíra";32923;897,94;31,77;747,49
"410890 Guairaçá";6553;1383,15;32,46;313,85
"410895 Guamiranga";8664;865,52;27,22;203,61
"410900 Guapirama";3820;1591,14;30,20;361,17
"410910 Guaporema";2246;1706,24;20,53;502,52
"410920 Guaraci";5473;1228,92;26,01;197,99
"410930 Guaraniaçu";12733;934,39;22,43;298,03
"410940 Guarapuava";180334;651,27;24,40;201,51
"410950 Guaraqueçaba";7679;761,22;14,39;384,88
"410960 Guaratuba";36595;1083,90;29,49;209,82
"410965 Honório Serpa";5305;1595,98;26,11;475,77
"410970 Ibaiti";31142;791,73;32,41;315,76
"410975 Ibema";6334;1116,96;25,92;210,63
"410980 Ibiporã";53970;910,79;29,90;216,35
"410990 Icaraíma";8025;1156,77;19,25;484,51
"411000 Iguaraçu";4366;1402,23;23,70;330,94
"411005 Iguatu";2258;1434,65;18,37;233,61
"411007 Imbaú";12936;578,35;15,01;175,11
"411010 Imbituva";32179;840,85;28,04;123,19
"411020 Inácio Martins";11129;801,94;23,13;215,64
"411030 Inajá";3103;2139,78;28,18;490,31
"411040 Indianópolis";4449;1721,75;22,96;523,65
"411050 Ipiranga";15092;814,28;25,91;218,28
"411060 Iporã";14073;814,20;17,49;318,03
"411065 Iracema do Oeste";2325;1235,21;16,52;339,73
"411070 Irati";60357;549,48;23,29;81,07
"411080 Iretama";10241;1181,73;26,98;451,52
"411090 Itaguajé";4487;1194,76;22,20;195,85
"411095 Itaipulândia";10961;2150,41;16,49;231,31
"411100 Itambaracá";6616;925,16;16,21;269,28
"411110 Itambé";6107;1037,48;25,00;178,65
"411120 Itapejara d'Oeste";11831;1335,18;32,37;241,35
"411125 Itaperuçu";28187;444,80;22,53;216,59
"411130 Itaúna do Sul";2951;1801,42;22,40;363,69
"411140 Ivaí";13791;569,61;19,18;226,51
"411150 Ivaiporã";32035;697,22;19,04;255,53
"411155 Ivaté";8128;845,28;23,23;173,69
"411160 Ivatuba";3238;1615,97;25,22;275,40
"411170 Jaboti";5244;1216,84;26,40;343,75
"411180 Jacarezinho";39435;697,64;15,09;130,95
"411190 Jaguapitã";13494;1214,60;34,99;182,70
"411200 Jaguariaíva";34683;740,47;16,95;273,25
"411210 Jandaia do Sul";21122;688,04;22,33;228,31
"411220 Janiópolis";5400;1215,39;23,68;329,61
"411230 Japira";4995;1129,74;20,75;360,31
"411240 Japurá";9349;712,51;22,17;185,32
"411250 Jardim Alegre";11465;823,19;16,54;296,12
"411260 Jardim Olinda";1343;2504,28;20,51;601,85
"411270 Jataizinho";12536;597,63;17,73;189,20
"411275 Jesuítas";8495;870,29;23,52;217,73
"411280 Joaquim Távora";11803;852,81;25,35;128,99
"411290 Jundiaí do Sul";3315;1432,37;25,53;323,70
"411295 Juranda";7391;1045,23;19,21;213,44
"411300 Jussara";6983;1447,08;25,71;273,79
"411310 Kaloré";4154;1428,58;23,00;445,81
"411320 Lapa";47909;793,23;24,75;224,47
"411325 Laranjal";5921;826,50;18,13;289,44
"411330 Laranjeiras do Sul";32006;538,29;16,44;257,38
"411340 Leópolis";3984;1136,20;19,00;384,02
"411342 Lidianópolis";3391;1768,70;26,26;514,47
"411345 Lindoeste";4762;1445,29;27,13;380,17
"411350 Loanda";22927;805,67;28,44;155,50
"411360 Lobato";4755;1168,31;20,53;301,50
"411370 Londrina";563943;1228,03;26,01;651,37
"411373 Luiziana";7285;1046,59;21,35;216,55
"411375 Lunardelli";4845;1122,02;18,72;362,83
"411380 Lupionópolis";4894;1160,49;24,41;357,05
"411390 Mallet";13595;842,29;22,98;147,05
"411400 Mamborê";13252;1065,80;23,54;261,54
"411410 Mandaguaçu";22531;696,25;25,66;147,92
"411420 Mandaguari";34281;793,41;23,58;251,67
"411430 Mandirituba";26411;611,82;16,13;241,25
"411435 Manfrinópolis";2639;1539,21;18,71;314,99
"411440 Mangueirinha";16787;1503,23;23,61;503,93
"411450 Manoel Ribas";13494;777,82;21,01;282,46
"411460 Marechal Cândido Rondon";52379;977,08;28,40;156,55
"411470 Maria Helena";5720;1081,80;26,46;277,49
"411480 Marialva";35180;754,36;24,01;200,05
"411490 Marilândia do Sul";8858;1071,12;23,63;333,19
"411500 Marilena";7067;1117,21;24,91;360,44
"411510 Mariluz";10354;850,10;27,16;301,41
"411520 Maringá";417010;1203,99;21,49;670,58
"411530 Mariópolis";6586;1318,82;23,93;189,67
"411535 Maripá";5624;1408,65;16,98;355,14
"411540 Marmeleiro";14346;1229,41;26,79;446,41
"411545 Marquinho";4472;1297,41;21,79;629,77
"411550 Marumbi";4681;1316,51;24,70;386,36
"411560 Matelândia";17775;892,50;18,71;198,61
"411570 Matinhos";34207;936,91;27,94;220,68
"411573 Mato Rico";3340;1280,40;16,32;269,91
"411575 Mauá da Serra";10397;835,98;25,41;141,53
"411580 Medianeira";45812;833,97;17,75;200,70
"411585 Mercedes";5493;1387,63;27,02;313,61
"411590 Mirador";2231;2055,65;24,52;422,83
"411600 Miraselva";1816;2176,22;24,07;403,09
"411605 Missal";10700;1348,46;31,94;225,42
"411610 Moreira Sales";12201;815,74;26,44;271,06
"411620 Morretes";16366;715,84;19,63;314,30
"411630 Munhoz de Melo";3958;1452,34;23,54;413,45
"411640 Nossa Senhora das Graças";4008;846,64;18,75;98,87
"411650 Nova Aliança do Ivaí";1534;2245,29;19,48;492,89
"411660 Nova América da Colina";3456;1047,66;26,06;806,26
"411670 Nova Aurora";10650;1129,65;17,75;210,20
"411680 Nova Cantu";5550;1350,84;15,41;255,80
"411690 Nova Esperança";27821;762,22;26,43;136,66
"411695 Nova Esperança do Sudoeste";5063;1213,79;20,64;394,79
"411700 Nova Fátima";8170;760,80;18,19;311,23
"411705 Nova Laranjeiras";11603;761,17;18,68;325,21
"411710 Nova Londrina";13225;932,98;27,53;283,72
"411720 Nova Olímpia";5785;1074,15;34,18;388,07
"411725 Nova Prata do Iguaçu";10552;1065,85;27,34;318,45
"411721 Nova Santa Bárbara";4220;974,28;23,85;268,51
"411722 Nova Santa Rosa";8171;1028,86;20,11;180,37
"411727 Nova Tebas";5856;1691,71;23,69;551,14
"411729 Novo Itacolomi";2848;1405,27;18,68;309,20
"411730 Ortigueira";22327;863,75;17,34;128,62
"411740 Ourizona";3430;1303,12;23,60;288,25
"411745 Ouro Verde do Oeste";5975;1418,85;21,72;259,45
"411750 Paiçandu";40777;585,86;25,79;138,80
"411760 Palmas";50198;676,68;21,13;182,88
"411770 Palmeira";33757;771,90;24,49;202,69
"411780 Palmital";13389;617,29;16,10;244,15
"411790 Palotina";31564;1174,23;26,57;380,80
"411800 Paraíso do Norte";13631;805,94;22,86;194,34
"411810 Paranacity";11361;1007,92;24,89;161,58
"411820 Paranaguá";153666;730,51;19,16;160,59
"411830 Paranapoema";3164;1396,21;27,19;263,37
"411840 Paranavaí";87813;678,61;27,81;188,11
"411845 Pato Bragado";5535;1668,93;15,03;454,85
"411850 Pato Branco";81893;1592,64;29,87;1002,31
"411860 Paula Freitas";5837;873,50;19,03;254,16
"411870 Paulo Frontin";7321;643,20;16,67;209,04
"411880 Peabiru";13985;714,59;20,84;146,95
"411885 Perobal";6092;993,28;15,90;634,78
"411890 Pérola";11144;1079,18;28,05;384,60
"411900 Pérola d'Oeste";6407;1123,73;26,47;325,65
"411910 Piên";12606;978,05;25,30;220,53
"411915 Pinhais";130789;619,98;21,40;191,11
"411925 Pinhal de São Bento";2725;1233,17;17,60;270,35
"411920 Pinhalão";6327;912,79;15,12;305,85
"411930 Pinhão";32219;552,27;23,61;181,18
"411940 Piraí do Sul";25291;803,82;25,38;155,43
"411950 Piraquara";111052;394,23;18,36;139,17
"411960 Pitanga";30635;1439,97;21,11;199,87
"411965 Pitangueiras";3185;977,93;15,83;342,82
"411970 Planaltina do Paraná";4254;1512,56;30,91;146,97
"411980 Planalto";13528;1091,07;26,37;212,59
"411990 Ponta Grossa";348043;541,67;22,58;144,14
"411995 Pontal do Paraná";26636;949,29;29,27;161,95
"412000 Porecatu";13084;674,05;18,81;252,48
"412010 Porto Amazonas";4821;904,76;24,48;248,66
"412015 Porto Barreiro";3292;1399,09;16,27;312,05
"412020 Porto Rico";2561;2243,60;23,20;388,38
"412030 Porto Vitória";4068;1072,18;21,71;211,58
"412033 Prado Ferreira";3726;1296,19;22,87;453,93
"412035 Pranchita";5221;1615,06;18,75;587,72
"412040 Presidente Castelo Branco";5260;932,11;30,68;236,14
"412050 Primeiro de Maio";11114;914,78;19,87;246,46
"412060 Prudentópolis";51961;484,31;21,18;151,07
"412065 Quarto Centenário";4560;1257,16;18,59;316,59
"412070 Quatiguá";7420;1017,00;25,17;267,38
"412080 Quatro Barras";23199;981,26;23,55;197,02
"412085 Quatro Pontes";4000;1095,18;15,47;268,56
"412090 Quedas do Iguaçu";33788;801,88;22,41;208,00
"412100 Querência do Norte";12180;922,68;22,53;166,08
"412110 Quinta do Sol";4640;1396,72;15,24;386,20
"412120 Quitandinha";18873;676,63;28,53;217,23
"412125 Ramilândia";4426;937,07;21,48;335,66
"412130 Rancho Alegre";3832;1369,54;24,07;253,03
"412135 Rancho Alegre D'Oeste";2682;1512,50;17,16;387,28
"412140 Realeza";16894;1064,73;19,32;290,30
"412150 Rebouças";14851;632,29;15,36;236,18
"412160 Renascença";6818;1047,16;24,09;272,08
"412170 Reserva";26602;668,82;25,82;244,36
"412175 Reserva do Iguaçu";7950;864,80;21,35;185,50
"412180 Ribeirão Claro";10693;761,33;19,53;186,67
"412190 Ribeirão do Pinhal";13112;505,53;19,27;226,74
"412200 Rio Azul";15134;592,28;15,79;175,87
"412210 Rio Bom";3225;1263,44;21,12;462,27
"412215 Rio Bonito do Iguaçu";13283;753,11;16,01;345,00
"412217 Rio Branco do Ivaí";4083;1198,01;23,73;331,08
"412220 Rio Branco do Sul";32273;635,82;18,62;194,70
"412230 Rio Negro";33922;693,30;30,72;166,57
"412240 Rolândia";65757;784,00;27,13;226,94
"412250 Roncador";10058;1148,79;23,33;237,31
"412260 Rondon";9534;919,26;20,23;258,43
"412265 Rosário do Ivaí";4886;1062,51;26,36;382,87
"412270 Sabáudia";6760;1030,98;20,11;238,90
"412280 Salgado Filho";3679;1242,55;17,40;452,59
"412290 Salto do Itararé";4973;900,84;16,59;531,16
"412300 Salto do Lontra";14695;776,48;22,48;359,17
"412310 Santa Amélia";3385;1794,15;22,94;83,65
"412320 Santa Cecília do Pavão";3376;1029,36;25,30;400,34
"412330 Santa Cruz de Monte Castelo";7849;1125,33;17,51;304,63
"412340 Santa Fé";11885;729,38;22,31;122,65
"412350 Santa Helena";26206;1080,22;19,12;115,66
"412360 Santa Inês";1624;3084,88;15,87;697,12
"412370 Santa Isabel do Ivaí";8603;925,39;19,98;281,00
"412380 Santa Izabel do Oeste";14521;1079,76;22,03;457,91
"412382 Santa Lúcia";3834;1197,62;22,63;198,71
"412385 Santa Maria do Oeste";9824;837,07;21,90;284,33
"412390 Santa Mariana";11829;1014,61;34,24;255,71
"412395 Santa Mônica";3944;1371,13;22,20;488,95
"412402 Santa Tereza do Oeste";10182;1129,75;22,58;301,64
"412405 Santa Terezinha de Itaipu";23224;1052,45;26,45;258,02
"412400 Santana do Itararé";5031;1076,95;16,72;462,00
"412410 Santo Antônio da Platina";45728;634,99;25,40;164,19
"412420 Santo Antônio do Caiuá";2656;1917,44;30,18;462,04
"412430 Santo Antônio do Paraíso";2144;1868,63;24,67;336,55
"412440 Santo Antônio do Sudoeste";20069;747,55;21,57;225,34
"412450 Santo Inácio";5431;1118,82;18,99;172,04
"412460 São Carlos do Ivaí";6834;1140,25;28,96;252,73
"412470 São Jerônimo da Serra";11213;383,23;16,06;322,57
"412480 São João";10303;1204,01;29,48;244,14
"412490 São João do Caiuá";5874;984,21;31,37;209,70
"412500 São João do Ivaí";10386;1002,53;24,92;329,95
"412510 São João do Triunfo";14996;682,56;23,07;306,50
"412520 São Jorge d'Oeste";9074;1286,32;21,16;247,46
"412530 São Jorge do Ivaí";5559;1205,61;23,39;200,34
"412535 São Jorge do Patrocínio";5698;1908,63;26,80;479,56
"412540 São José da Boa Vista";6254;1084,77;18,05;450,07
"412545 São José das Palmeiras";3682;1176,76;23,80;201,30
"412550 São José dos Pinhais";317476;882,97;23,48;223,86
"412555 São Manoel do Paraná";2158;2074,39;18,93;456,68
"412560 São Mateus do Sul";45806;642,79;27,48;110,68
"412570 São Miguel do Iguaçu";27325;1258,44;15,84;212,81
"412575 São Pedro do Iguaçu";5976;1162,30;26,32;222,99
"412580 São Pedro do Ivaí";10915;696,13;21,01;201,28
"412590 São Pedro do Paraná";2338;2298,49;26,45;308,55
"412600 São Sebastião da Amoreira";8847;876,55;21,47;337,10
"412610 São Tomé";5693;1181,33;22,66;278,96
"412620 Sapopema";6751;847,21;21,59;416,76
"412625 Sarandi";95543;452,02;18,62;88,22
"412627 Saudade do Iguaçu";5459;3098,96;19,93;395,15
"412630 Sengés";19267;724,23;22,95;167,56
"412635 Serranópolis do Iguaçu";4513;1522,53;18,77;204,92
"412640 Sertaneja";5355;1782,45;30,70;466,19
"412650 Sertanópolis";16323;1079,45;28,50;271,71
"412660 Siqueira Campos";20778;583,53;19,89;140,86
"412665 Sulina";3033;1830,08;20,88;472,45
"412667 Tamarana";14548;814,67;25,17;247,01
"412670 Tamboara";5080;1104,39;28,95;293,13
"412680 Tapejara";16062;959,92;19,22;223,37
"412690 Tapira";5584;1230,52;22,38;456,19
"412700 Teixeira Soares";12163;756,45;19,10;163,79
"412710 Telêmaco Borba";78135;692,71;15,70;165,28
"412720 Terra Boa";16984;1435,89;32,08;544,78
"412730 Terra Rica";16652;1159,44;17,40;327,82
"412740 Terra Roxa";17439;945,38;25,44;198,49
"412750 Tibagi";20436;956,26;20,27;204,22
"412760 Tijucas do Sul";16646;688,76;22,46;298,39
"412770 Toledo";138572;1017,29;30,48;187,24
"412780 Tomazina";8032;851,42;25,59;583,93
"412785 Três Barras do Paraná";12043;1039,18;23,72;507,94
"412788 Tunas do Paraná";8509;676,34;23,73;137,67
"412790 Tuneiras do Oeste";8599;1153,31;26,59;430,29
"412795 Tupãssi";8128;1186,55;25,52;117,37
"412796 Turvo";13340;892,82;19,25;312,36
"412800 Ubiratã";21119;1070,76;18,84;522,45
"412810 Umuarama";110590;1317,04;24,37;942,96
"412820 União da Vitória";57111;535,05;24,66;115,79
"412830 Uniflor";2595;1327,65;22,39;262,66
"412840 Uraí";11356;640,35;25,35;102,09
"412853 Ventania";11703;837,53;32,19;203,29
"412855 Vera Cruz do Oeste";8590;910,50;24,33;201,11
"412860 Verê";7342;1202,66;23,70;324,84
"412865 Virmond";4023;1335,87;24,04;303,26
"412870 Vitorino";6817;1255,30;24,25;216,94
"412850 Wenceslau Braz";19444;564,43;20,86;221,61
"412880 Xambrê";5728;939,84;25,30;545,94
"Total";11348937;927,09;23,29;341,31
