 Mortalidade - Paraná
Óbitos p/Residênc por Município e Capítulo CID-10
Período:2016
"Município";"Cap I";"Cap II";"Cap III";"Cap IV";"Cap V";"Cap VI";"Cap VIII";"Cap IX";"Cap X";"Cap XI";"Cap XII";"Cap XIII";"Cap XIV";"Cap XV";"Cap XVI";"Cap XVII";"Cap XVIII";"Cap XX";"Total"
"411890 PEROLA";2;15;1;10;1;6;-;36;16;3;-;-;6;-;4;-;3;9;112
"411900 PEROLA D'OESTE";2;12;-;3;1;3;-;18;3;2;-;-;-;-;-;-;3;6;53
"411910 PIEN";1;15;-;8;-;6;-;16;5;5;1;1;-;-;2;-;5;6;71
"411915 PINHAIS";23;163;3;53;12;27;-;207;101;34;2;7;24;1;11;6;11;88;773
"411920 PINHALAO";2;8;-;3;-;1;-;14;9;4;-;-;2;-;-;-;4;8;55
"411925 PINHAL DE SAO BENTO";-;6;-;2;-;-;-;8;2;-;-;-;-;-;-;2;-;5;25
"411930 PINHAO";5;40;1;19;3;4;-;75;24;8;-;1;2;1;3;2;1;28;217
"411940 PIRAI DO SUL";5;38;1;8;1;2;-;56;33;4;-;1;10;-;2;2;27;12;202
"411950 PIRAQUARA";26;107;1;45;11;18;-;146;56;31;-;1;16;-;18;9;9;89;583
"411960 PITANGA";3;44;2;11;1;6;-;81;49;13;-;1;3;-;4;-;3;28;249
"411965 PITANGUEIRAS";1;2;-;2;-;-;-;5;4;1;-;-;3;-;-;-;-;6;24
"411970 PLANALTINA DO PARANA";-;5;-;3;-;-;-;9;4;2;-;-;1;-;2;-;1;4;31
"411980 PLANALTO";1;29;-;13;-;2;-;40;17;5;1;2;-;-;-;1;-;6;117
"411990 PONTA GROSSA";83;454;9;115;42;89;-;610;270;129;8;4;56;1;35;18;195;228;2346
"411995 PONTAL DO PARANA";6;32;2;10;1;6;-;35;15;9;1;-;3;1;4;1;39;26;191
"412000 PORECATU";2;20;-;6;1;1;-;32;12;4;-;-;5;-;1;-;3;9;96
"412010 PORTO AMAZONAS";-;4;1;2;1;1;-;7;2;4;-;-;-;-;-;-;-;-;22
"412015 PORTO BARREIRO";-;3;-;-;-;1;-;6;2;-;-;-;-;-;-;-;-;2;14
"412020 PORTO RICO";1;6;-;2;-;-;-;7;2;1;-;-;-;-;-;-;1;2;22
"412030 PORTO VITORIA";1;5;-;-;-;2;-;12;5;1;-;-;1;-;-;-;-;5;32
"412033 PRADO FERREIRA";1;4;-;-;2;-;-;7;8;3;-;-;-;-;2;-;3;3;33
"412035 PRANCHITA";1;10;-;2;-;-;-;16;5;3;-;-;-;-;-;2;1;8;48
"412040 PRESIDENTE CASTELO BRANCO";3;2;-;3;-;1;-;11;4;2;-;-;1;-;-;-;-;7;34
"412050 PRIMEIRO DE MAIO";3;11;-;7;1;3;-;22;8;4;-;-;5;-;2;-;5;15;86
"412060 PRUDENTOPOLIS";6;82;2;20;19;14;-;113;43;17;1;1;5;-;2;6;15;30;376
"412065 QUARTO CENTENARIO";1;7;-;2;-;-;-;13;6;1;-;-;-;-;1;-;1;4;36
"412070 QUATIGUA";3;11;1;4;-;2;-;28;6;5;-;-;-;-;1;4;2;10;77
"412080 QUATRO BARRAS";7;20;-;10;3;7;-;43;12;6;-;-;4;-;2;1;1;18;134
"412085 QUATRO PONTES";2;4;-;8;-;-;-;9;4;3;-;-;2;-;1;-;2;4;39
"412090 QUEDAS DO IGUACU";5;38;4;5;3;7;-;52;47;10;-;-;6;-;3;1;4;33;218
"412100 QUERENCIA DO NORTE";4;13;-;4;-;2;-;28;10;2;-;1;1;-;-;-;-;16;81
"412110 QUINTA DO SOL";2;4;1;2;2;2;-;12;3;4;-;-;-;1;-;-;2;5;40
"412120 QUITANDINHA";6;32;-;15;1;6;-;40;15;7;1;-;-;-;2;1;4;13;143
"412125 RAMILANDIA";-;4;-;3;-;-;-;5;5;2;-;-;-;-;-;-;1;-;20
"412130 RANCHO ALEGRE";-;9;-;1;-;1;-;12;8;4;-;-;1;-;1;-;-;2;39
"412135 RANCHO ALEGRE D'OESTE";1;3;-;1;-;-;-;9;2;3;-;-;1;-;1;1;-;3;25
"412140 REALEZA";2;28;-;4;1;3;-;30;20;3;-;-;2;-;2;-;4;17;116
"412150 REBOUCAS";4;20;-;12;-;3;-;40;12;5;-;-;2;-;3;1;8;7;117
"412160 RENASCENCA";-;6;-;2;-;2;-;19;11;3;-;-;1;-;1;-;1;8;54
"412170 RESERVA";1;36;-;9;-;4;-;77;13;5;-;-;7;-;3;-;11;35;201
"412175 RESERVA DO IGUACU";1;6;-;2;-;-;-;8;6;2;-;-;-;-;-;1;-;13;39
"412180 RIBEIRAO CLARO";3;17;1;8;-;7;-;31;8;6;-;1;1;1;1;1;7;10;103
"412190 RIBEIRAO DO PINHAL";3;22;-;5;2;-;-;49;15;10;1;-;5;-;2;-;13;14;141
"412200 RIO AZUL";2;19;-;11;6;2;-;30;18;1;-;-;4;-;2;3;1;8;107
"412210 RIO BOM";-;4;-;1;-;1;-;14;12;4;-;-;1;-;1;-;-;1;39
"412215 RIO BONITO DO IGUACU";-;15;-;2;-;1;-;38;8;4;-;-;1;-;-;-;7;16;92
"412217 RIO BRANCO DO IVAI";1;8;-;2;1;-;-;3;-;2;-;1;-;-;-;-;6;1;25
"412220 RIO BRANCO DO SUL";5;31;1;10;-;7;-;62;31;7;-;2;4;-;2;2;1;34;199
"412230 RIO NEGRO";9;47;1;7;-;8;-;59;24;17;2;3;13;-;2;2;2;18;214
"412240 ROLANDIA";12;70;2;38;8;15;-;129;57;26;3;5;14;-;3;5;6;49;442
"412250 RONCADOR";4;14;-;8;-;1;-;43;10;2;-;-;1;-;2;-;7;11;103
"412260 RONDON";2;16;1;5;2;2;-;22;6;4;-;-;1;1;1;1;1;5;70
"412265 ROSARIO DO IVAI";-;5;-;4;-;1;-;20;13;2;-;-;1;1;-;1;4;5;57
"412270 SABAUDIA";2;8;1;2;-;3;-;13;4;-;-;1;5;-;1;1;-;6;47
"412280 SALGADO FILHO";-;7;-;1;-;1;-;14;6;3;-;-;-;-;-;-;2;2;36
"412290 SALTO DO ITARARE";1;7;2;10;-;2;-;27;7;3;-;-;-;-;1;1;2;2;65
"412300 SALTO DO LONTRA";-;22;-;7;-;1;-;24;11;4;-;-;2;-;3;-;-;16;90
"412310 SANTA AMELIA";1;7;-;3;1;-;-;9;2;3;-;-;1;-;-;-;1;4;32
"412320 SANTA CECILIA DO PAVAO";1;5;-;5;-;-;-;8;4;2;-;-;1;-;-;-;3;3;32
"412330 SANTA CRUZ DE MONTE CASTELO";3;8;1;3;2;2;-;28;8;2;-;-;2;-;1;1;4;12;77
"412340 SANTA FE";2;13;1;4;-;5;-;31;10;6;-;-;2;-;1;-;4;5;84
"412350 SANTA HELENA";8;40;1;8;-;3;-;57;28;5;1;2;5;-;2;2;1;21;184
"412360 SANTA INES";1;3;-;-;-;1;-;4;-;1;-;-;1;-;2;-;-;1;14
"412370 SANTA ISABEL DO IVAI";1;8;-;6;2;1;-;34;8;5;-;-;3;-;-;-;7;5;80
"412380 SANTA IZABEL DO OESTE";5;16;-;2;-;1;-;23;12;10;-;-;2;-;-;-;-;12;83
"412382 SANTA LUCIA";-;5;-;-;1;1;-;9;4;3;-;-;1;-;1;-;-;2;27
"412385 SANTA MARIA DO OESTE";-;13;-;3;-;-;-;16;11;3;-;-;1;-;1;2;20;7;77
"412390 SANTA MARIANA";5;20;1;8;4;5;-;37;12;5;1;-;6;-;-;-;8;17;129
"412395 SANTA MONICA";-;6;1;-;-;-;-;5;4;4;-;-;-;-;1;-;-;10;31
"412400 SANTANA DO ITARARE";1;9;-;6;-;1;-;22;3;2;-;-;2;-;-;-;5;2;53
"412402 SANTA TEREZA DO OESTE";2;9;1;3;2;3;-;29;5;2;1;-;3;-;-;3;3;7;73
"412405 SANTA TEREZINHA DE ITAIPU";6;36;-;8;1;4;-;31;16;6;1;-;3;1;4;1;1;15;134
"412410 SANTO ANTONIO DA PLATINA";13;53;1;24;7;9;-;115;47;19;2;1;8;2;6;4;7;29;347
"412420 SANTO ANTONIO DO CAIUA";1;9;-;2;-;-;-;10;5;2;-;1;-;-;-;-;1;2;33
"412430 SANTO ANTONIO DO PARAISO";2;2;-;1;-;-;-;1;5;-;-;-;-;-;1;-;2;4;18
"412440 SANTO ANTONIO DO SUDOESTE";4;30;1;7;-;6;-;55;15;9;-;2;3;-;1;2;2;20;157
"412450 SANTO INACIO";2;6;-;1;-;1;-;20;3;4;-;-;-;-;1;2;-;5;45
"412460 SAO CARLOS DO IVAI";5;3;-;6;-;3;-;9;9;5;-;-;4;-;-;-;4;4;52
"412470 SAO JERONIMO DA SERRA";2;8;1;4;3;1;-;10;17;3;-;-;2;-;-;1;11;8;71
"412480 SAO JOAO";1;23;-;1;-;5;-;26;8;1;-;-;-;-;2;-;3;10;80
"412490 SAO JOAO DO CAIUA";3;8;-;3;-;1;-;14;7;4;-;-;3;1;-;-;4;8;56
"412500 SAO JOAO DO IVAI";3;20;-;6;3;6;-;43;13;3;-;1;4;-;1;-;18;6;127
"412510 SAO JOAO DO TRIUNFO";2;17;1;3;2;2;-;31;20;1;-;-;1;1;2;-;1;4;88
"412520 SAO JORGE D'OESTE";1;10;-;9;2;-;-;19;18;3;-;-;-;-;-;-;2;5;69
"412530 SAO JORGE DO IVAI";2;4;1;2;-;4;-;13;6;1;-;-;-;-;1;1;1;3;39
"412535 SAO JORGE DO PATROCINIO";-;8;-;2;-;-;-;15;10;5;-;1;1;-;-;-;10;1;53
"412540 SAO JOSE DA BOA VISTA";-;4;-;2;2;1;-;17;4;1;-;-;2;-;-;-;1;-;34
"412545 SAO JOSE DAS PALMEIRAS";1;5;-;1;-;-;-;15;5;1;-;-;-;-;-;-;-;2;30
"412550 SAO JOSE DOS PINHAIS";74;306;4;85;22;60;-;419;171;57;4;6;35;3;21;23;35;256;1581
"412555 SAO MANOEL DO PARANA";2;3;1;2;1;1;-;2;3;-;-;-;-;-;-;-;-;2;17
"412560 SAO MATEUS DO SUL";9;58;1;12;5;7;-;57;33;19;-;1;8;-;4;1;1;30;246
"412570 SAO MIGUEL DO IGUACU";4;27;-;9;-;10;-;32;23;14;-;-;5;-;3;4;3;29;163
"412575 SAO PEDRO DO IGUACU";4;9;-;4;1;1;-;30;7;3;-;-;2;-;-;-;-;8;69
"412580 SAO PEDRO DO IVAI";2;11;-;6;1;3;-;21;5;3;-;-;-;-;1;2;3;8;66
"412590 SAO PEDRO DO PARANA";2;5;-;-;-;-;-;6;1;2;-;-;2;-;-;-;3;3;24
"412600 SAO SEBASTIAO DA AMOREIRA";3;12;1;3;4;2;-;19;12;4;1;-;1;-;1;-;4;5;72
"412610 SAO TOME";-;10;-;6;2;1;-;9;4;-;-;-;5;-;1;1;-;4;43
"412620 SAPOPEMA";3;9;-;4;2;-;-;15;6;2;-;-;-;-;-;-;4;5;50
"412625 SARANDI";19;91;1;34;6;24;-;158;66;30;2;3;24;1;13;8;13;88;581
"412627 SAUDADE DO IGUACU";-;7;-;1;1;2;-;7;7;2;-;-;1;1;2;2;-;3;36
"412630 SENGES";1;22;2;8;4;2;-;38;3;2;-;-;-;-;3;2;2;10;99
"412635 SERRANOPOLIS DO IGUACU";1;8;-;1;1;1;-;5;8;2;-;-;1;-;-;2;1;2;33
"412640 SERTANEJA";1;6;-;2;1;1;-;15;13;1;1;-;3;-;1;1;-;2;48
"412650 SERTANOPOLIS";7;20;-;6;1;5;-;34;18;12;-;1;4;-;2;-;3;17;130
"412660 SIQUEIRA CAMPOS";6;30;-;6;1;3;-;59;39;1;1;1;2;1;-;1;4;8;163
"412665 SULINA";-;1;-;2;-;2;-;7;5;1;-;-;-;1;1;-;1;2;23
"412667 TAMARANA";2;10;1;6;4;3;-;23;12;5;-;-;2;1;2;1;-;14;86
"412670 TAMBOARA";3;15;-;3;-;-;-;10;5;1;-;-;1;-;-;-;9;6;53
"412680 TAPEJARA";2;17;-;9;-;4;-;43;19;8;-;1;-;-;2;1;2;22;130
"412690 TAPIRA";1;9;-;2;-;-;-;15;13;6;-;-;-;-;1;-;4;4;55
"412700 TEIXEIRA SOARES";2;11;2;4;1;1;-;22;7;2;1;-;2;-;2;-;3;2;62
"412710 TELEMACO BORBA";13;73;1;46;3;14;-;138;63;21;1;4;14;1;3;5;39;87;526
"412720 TERRA BOA";4;30;2;5;-;6;-;38;15;10;-;-;6;1;2;-;-;26;145
"412730 TERRA RICA";3;21;-;6;1;3;-;52;16;11;-;-;1;-;-;1;10;15;140
"412740 TERRA ROXA";2;22;-;10;4;2;-;41;16;7;-;1;6;-;3;1;3;14;132
"412750 TIBAGI";3;28;-;15;2;4;-;44;23;4;-;-;3;-;1;-;9;21;157
"412760 TIJUCAS DO SUL";6;15;-;5;1;2;-;34;24;7;1;-;-;-;-;-;2;14;111
"412770 TOLEDO";27;130;1;33;13;34;-;215;103;43;4;2;16;1;7;9;13;102;753
"412780 TOMAZINA";1;12;-;2;-;-;-;21;3;5;-;-;3;-;-;-;3;4;54
"412785 TRES BARRAS DO PARANA";-;18;-;4;-;1;-;24;11;3;1;-;3;-;-;-;1;11;77
"412788 TUNAS DO PARANA";-;2;-;2;1;1;-;11;4;4;-;-;-;-;-;-;3;4;32
"412790 TUNEIRAS DO OESTE";-;13;-;5;-;3;-;23;7;6;-;-;2;-;-;3;5;15;82
"412795 TUPASSI";1;8;-;9;-;3;-;26;3;6;-;1;1;-;-;-;2;6;66
"412796 TURVO";5;21;-;3;3;-;-;17;16;3;-;-;2;-;3;-;8;16;97
"412800 UBIRATA";3;34;1;13;1;10;-;72;16;12;-;-;-;-;2;1;1;13;179
"412810 UMUARAMA";34;137;6;50;9;23;-;206;110;41;4;4;22;2;16;6;51;61;782
"412820 UNIAO DA VITORIA";10;83;3;18;2;11;-;147;53;24;1;1;8;-;4;4;2;52;423
"412830 UNIFLOR";-;3;-;-;-;-;-;5;-;-;-;-;1;1;-;-;1;1;12
"412840 URAI";3;16;3;7;1;6;-;26;15;5;1;-;1;1;-;-;5;8;98
"412850 WENCESLAU BRAZ";6;22;2;27;-;3;-;60;20;11;1;1;4;-;1;3;14;22;197
"412853 VENTANIA";3;8;1;4;1;1;-;28;17;1;-;-;-;-;-;-;1;13;78
"412855 VERA CRUZ DO OESTE";1;15;1;6;1;2;-;13;8;4;1;1;4;-;2;2;1;9;71
"412860 VERE";-;12;1;3;1;-;-;21;12;5;-;-;-;-;-;1;1;5;62
"412862 ALTO PARAISO";3;2;-;2;-;-;-;6;3;-;-;-;-;-;-;-;1;3;20
"412863 DOUTOR ULYSSES";1;2;-;2;-;1;-;11;3;1;-;-;1;1;-;1;1;-;25
"412865 VIRMOND";-;4;-;3;-;1;-;5;8;-;1;-;-;-;-;-;-;2;24
"412870 VITORINO";-;10;-;2;-;3;-;14;2;3;1;-;1;-;1;-;5;1;43
"412880 XAMBRE";1;4;-;4;-;3;-;15;4;5;-;-;2;-;1;1;4;6;50
"Total";2491;13877;280;4390;821;2659;8;21340;9396;3903;165;315;1814;83;941;596;2639;9022;74740
 Fonte: MS/SVSA/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Consulte o site da Secretaria Estadual de Saúde para mais informações.
 Notas:
 
 Dados finais disponíveis até 2024 - data de extração 02/12/2025.
 Dados de 2025 - Preliminares - data de extração 28/07/2026.
 Dados de 2026 - 1a prévia - data de extração 01/06/2026.
 
