 Mortalidade - Paraná
Óbitos p/Residênc por Município e Capítulo CID-10
Período:2016
"Município";"Cap I";"Cap II";"Cap III";"Cap IV";"Cap V";"Cap VI";"Cap VIII";"Cap IX";"Cap X";"Cap XI";"Cap XII";"Cap XIII";"Cap XIV";"Cap XV";"Cap XVI";"Cap XVII";"Cap XVIII";"Cap XX";"Total"
"410160 ARAPOTI";7;22;1;6;-;4;-;69;13;3;-;-;3;-;3;1;6;24;162
"410165 ARAPUA";1;11;1;2;1;-;-;7;5;1;-;-;1;-;-;-;7;1;38
"410170 ARARUNA";2;11;1;4;-;3;-;40;10;6;-;-;2;-;1;-;1;17;98
"410180 ARAUCARIA";31;169;2;54;10;31;-;166;82;39;-;1;26;-;11;5;4;114;745
"410185 ARIRANHA DO IVAI";1;2;-;-;2;-;-;6;-;1;1;-;-;-;-;-;2;3;18
"410190 ASSAI";9;14;-;17;1;6;-;55;19;7;-;1;2;-;1;1;1;7;141
"410200 ASSIS CHATEAUBRIAND";7;40;3;17;5;11;-;98;31;20;-;-;8;-;2;-;15;32;289
"410210 ASTORGA";5;30;-;7;1;13;-;60;23;13;-;-;3;-;3;-;6;18;182
"410220 ATALAIA";-;6;-;1;-;1;-;11;5;2;-;1;3;-;-;-;-;2;32
"410230 BALSA NOVA";4;18;-;6;1;2;-;24;14;4;-;-;2;-;1;3;2;14;95
"410240 BANDEIRANTES";21;36;1;12;4;9;-;97;49;10;-;-;11;-;4;4;14;22;294
"410250 BARBOSA FERRAZ";-;16;1;3;-;4;-;34;10;7;-;-;3;-;1;1;5;14;99
"410260 BARRACAO";1;10;-;1;1;1;-;18;12;3;-;-;2;-;-;1;4;5;59
"410270 BARRA DO JACARE";-;3;-;1;-;-;-;5;2;-;-;-;1;-;-;-;2;1;15
"410275 BELA VISTA DA CAROBA";-;2;-;2;1;2;-;13;1;-;-;-;-;-;-;-;2;2;25
"410280 BELA VISTA DO PARAISO";6;30;1;8;2;4;-;41;18;9;-;2;5;-;5;-;7;13;151
"410290 BITURUNA";5;22;1;4;2;4;-;36;15;3;1;-;2;-;1;2;2;10;110
"410300 BOA ESPERANCA";2;7;-;3;2;2;-;8;4;2;-;-;3;-;-;-;-;5;38
"410302 BOA ESPERANCA DO IGUACU";-;5;-;-;-;-;-;4;2;1;-;-;1;-;-;-;-;-;13
"410304 BOA VENTURA DE SAO ROQUE";1;4;-;1;-;1;-;11;8;2;-;-;-;-;1;-;5;2;36
"410305 BOA VISTA DA APARECIDA";1;19;-;5;-;-;-;22;11;3;-;-;1;-;-;-;-;8;70
"410310 BOCAIUVA DO SUL";8;16;-;3;2;2;-;20;9;1;-;-;2;-;4;-;3;7;77
"410315 BOM JESUS DO SUL";2;7;-;-;-;-;-;9;5;4;-;-;-;-;-;-;2;6;35
"410320 BOM SUCESSO";2;7;-;3;1;1;-;18;11;7;-;-;2;-;-;1;1;6;60
"410322 BOM SUCESSO DO SUL";1;4;-;2;-;-;-;4;4;1;-;-;1;-;-;-;2;2;21
"410330 BORRAZOPOLIS";1;9;-;7;2;-;-;17;16;2;-;1;6;-;-;-;2;5;68
"410335 BRAGANEY";-;8;-;2;1;3;-;12;5;-;-;-;1;-;1;1;-;3;37
"410337 BRASILANDIA DO SUL";2;6;1;3;-;-;-;10;4;-;-;-;-;-;-;-;1;9;36
"410340 CAFEARA";1;6;-;-;-;-;-;10;6;-;-;-;-;-;-;-;-;3;26
"410345 CAFELANDIA";2;10;1;4;-;1;-;18;13;3;-;-;3;2;2;2;1;8;70
"410347 CAFEZAL DO SUL";1;6;-;4;-;2;-;11;8;2;1;-;2;-;-;-;3;6;46
"410350 CALIFORNIA";1;10;-;6;-;3;-;32;11;6;2;1;1;-;1;-;5;10;89
"410360 CAMBARA";6;40;-;18;8;7;-;63;27;7;1;-;8;1;1;-;12;17;216
"410370 CAMBE";16;142;-;30;8;20;-;168;121;34;3;3;28;1;11;5;10;62;662
"410380 CAMBIRA";3;17;-;2;1;1;-;21;11;3;-;-;2;-;-;-;1;12;74
"410390 CAMPINA DA LAGOA";3;15;-;7;-;6;-;50;12;3;1;1;-;-;-;1;1;21;121
"410395 CAMPINA DO SIMAO";1;5;-;1;-;-;-;8;6;-;-;-;-;-;-;2;1;2;26
"410400 CAMPINA GRANDE DO SUL";18;51;2;9;1;5;-;84;42;15;-;1;9;1;8;-;6;45;297
"410405 CAMPO BONITO";2;9;1;1;2;1;-;2;5;1;-;-;-;-;-;-;1;1;26
"410410 CAMPO DO TENENTE";2;11;-;1;-;-;-;16;5;2;-;-;2;-;-;-;1;5;45
"410420 CAMPO LARGO";42;145;1;24;3;19;-;214;114;31;-;3;17;1;16;4;9;93;736
"410425 CAMPO MAGRO";12;27;1;6;-;4;-;33;23;3;-;1;3;1;-;2;1;26;143
"410430 CAMPO MOURAO";17;117;2;48;12;13;-;200;115;41;1;2;30;-;10;6;5;95;714
"410440 CANDIDO DE ABREU";3;13;-;2;1;1;-;38;25;10;-;-;-;1;3;-;17;13;127
"410442 CANDOI";1;21;1;5;-;1;-;24;18;4;-;1;-;-;1;2;5;15;99
"410445 CANTAGALO";1;16;-;5;-;1;-;39;8;7;-;-;-;-;2;-;2;14;95
"410450 CAPANEMA";4;21;-;6;-;2;-;52;14;8;-;1;2;-;1;-;13;13;137
"410460 CAPITAO LEONIDAS MARQUES";2;19;1;3;2;3;-;37;11;4;-;-;2;1;1;1;1;20;108
"410465 CARAMBEI";3;10;-;5;1;1;1;25;15;6;-;1;1;-;1;-;15;14;99
"410470 CARLOPOLIS";6;13;-;3;1;3;-;37;15;2;-;-;-;-;2;1;6;11;100
"410480 CASCAVEL";44;384;6;78;23;73;1;470;226;89;4;9;29;1;19;20;20;251;1747
"410490 CASTRO";17;91;2;18;1;12;-;105;51;31;-;1;13;-;4;4;88;54;492
"410500 CATANDUVAS";1;14;-;5;-;2;-;19;3;2;-;1;1;-;-;1;1;9;59
"410510 CENTENARIO DO SUL";4;11;-;9;1;2;-;34;12;9;-;2;2;-;1;-;-;6;93
"410520 CERRO AZUL";6;18;-;11;1;1;-;50;12;3;-;1;1;-;1;1;5;14;125
"410530 CEU AZUL";1;18;1;2;-;1;-;28;7;7;-;1;3;-;1;1;-;4;75
"410540 CHOPINZINHO";3;32;1;8;3;8;-;31;15;9;-;-;4;1;3;4;1;13;136
"410550 CIANORTE";7;68;-;44;4;32;1;136;49;27;-;2;15;-;6;3;4;78;476
"410560 CIDADE GAUCHA";3;9;1;2;-;1;-;24;11;7;-;2;2;-;-;-;1;16;79
"410570 CLEVELANDIA";1;28;1;7;3;3;-;33;17;7;-;1;2;-;2;1;26;18;150
"410580 COLOMBO";82;230;3;83;35;41;-;349;147;58;4;4;31;3;22;14;15;215;1336
"410590 COLORADO";5;33;-;16;3;2;-;37;20;9;1;2;2;-;2;2;2;18;154
"410600 CONGONHINHAS";1;16;-;5;2;4;-;13;8;4;-;-;1;-;1;-;9;4;68
"410610 CONSELHEIRO MAIRINCK";3;2;-;3;-;-;-;5;7;5;-;-;1;1;-;-;-;2;29
"410620 CONTENDA";1;20;-;3;-;1;-;35;21;4;-;1;2;-;3;1;4;8;104
"410630 CORBELIA";1;23;-;8;-;5;-;28;18;7;1;-;1;1;3;1;2;16;115
"410640 CORNELIO PROCOPIO";12;71;1;20;7;14;-;116;56;22;4;2;10;-;3;3;11;37;389
"410645 CORONEL DOMINGOS SOARES";2;4;-;1;-;2;-;8;4;-;1;-;-;-;1;1;1;4;29
"410650 CORONEL VIVIDA";1;42;1;9;-;5;-;38;26;6;-;1;1;-;1;1;5;23;160
"410655 CORUMBATAI DO SUL";2;4;-;1;-;2;-;8;-;3;-;-;-;-;-;-;9;6;35
"410657 CRUZEIRO DO IGUACU";3;4;-;1;1;-;-;12;9;-;-;-;-;-;-;-;1;3;34
"410660 CRUZEIRO DO OESTE";5;32;1;12;2;5;-;49;23;9;2;1;4;1;3;-;22;17;188
"410670 CRUZEIRO DO SUL";-;4;-;1;-;1;-;10;3;3;-;-;-;-;-;-;3;1;26
"410680 CRUZ MACHADO";6;19;2;5;3;4;-;36;16;2;-;-;2;-;-;-;4;14;113
"410685 CRUZMALTINA";1;4;-;1;-;-;-;13;3;2;-;-;-;-;-;1;3;2;30
"410690 CURITIBA";446;2427;28;655;63;664;1;3142;1167;599;19;69;212;3;114;95;101;1325;11130
"410700 CURIUVA";3;15;-;9;2;2;-;36;12;2;-;-;1;-;1;-;9;10;102
"410710 DIAMANTE DO NORTE";1;10;-;4;-;1;-;14;4;3;-;-;3;-;1;-;4;3;48
"410712 DIAMANTE DO SUL";-;3;-;1;-;-;-;9;2;-;-;-;-;-;-;-;-;5;20
"410715 DIAMANTE D'OESTE";1;6;-;6;-;-;-;14;4;5;-;-;2;-;-;-;1;-;39
"410720 DOIS VIZINHOS";13;29;1;11;4;8;-;69;36;8;-;2;6;-;3;1;-;25;216
"410725 DOURADINA";1;10;-;1;-;4;-;13;7;3;-;-;3;-;1;1;4;5;53
"410730 DOUTOR CAMARGO";-;5;-;4;-;3;-;16;8;5;-;1;4;-;-;-;1;2;49
"410740 ENEAS MARQUES";-;12;-;5;-;2;-;9;5;4;-;-;1;-;-;-;2;6;46
"410750 ENGENHEIRO BELTRAO";2;12;-;11;1;3;-;40;11;8;-;-;5;-;2;1;7;14;117
"410752 ESPERANCA NOVA";-;1;-;1;-;-;-;2;2;-;-;-;-;-;-;-;-;-;6
"410753 ENTRE RIOS DO OESTE";-;1;-;1;-;1;-;7;5;3;-;-;1;-;-;-;-;6;25
"410754 ESPIGAO ALTO DO IGUACU";1;11;-;2;-;-;-;10;10;1;-;-;1;-;-;-;1;6;43
"410755 FAROL";1;6;-;3;-;1;-;13;6;-;-;1;2;-;-;-;1;3;37
"410760 FAXINAL";1;23;1;12;2;3;-;46;10;9;-;1;2;-;2;1;17;22;152
"410765 FAZENDA RIO GRANDE";20;93;1;20;5;8;-;129;66;25;-;4;15;1;10;4;13;103;517
"410770 FENIX";2;11;-;3;2;-;-;14;5;2;1;-;1;-;-;-;3;4;48
"410773 FERNANDES PINHEIRO";1;6;-;3;1;1;-;9;12;2;-;-;-;-;1;-;9;1;46
"410775 FIGUEIRA";4;6;-;4;1;4;-;28;7;3;-;2;4;-;1;-;3;9;76
"410780 FLORAI";-;7;-;4;-;-;-;28;4;8;-;1;6;-;-;-;-;5;63
"410785 FLOR DA SERRA DO SUL";-;3;-;4;-;1;-;11;3;-;-;-;1;-;-;-;2;7;32
"410790 FLORESTA";2;5;1;1;-;1;-;9;6;2;-;-;-;-;2;1;1;3;34
"410800 FLORESTOPOLIS";3;15;2;4;1;3;-;22;14;5;-;1;3;-;2;1;3;13;92
"410810 FLORIDA";-;4;-;-;-;2;-;13;4;1;-;-;-;-;-;1;1;4;30
"410820 FORMOSA DO OESTE";1;13;2;6;-;3;-;26;11;1;1;-;2;-;1;1;-;8;76
"410830 FOZ DO IGUACU";66;287;8;127;5;37;-;355;235;105;6;4;37;3;30;10;82;238;1635
"410832 FRANCISCO ALVES";3;9;-;2;-;-;-;20;1;1;-;-;2;-;-;1;3;17;59
"410840 FRANCISCO BELTRAO";10;87;1;29;3;12;-;126;83;27;1;2;17;-;9;1;46;57;511
"410845 FOZ DO JORDAO";-;17;1;3;1;-;-;14;8;1;-;-;-;-;1;1;3;10;60
"410850 GENERAL CARNEIRO";1;26;1;2;1;3;-;22;21;4;-;-;2;-;8;1;-;5;97
"410855 GODOY MOREIRA";-;5;-;2;-;2;-;12;2;3;-;-;1;-;-;-;1;3;31
"410860 GOIOERE";6;32;-;13;-;5;-;81;24;16;-;-;2;-;3;2;13;25;222
"410865 GOIOXIM";-;9;-;6;-;3;-;11;7;1;-;-;1;-;-;-;-;6;44
"410870 GRANDES RIOS";1;5;-;4;3;-;-;18;8;2;-;-;1;-;1;-;2;1;46
"410880 GUAIRA";10;38;1;11;-;8;-;66;28;14;-;-;7;1;4;4;23;43;258
"410890 GUAIRACA";1;8;1;1;-;1;-;10;7;3;-;-;2;-;-;-;1;5;40
"410895 GUAMIRANGA";2;9;-;-;2;2;-;16;12;1;-;-;-;-;2;-;-;6;52
"410900 GUAPIRAMA";-;3;-;5;-;-;-;8;1;2;-;-;-;-;1;1;1;6;28
"410910 GUAPOREMA";-;-;-;2;-;2;-;12;-;3;-;-;1;-;-;-;-;-;20
"410920 GUARACI";1;6;1;3;2;3;-;14;6;2;1;1;3;-;-;-;1;6;50
"410930 GUARANIACU";2;24;-;9;1;6;-;38;16;5;-;-;2;-;2;1;1;21;128
"410940 GUARAPUAVA";23;266;4;62;5;23;-;388;201;70;1;3;33;1;19;12;21;150;1282
"410950 GUARAQUECABA";1;3;1;3;2;1;-;14;4;4;-;-;-;-;2;1;-;2;38
"410960 GUARATUBA";19;38;1;12;1;5;-;54;20;8;1;1;7;1;2;1;42;43;256
"410965 HONORIO SERPA";-;6;-;1;-;-;-;8;8;-;-;-;1;-;-;-;3;3;30
"410970 IBAITI";6;34;-;11;8;8;-;90;39;21;1;1;8;-;3;4;9;18;261
"410975 IBEMA";-;6;-;2;-;-;-;21;5;-;1;1;1;-;-;2;-;4;43
"410980 IBIPORA";11;72;1;21;11;21;-;99;80;20;1;3;16;2;12;2;8;48;428
"410990 ICARAIMA";1;11;-;7;1;1;-;24;6;4;-;-;3;-;2;-;7;5;72
"411000 IGUARACU";1;10;-;2;-;1;-;16;3;1;-;2;1;-;1;-;-;3;41
"411005 IGUATU";1;4;-;1;-;-;-;5;7;1;-;-;1;-;-;1;-;1;22
"411007 IMBAU";-;12;-;6;-;1;-;21;12;1;-;-;2;-;2;-;11;23;91
"411010 IMBITUVA";-;42;-;7;4;9;-;61;26;10;-;-;5;-;2;3;12;24;205
"411020 INACIO MARTINS";2;9;-;2;1;-;-;11;10;1;-;-;1;-;2;2;1;13;55
"411030 INAJA";1;3;-;1;-;-;-;11;3;2;-;-;1;-;-;-;3;3;28
"411040 INDIANOPOLIS";-;5;1;3;-;1;-;14;3;2;-;-;-;1;1;1;1;3;36
"411050 IPIRANGA";2;13;-;1;-;-;-;13;10;1;-;-;3;-;2;-;17;5;67
"411060 IPORA";9;13;-;14;1;2;-;46;24;9;-;-;3;-;1;-;10;10;142
"411065 IRACEMA DO OESTE";-;2;-;-;1;1;-;8;3;1;-;-;-;-;-;-;1;1;18
"411070 IRATI";9;93;2;19;8;8;-;170;99;22;-;1;13;-;4;2;4;39;493
"411080 IRETAMA";-;18;-;7;-;1;-;38;14;6;-;-;4;-;-;-;2;8;98
"411090 ITAGUAJE";-;2;-;4;-;-;-;7;5;3;-;1;-;-;1;-;-;4;27
"411095 ITAIPULANDIA";-;14;-;1;-;3;-;23;4;4;-;-;-;-;-;-;-;10;59
"411100 ITAMBARACA";3;7;2;4;-;3;-;15;9;5;1;-;-;-;1;1;3;4;58
"411110 ITAMBE";-;8;-;4;-;-;-;20;6;1;-;-;-;-;-;-;-;3;42
"411120 ITAPEJARA D'OESTE";-;20;1;5;1;2;-;16;7;3;-;-;-;-;3;-;1;9;68
"411125 ITAPERUCU";6;23;-;4;1;1;-;62;11;4;-;-;1;-;7;2;4;28;154
"411130 ITAUNA DO SUL";-;5;-;6;-;-;-;9;5;2;1;-;-;-;-;-;5;1;34
"411140 IVAI";1;11;-;3;4;-;-;16;9;2;-;-;1;-;2;-;28;9;86
"411150 IVAIPORA";9;44;2;27;5;11;-;93;26;17;2;-;5;-;5;2;5;29;282
"411155 IVATE";4;5;-;7;-;1;-;17;3;2;-;-;2;-;1;1;2;4;49
"411160 IVATUBA";1;5;-;4;-;2;-;4;5;-;-;1;-;-;-;-;-;2;24
"411170 JABOTI";-;6;-;1;1;-;-;20;4;2;1;-;1;-;1;-;2;2;41
"411180 JACAREZINHO";10;56;1;24;8;7;-;84;44;27;2;3;6;-;3;1;6;23;305
"411190 JAGUAPITA";6;10;-;7;-;3;-;31;25;7;-;-;6;-;2;3;-;15;115
"411200 JAGUARIAIVA";3;44;6;11;3;2;-;82;18;16;1;-;5;-;4;2;37;18;252
"411210 JANDAIA DO SUL";4;29;1;18;6;5;-;39;24;8;-;1;7;-;-;1;5;18;166
"411220 JANIOPOLIS";2;14;-;5;2;4;-;18;11;4;-;1;2;-;-;-;-;7;70
"411230 JAPIRA";2;7;-;2;-;1;-;12;5;3;-;-;-;-;-;-;1;5;38
"411240 JAPURA";4;15;-;2;-;4;-;28;9;3;-;-;2;-;2;-;-;5;74
"411250 JARDIM ALEGRE";1;15;-;6;-;4;-;34;11;6;-;-;2;-;-;-;4;14;97
"411260 JARDIM OLINDA";-;3;-;-;-;1;-;6;3;2;-;-;-;-;-;-;-;2;17
"411270 JATAIZINHO";4;13;-;13;3;7;-;32;15;5;1;-;2;-;-;1;-;12;108
"411275 JESUITAS";2;16;1;3;-;2;-;36;11;6;-;1;1;-;1;1;-;7;88
"411280 JOAQUIM TAVORA";7;17;-;8;2;3;1;22;7;4;-;-;2;-;-;1;3;18;95
"411290 JUNDIAI DO SUL";3;2;-;1;1;-;-;8;2;2;-;-;-;-;-;-;1;4;24
"411295 JURANDA";-;10;-;1;-;2;-;24;10;7;-;-;1;-;-;2;3;5;65
"411300 JUSSARA";-;13;-;6;-;-;-;11;3;4;-;-;1;-;-;-;-;8;46
"411310 KALORE";1;12;1;6;1;2;-;11;6;1;-;-;1;-;1;-;-;3;46
"411320 LAPA";10;77;1;13;1;6;-;104;64;17;1;2;10;-;3;3;9;38;359
"411325 LARANJAL";2;7;1;1;-;1;-;8;6;1;-;-;1;-;-;-;2;5;35
"411330 LARANJEIRAS DO SUL";3;40;2;22;6;13;-;69;43;19;-;1;4;-;4;1;1;25;253
"411340 LEOPOLIS";2;6;-;-;-;-;-;6;4;1;-;1;2;-;-;-;4;4;30
"411342 LIDIANOPOLIS";1;6;-;-;-;1;-;11;6;4;-;-;-;1;-;-;-;-;30
"411345 LINDOESTE";1;9;-;2;-;-;-;21;7;4;-;2;1;-;-;-;4;1;52
"411350 LOANDA";5;21;1;12;2;2;-;65;18;6;-;-;1;1;1;1;11;19;166
"411360 LOBATO";1;4;-;1;1;1;-;10;5;3;-;-;1;-;1;-;-;5;33
"411370 LONDRINA";98;781;19;276;45;186;2;979;399;184;10;27;62;2;31;29;54;461;3645
"411373 LUIZIANA";-;14;-;4;-;1;-;16;10;5;-;-;1;-;-;-;-;11;62
"411375 LUNARDELLI";-;14;-;3;-;2;-;14;2;2;-;-;2;-;1;-;1;3;44
"411380 LUPIONOPOLIS";2;6;-;3;1;2;-;25;6;3;-;-;2;-;-;-;-;6;56
"411390 MALLET";1;36;-;5;1;-;-;40;9;4;-;-;2;-;1;-;1;11;111
"411400 MAMBORE";2;23;1;4;1;1;-;42;20;5;1;2;-;-;1;-;1;11;115
"411410 MANDAGUACU";5;26;4;9;1;3;-;42;13;9;-;-;5;-;-;-;4;26;147
"411420 MANDAGUARI";5;31;3;21;1;9;-;79;32;14;1;2;10;-;5;-;5;25;243
"411430 MANDIRITUBA";6;19;-;5;1;2;-;48;35;8;-;2;4;-;-;1;-;27;158
"411435 MANFRINOPOLIS";1;5;-;1;-;1;-;5;4;3;-;-;-;-;-;1;-;4;25
"411440 MANGUEIRINHA";7;23;-;3;3;1;-;25;14;3;-;-;3;-;-;1;8;14;105
"411450 MANOEL RIBAS";4;12;1;6;-;3;-;28;12;1;-;1;1;1;1;1;14;10;96
"411460 MARECHAL CANDIDO RONDON";12;70;-;31;2;12;-;104;45;20;-;-;9;1;6;2;14;42;370
"411470 MARIA HELENA";1;2;-;4;-;2;-;18;1;6;-;-;-;-;2;1;3;7;47
"411480 MARIALVA";3;43;-;10;4;13;-;69;29;12;-;-;5;-;-;1;-;27;216
"411490 MARILANDIA DO SUL";1;6;-;5;1;3;-;32;10;4;-;-;3;-;-;-;2;6;73
"411500 MARILENA";-;6;-;1;-;1;-;19;5;4;-;-;2;-;1;-;2;5;46
"411510 MARILUZ";2;6;1;6;-;1;-;23;13;5;-;-;-;-;5;1;2;13;78
"411520 MARINGA";60;469;10;114;17;123;1;557;275;126;2;15;89;4;23;15;39;220;2159
"411530 MARIOPOLIS";2;17;-;3;-;2;-;13;13;6;-;-;-;-;-;-;1;2;59
"411535 MARIPA";1;9;1;2;1;3;-;18;5;3;1;-;1;-;1;-;1;3;50
"411540 MARMELEIRO";-;14;-;6;2;1;-;24;16;7;-;1;-;-;1;-;2;14;88
"411545 MARQUINHO";1;7;-;-;-;-;-;6;6;1;-;-;-;-;-;-;-;1;22
"411550 MARUMBI";1;10;-;4;1;1;-;17;6;1;-;1;1;-;2;-;-;5;50
"411560 MATELANDIA";4;22;1;14;2;5;-;30;12;2;1;-;1;-;-;-;4;18;116
"411570 MATINHOS";18;42;-;11;1;3;-;60;27;16;1;1;3;-;2;1;59;32;277
"411573 MATO RICO";-;8;-;-;-;1;-;7;3;2;-;-;1;-;-;1;1;1;25
"411575 MAUA DA SERRA";-;11;-;4;-;1;-;22;10;1;-;-;-;-;-;-;2;8;59
"411580 MEDIANEIRA";10;71;1;19;5;8;-;89;40;21;-;1;7;-;6;1;2;37;318
"411585 MERCEDES";1;15;-;5;-;-;-;16;5;2;-;-;-;-;-;-;-;5;49
"411590 MIRADOR";-;2;-;2;-;-;-;5;1;2;-;-;-;-;-;-;2;3;17
"411600 MIRASELVA";-;3;-;2;-;1;-;2;4;2;-;-;1;-;-;-;-;-;15
"411605 MISSAL";-;17;-;6;1;-;-;31;9;1;-;-;-;-;1;1;10;6;83
"411610 MOREIRA SALES";4;22;-;4;-;3;-;44;14;6;-;-;2;-;2;-;8;12;121
"411620 MORRETES";8;19;-;5;-;3;-;39;4;7;-;1;4;1;1;1;10;14;117
"411630 MUNHOZ DE MELO";3;4;-;2;-;2;-;10;8;2;-;-;2;-;-;1;-;6;40
"411640 NOSSA SENHORA DAS GRACAS";-;3;-;5;2;2;-;10;4;-;-;-;-;-;1;-;1;5;33
"411650 NOVA ALIANCA DO IVAI";-;1;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;1;5
"411660 NOVA AMERICA DA COLINA";-;5;-;1;1;-;-;4;4;2;-;-;-;-;-;-;-;2;19
"411670 NOVA AURORA";1;13;1;13;-;2;-;32;9;2;-;-;2;-;1;-;1;11;88
"411680 NOVA CANTU";3;9;-;2;-;1;-;15;6;2;1;-;1;-;1;-;3;11;55
"411690 NOVA ESPERANCA";4;41;1;9;2;8;-;60;26;14;-;-;12;-;4;-;2;17;200
"411695 NOVA ESPERANCA DO SUDOESTE";-;7;-;2;-;-;-;14;5;1;-;-;2;-;-;-;-;7;38
"411700 NOVA FATIMA";6;12;-;4;-;3;-;18;12;2;-;-;1;1;-;1;6;-;66
"411705 NOVA LARANJEIRAS";1;8;-;5;2;-;-;17;14;3;-;-;-;-;4;2;1;19;76
"411710 NOVA LONDRINA";5;12;-;6;1;2;-;26;10;5;-;-;3;-;1;1;7;9;88
"411720 NOVA OLIMPIA";3;7;1;1;2;4;-;15;9;2;-;-;1;-;1;-;4;5;55
"411721 NOVA SANTA BARBARA";1;9;1;2;-;3;-;5;7;1;-;-;2;-;-;1;1;8;41
"411722 NOVA SANTA ROSA";1;15;-;5;-;1;-;32;5;3;-;-;1;-;-;-;-;10;73
"411725 NOVA PRATA DO IGUACU";1;15;-;4;2;-;-;28;17;5;-;-;1;-;-;1;2;8;84
"411727 NOVA TEBAS";-;9;1;7;1;2;-;26;12;3;-;-;1;-;1;1;3;7;74
"411729 NOVO ITACOLOMI";1;8;-;2;-;-;-;7;1;1;-;-;1;-;-;1;-;2;24
"411730 ORTIGUEIRA";7;15;2;6;1;3;-;54;23;13;1;-;6;-;3;1;6;34;175
"411740 OURIZONA";-;3;-;2;2;1;-;14;1;1;-;-;2;-;-;-;-;1;27
"411745 OURO VERDE DO OESTE";2;7;-;4;-;-;-;10;8;-;-;-;-;-;1;-;1;3;36
"411750 PAICANDU";7;33;-;22;6;8;-;61;33;10;-;-;12;-;2;3;6;31;234
"411760 PALMAS";11;55;-;9;8;13;-;70;46;16;3;1;9;1;5;6;21;50;324
"411770 PALMEIRA";5;32;-;8;3;10;-;84;24;15;1;1;5;-;3;-;16;27;234
"411780 PALMITAL";3;21;-;6;-;1;-;37;8;6;-;-;1;1;-;-;6;13;103
"411790 PALOTINA";4;52;2;11;4;4;-;47;19;8;1;1;7;-;-;1;4;31;196
"411800 PARAISO DO NORTE";4;11;1;4;1;6;-;25;7;1;-;-;3;1;1;2;5;7;79
"411810 PARANACITY";2;15;-;1;1;1;-;20;9;4;-;1;-;1;1;1;5;7;69
"411820 PARANAGUA";91;166;4;66;8;16;-;294;123;57;2;2;32;2;9;9;81;115;1077
"411830 PARANAPOEMA";-;3;-;2;-;-;-;5;3;3;-;-;1;-;-;-;1;1;19
"411840 PARANAVAI";23;90;1;34;10;15;-;222;92;39;1;1;24;-;3;5;9;71;640
"411845 PATO BRAGADO";-;5;-;3;-;-;-;14;7;3;-;-;2;-;-;-;1;5;40
"411850 PATO BRANCO";20;114;4;25;6;15;-;106;50;25;2;3;7;1;9;4;23;60;474
"411860 PAULA FREITAS";2;13;-;1;1;-;-;13;6;-;-;-;3;-;-;-;-;7;46
"411870 PAULO FRONTIN";1;10;-;2;1;-;-;12;10;-;-;-;2;-;1;-;-;4;43
"411880 PEABIRU";3;24;-;7;-;1;-;36;18;9;-;-;4;-;-;1;1;12;116
"411885 PEROBAL";2;9;-;2;-;1;-;17;8;1;-;-;2;-;-;-;-;1;43
