Indicadores Municipais
População2.1 D.Total Saúde/Hab3.2 %R.Próprios em Saúde-EC 29R.Transf.SUS/Hab por Munic-BR
UF: Paraná
Período:2021
"Munic-BR";"População";"2.1_D.Total_Saúde/Hab";"3.2_%R.Próprios_em_Saúde-EC_29";"R.Transf.SUS/Hab"
"410305 Boa Vista da Aparecida";7591;1056,71;24,52;391,79
"410310 Bocaiúva do Sul";12944;1070,94;33,36;164,93
"410315 Bom Jesus do Sul";3541;1531,92;15,14;386,12
"410320 Bom Sucesso";7032;1012,42;15,12;574,59
"410322 Bom Sucesso do Sul";3264;2534,16;23,16;606,20
"410330 Borrazópolis";6592;1581,59;31,64;520,30
"410335 Braganey";5427;1145,36;20,65;213,70
"410337 Brasilândia do Sul";2651;3127,39;19,97;799,84
"410340 Cafeara";2934;1658,36;21,06;422,48
"410345 Cafelândia";18120;1001,58;18,13;187,02
"410347 Cafezal do Sul";4044;1735,88;20,74;666,98
"410350 Califórnia";8570;1140,71;30,95;747,94
"410360 Cambará";25360;907,72;29,17;220,78
"410370 Cambé";106533;808,61;27,41;239,50
"410380 Cambira";7865;980,29;18,46;492,81
"410390 Campina da Lagoa";14202;824,52;15,13;439,78
"410395 Campina do Simão";3887;1416,34;15,76;356,70
"410400 Campina Grande do Sul";43288;690,56;20,49;171,27
"410405 Campo Bonito";3833;1690,53;21,45;355,54
"410410 Campo do Tenente";7971;954,61;19,58;379,29
"410420 Campo Largo";132002;674,11;24,24;164,44
"410425 Campo Magro";29318;796,55;21,49;227,15
"410430 Campo Mourão";94859;1409,56;16,70;921,83
"410440 Cândido de Abreu";15018;904,13;19,46;309,11
"410442 Candói";15979;1079,40;18,80;244,19
"410445 Cantagalo";13317;558,58;15,89;193,16
"410450 Capanema";19124;1194,27;23,86;244,57
"410460 Capitão Leônidas Marques";15780;1360,76;25,21;383,58
"410465 Carambeí";23415;1201,52;16,29;88,06
"410470 Carlópolis";14320;955,99;24,34;240,00
"410480 Cascavel";328454;817,21;25,47;287,05
"410490 Castro";71484;979,92;16,50;233,94
"410500 Catanduvas";10189;1049,39;21,66;152,19
"410510 Centenário do Sul";10827;937,56;24,43;354,11
"410520 Cerro Azul";17779;658,41;15,71;203,48
"410530 Céu Azul";11765;1291,24;20,83;225,03
"410540 Chopinzinho";19254;2148,47;29,60;1080,22
"410550 Cianorte";82620;1547,86;26,67;522,96
"410560 Cidade Gaúcha";12652;1122,35;32,60;332,32
"410570 Clevelândia";16559;711,73;17,81;318,13
"410580 Colombo";243726;491,79;24,85;142,06
"410590 Colorado";24012;2160,62;27,95;1282,73
"410600 Congonhinhas";8818;980,58;23,75;312,89
"410610 Conselheiro Mairinck";3860;1536,72;30,97;247,68
"410620 Contenda";18584;853,59;26,18;172,28
"410630 Corbélia";17071;1482,85;18,08;352,87
"410640 Cornélio Procópio";47845;637,53;26,54;600,32
"410645 Coronel Domingos Soares";7497;1076,48;18,67;581,12
"410650 Coronel Vivida";20734;1503,94;17,71;665,77
"410655 Corumbataí do Sul";3219;2319,92;29,73;536,03
"410680 Cruz Machado";18708;1031,04;26,21;230,89
"410657 Cruzeiro do Iguaçu";4252;1449,67;15,83;472,41
"410660 Cruzeiro do Oeste";20932;1207,41;20,83;479,01
"410670 Cruzeiro do Sul";4469;1661,54;27,00;358,03
"410685 Cruzmaltina";2950;1722,48;18,80;505,04
"410690 Curitiba";1933105;1343,32;20,95;679,29
"410700 Curiúva";15101;928,96;25,41;231,80
"410715 Diamante D'Oeste";5253;1365,98;24,77;300,42
"410710 Diamante do Norte";5087;1643,06;25,03;454,46
"410712 Diamante do Sul";3439;1503,34;16,97;438,61
"410720 Dois Vizinhos";40641;1334,76;29,69;366,05
"410725 Douradina";8747;1611,90;33,70;418,82
"410730 Doutor Camargo";5979;1268,49;21,43;430,13
"412863 Doutor Ulysses";5580;1058,54;19,60;351,84
"410740 Enéas Marques";5961;1470,44;23,65;379,78
"410750 Engenheiro Beltrão";14000;929,97;23,45;211,17
"410753 Entre Rios do Oeste";4539;2024,40;21,26;288,15
"410752 Esperança Nova";1698;2550,01;18,72;760,94
"410754 Espigão Alto do Iguaçu";4117;1238,72;15,25;328,97
"410755 Farol";3089;1210,14;15,64;241,65
"410760 Faxinal";17251;961,03;17,46;360,46
"410765 Fazenda Rio Grande";100209;739,31;27,24;218,76
"410770 Fênix";4762;1311,82;17,55;504,05
"410773 Fernandes Pinheiro";5646;1839,76;21,38;351,94
"410775 Figueira";7770;1120,87;28,54;415,35
"410785 Flor da Serra do Sul";4624;1983,76;25,44;338,70
"410780 Floraí";4929;1417,05;23,00;344,94
"410790 Floresta";6774;1560,64;28,76;407,68
"410800 Florestópolis";10548;1195,19;28,41;499,45
"410810 Flórida";2689;2279,27;34,22;310,94
"410820 Formosa do Oeste";6578;1515,00;20,70;271,33
"410830 Foz do Iguaçu";258532;1642,92;27,40;654,33
"410845 Foz do Jordão";4650;1484,25;19,10;585,80
"410832 Francisco Alves";6046;1607,65;29,37;437,24
"410840 Francisco Beltrão";91093;1669,46;38,94;745,30
"410850 General Carneiro";13710;725,42;25,47;151,85
"410855 Godoy Moreira";2946;1461,92;21,40;446,32
"410860 Goioerê";28884;1338,47;21,77;703,33
"410865 Goioxim";7111;893,97;16,16;390,03
"410870 Grandes Rios";5618;1313,04;23,67;433,40
"410880 Guaíra";33119;1226,16;27,72;317,19
"410890 Guairaçá";6581;1548,38;26,35;721,90
"410895 Guamiranga";8739;1091,06;30,94;359,32
"410900 Guapirama";3802;1923,05;24,65;447,86
"410910 Guaporema";2243;2274,77;20,54;415,07
"410920 Guaraci";5502;986,19;22,93;265,30
"410930 Guaraniaçu";12472;1311,17;21,34;385,49
"410940 Guarapuava";181504;876,73;28,05;168,93
"410950 Guaraqueçaba";7636;895,11;15,42;368,27
"410960 Guaratuba";37067;1402,23;31,84;284,38
"410965 Honório Serpa";5211;1727,88;23,08;564,77
"410970 Ibaiti";31364;1217,90;30,60;430,31
"410975 Ibema";6352;1158,69;24,96;254,03
"410980 Ibiporã";54558;1068,05;28,34;256,00
"410990 Icaraíma";7904;1073,15;17,49;567,99
"411000 Iguaraçu";4404;1659,83;24,38;263,03
"411005 Iguatu";2256;1783,31;17,97;389,84
"411007 Imbaú";13111;468,77;19,75;320,44
"411010 Imbituva";32564;1065,02;29,52;183,00
"411020 Inácio Martins";11125;1028,51;23,65;285,97
"411030 Inajá";3109;1899,66;24,27;290,84
"411040 Indianópolis";4457;2224,73;20,64;667,35
"411050 Ipiranga";15172;1092,74;22,29;297,52
"411060 Iporã";13926;1449,07;23,51;451,50
"411065 Iracema do Oeste";2288;1608,68;18,35;303,45
"411070 Irati";60727;742,39;26,04;122,55
"411080 Iretama";10169;1360,63;31,12;313,71
"411090 Itaguajé";4466;1299,77;21,12;298,57
"411095 Itaipulândia";11176;2237,15;18,60;273,58
"411100 Itambaracá";6582;1142,53;15,13;216,05
"411110 Itambé";6108;1285,93;26,38;263,51
"411120 Itapejara d'Oeste";11964;1592,09;29,91;188,75
"411125 Itaperuçu";28634;556,06;18,26;162,81
"411130 Itaúna do Sul";2865;2037,51;24,69;616,76
"411140 Ivaí";13879;828,18;15,45;241,55
"411150 Ivaiporã";31984;720,81;16,74;371,12
"411155 Ivaté";8185;1127,93;26,99;330,10
"411160 Ivatuba";3259;1765,12;25,69;322,33
"411170 Jaboti";5274;1456,11;28,05;485,38
"411180 Jacarezinho";39378;810,05;15,20;248,95
"411190 Jaguapitã";13620;1579,95;34,92;237,24
"411200 Jaguariaíva";34857;868,23;17,87;269,21
"411210 Jandaia do Sul";21176;1093,33;25,32;316,44
"411220 Janiópolis";5245;1641,75;19,91;490,81
"411230 Japira";4994;1414,30;23,90;386,20
"411240 Japurá";9425;864,83;19,35;323,78
"411250 Jardim Alegre";11328;1093,99;20,30;429,13
"411260 Jardim Olinda";1331;3118,59;18,41;800,05
"411270 Jataizinho";12588;628,49;15,61;552,25
"411275 Jesuítas";8412;1258,35;24,57;240,75
"411280 Joaquim Távora";11908;959,68;19,99;265,02
"411290 Jundiaí do Sul";3292;1661,07;15,02;432,97
"411295 Juranda";7340;1252,47;16,85;502,23
"411300 Jussara";7013;1665,06;27,09;375,23
"411310 Kaloré";4100;1328,07;17,29;595,24
"411320 Lapa";48163;954,62;27,70;170,31
"411325 Laranjal";5852;936,42;15,48;307,65
"411330 Laranjeiras do Sul";32073;624,71;17,99;431,47
"411340 Leópolis";3954;1458,49;18,90;416,91
"411342 Lidianópolis";3310;2026,82;23,05;715,48
"411345 Lindoeste";4676;1723,94;26,80;251,08
"411350 Loanda";23086;958,12;29,01;265,13
"411360 Lobato";4787;1649,67;21,90;376,20
"411370 Londrina";569733;1494,00;28,24;748,95
"411373 Luiziana";7262;1340,39;20,00;344,29
"411375 Lunardelli";4794;1202,12;26,34;692,39
"411380 Lupionópolis";4920;1501,61;28,39;455,04
"411390 Mallet";13630;871,97;16,10;253,32
"411400 Mamborê";13132;1586,44;26,48;338,98
"411410 Mandaguaçu";22819;908,99;27,93;234,73
"411420 Mandaguari";34400;996,99;20,79;249,32
"411430 Mandirituba";26869;671,12;16,23;270,59
"411435 Manfrinópolis";2571;1626,29;18,03;481,43
"411440 Mangueirinha";16714;1559,62;21,24;377,56
"411450 Manoel Ribas";13502;1081,58;23,01;280,40
"411460 Marechal Cândido Rondon";52944;1351,65;28,41;217,75
"411470 Maria Helena";5677;1428,28;24,74;240,91
"411480 Marialva";35496;848,18;22,72;264,84
"411490 Marilândia do Sul";8836;1182,62;21,96;387,18
"411500 Marilena";7076;1451,91;33,50;465,68
"411510 Mariluz";10345;1020,85;18,56;421,25
"411520 Maringá";423666;1364,34;20,01;744,94
"411530 Mariópolis";6610;1671,78;23,25;347,95
"411535 Maripá";5603;1702,03;18,53;299,99
"411540 Marmeleiro";14367;1393,37;26,70;472,21
"411545 Marquinho";4405;1713,41;23,79;740,54
"411550 Marumbi";4679;1510,53;21,58;612,74
"411560 Matelândia";17943;1117,86;18,03;210,70
"411570 Matinhos";34720;1184,50;28,91;294,46
"411575 Mauá da Serra";10601;1170,00;21,08;376,00
"411580 Medianeira";46198;1061,83;26,83;232,08
"411585 Mercedes";5536;1863,55;22,03;328,95
"411590 Mirador";2213;2571,42;25,01;416,29
"411600 Miraselva";1806;2548,12;24,08;658,69
"411605 Missal";10702;1728,71;18,15;388,51
"411610 Moreira Sales";12121;1058,09;27,28;262,66
"411620 Morretes";16406;868,28;21,10;292,33
"411630 Munhoz de Melo";3984;1835,04;22,90;421,87
"411640 Nossa Senhora das Graças";4008;1195,76;25,07;133,27
"411650 Nova Aliança do Ivaí";1543;2847,97;19,40;734,64
"411660 Nova América da Colina";3445;743,63;15,17;627,96
"411670 Nova Aurora";10472;1443,43;19,17;205,81
"411680 Nova Cantu";5302;1582,85;26,74;406,66
"411690 Nova Esperança";27904;1099,74;26,82;265,53
"411695 Nova Esperança do Sudoeste";5046;1605,74;25,11;424,76
"411700 Nova Fátima";8153;1031,23;27,86;99,22
"411705 Nova Laranjeiras";11554;923,74;18,81;284,75
"411710 Nova Londrina";13213;1374,69;33,50;348,15
"411720 Nova Olímpia";5806;1278,88;27,73;570,69
"411725 Nova Prata do Iguaçu";10548;1507,23;26,00;334,15
"411721 Nova Santa Bárbara";4249;1245,91;24,61;454,74
"411722 Nova Santa Rosa";8219;976,92;17,20;238,56
"411727 Nova Tebas";5649;2106,24;21,23;747,76
"411729 Novo Itacolomi";2844;2051,94;19,96;547,85
"411730 Ortigueira";22141;2007,01;20,75;252,69
"411740 Ourizona";3428;1639,99;23,78;234,28
"411745 Ouro Verde do Oeste";5996;1511,79;17,84;214,51
"411750 Paiçandu";41281;766,88;33,18;156,63
"411760 Palmas";50986;956,28;17,95;421,53
"411770 Palmeira";33877;950,51;25,56;243,29
"411780 Palmital";13172;793,81;15,32;334,05
"411790 Palotina";31846;1426,25;22,87;529,44
"411800 Paraíso do Norte";13830;996,66;21,99;421,40
"411810 Paranacity";11472;927,65;27,98;125,02
"411820 Paranaguá";154936;929,63;17,39;268,95
"411830 Paranapoema";3203;1566,50;21,81;368,36
"411840 Paranavaí";88374;853,55;26,61;235,90
"411845 Pato Bragado";5610;2253,19;19,94;207,38
"411850 Pato Branco";82881;1957,21;24,73;1005,50
"411860 Paula Freitas";5873;1147,04;16,35;236,88
"411870 Paulo Frontin";7354;922,28;20,45;196,12
"411880 Peabiru";13996;921,67;22,22;271,54
"411885 Perobal";6127;1338,37;15,49;532,51
"411890 Pérola";11234;1257,25;29,59;413,25
"411900 Pérola d'Oeste";6347;1245,19;23,14;441,92
"411910 Piên";12746;861,55;22,94;451,55
"411915 Pinhais";132157;760,58;17,85;250,65
"411925 Pinhal de São Bento";2731;1522,92;18,85;462,09
"411920 Pinhalão";6326;1071,81;17,64;313,93
"411930 Pinhão";32391;729,16;17,67;293,55
"411940 Piraí do Sul";25463;994,50;23,15;246,62
"411950 Piraquara";113036;539,02;21,70;161,30
"411960 Pitanga";30310;800,90;15,37;317,75
"411965 Pitangueiras";3224;1052,15;15,35;492,17
"411970 Planaltina do Paraná";4263;1675,08;31,57;271,03
"411980 Planalto";13479;1298,02;24,88;317,58
"411990 Ponta Grossa";351736;664,49;22,48;167,34
"411995 Pontal do Paraná";27284;1268,72;19,54;98,64
"412000 Porecatu";12914;1012,28;26,23;233,32
"412010 Porto Amazonas";4848;1244,67;25,45;203,10
"412015 Porto Barreiro";3237;1652,32;15,99;318,21
"412020 Porto Rico";2559;2657,31;15,53;462,39
"412030 Porto Vitória";4065;1437,81;19,58;492,22
"412033 Prado Ferreira";3753;1619,44;26,00;547,82
"412035 Pranchita";5157;1907,58;21,94;750,62
"412040 Presidente Castelo Branco";5306;947,76;25,05;378,57
"412050 Primeiro de Maio";11123;933,59;19,67;355,92
"412060 Prudentópolis";52241;650,86;22,16;149,11
"412065 Quarto Centenário";4512;1427,38;17,97;256,64
"412070 Quatiguá";7449;1401,01;29,18;449,98
"412080 Quatro Barras";23559;1080,61;17,58;252,95
"412085 Quatro Pontes";4015;1536,58;16,48;364,59
"412090 Quedas do Iguaçu";34103;917,11;22,03;252,61
"412100 Querência do Norte";12206;1150,31;23,25;522,10
"412110 Quinta do Sol";4573;1863,22;23,87;227,05
"412120 Quitandinha";19049;888,02;25,19;243,46
"412125 Ramilândia";4451;1265,44;18,60;367,48
"412130 Rancho Alegre";3808;1875,47;27,26;619,33
"412135 Rancho Alegre D'Oeste";2655;1856,74;17,81;480,12
"412140 Realeza";16922;1166,50;26,01;460,23
"412150 Rebouças";14899;881,90;18,53;277,67
"412160 Renascença";6802;1183,59;17,48;341,54
"412170 Reserva";26715;883,04;29,77;266,76
"412175 Reserva do Iguaçu";8010;856,68;18,83;224,11
"412180 Ribeirão Claro";10668;1044,61;22,07;132,43
"412190 Ribeirão do Pinhal";13029;572,68;21,57;184,43
"412200 Rio Azul";15236;806,06;18,98;233,06
"412210 Rio Bom";3203;1521,90;16,62;389,28
"412215 Rio Bonito do Iguaçu";13269;861,13;17,84;330,18
"412217 Rio Branco do Ivaí";4096;1559,97;20,43;573,14
"412220 Rio Branco do Sul";32397;806,26;27,42;225,15
"412230 Rio Negro";34170;897,89;31,26;216,54
"412240 Rolândia";66580;981,88;29,27;205,19
"412250 Roncador";9849;1189,33;19,61;455,75
"412260 Rondon";9579;1098,65;19,91;282,29
"412265 Rosário do Ivaí";4786;1310,20;24,16;470,93
"412270 Sabáudia";6827;1205,31;18,88;310,55
"412280 Salgado Filho";3580;1275,76;15,08;687,33
"412290 Salto do Itararé";4935;1223,27;15,19;829,17
"412300 Salto do Lontra";14785;985,12;25,10;302,65
"412310 Santa Amélia";3324;954,76;20,13;139,45
"412320 Santa Cecília do Pavão";3334;1167,40;22,95;550,61
"412330 Santa Cruz de Monte Castelo";7800;1365,06;15,69;255,33
"412340 Santa Fé";12037;892,61;19,90;225,92
"412350 Santa Helena";26490;1949,35;16,54;178,82
"412360 Santa Inês";1596;2518,46;15,71;798,93
"412370 Santa Isabel do Ivaí";8562;1077,29;20,59;438,05
"412380 Santa Izabel do Oeste";14659;1332,19;28,26;524,76
"412382 Santa Lúcia";3813;1838,70;24,41;385,65
"412385 Santa Maria do Oeste";9615;1100,49;21,27;301,04
"412390 Santa Mariana";11724;1063,18;29,52;176,30
"412395 Santa Mônica";3981;1466,85;20,24;521,74
"412402 Santa Tereza do Oeste";10139;1303,89;18,59;361,00
"412405 Santa Terezinha de Itaipu";23465;1089,14;21,26;273,81
"412400 Santana do Itararé";4992;1397,25;18,24;1007,10
"412410 Santo Antônio da Platina";45993;718,72;24,34;147,42
"412420 Santo Antônio do Caiuá";2641;2142,37;23,82;592,29
"412430 Santo Antônio do Paraíso";2106;1820,25;19,44;320,80
"412440 Santo Antônio do Sudoeste";20166;1037,76;24,61;421,66
"412450 Santo Inácio";5438;1281,15;19,20;378,49
"412460 São Carlos do Ivaí";6878;1528,21;25,75;414,88
"412470 São Jerônimo da Serra";11170;984,02;15,51;277,87
"412480 São João";10241;1287,77;18,57;248,05
"412490 São João do Caiuá";5855;1291,62;16,85;171,19
"412500 São João do Ivaí";10219;1236,59;24,77;546,30
"412510 São João do Triunfo";15120;1039,18;22,97;173,86
"412520 São Jorge d'Oeste";9050;1536,08;19,22;363,25
"412530 São Jorge do Ivaí";5551;1334,19;22,36;399,97
"412535 São Jorge do Patrocínio";5641;2175,10;28,39;609,11
"412540 São José da Boa Vista";6206;1173,02;18,08;431,12
"412545 São José das Palmeiras";3654;1383,16;23,63;230,96
"412550 São José dos Pinhais";323340;1006,70;25,17;215,99
"412555 São Manoel do Paraná";2160;1849,44;16,53;372,67
"412560 São Mateus do Sul";46261;806,74;22,84;153,35
"412570 São Miguel do Iguaçu";27452;1332,59;15,87;255,18
"412575 São Pedro do Iguaçu";5897;1199,67;24,99;213,64
"412580 São Pedro do Ivaí";10981;860,41;19,70;305,68
"412590 São Pedro do Paraná";2313;3103,55;27,27;576,45
"412600 São Sebastião da Amoreira";8853;1034,66;15,06;402,08
"412610 São Tomé";5722;1247,41;21,88;345,49
"412620 Sapopema";6736;1201,41;18,83;431,70
"412625 Sarandi";96688;640,91;32,46;115,16
"412627 Saudade do Iguaçu";5500;2405,29;17,41;350,58
"412630 Sengés";19327;775,73;20,67;126,61
"412635 Serranópolis do Iguaçu";4495;1775,57;20,29;270,09
"412640 Sertaneja";5284;1963,50;23,74;539,46
"412650 Sertanópolis";16369;1196,27;25,41;268,61
"412660 Siqueira Campos";21016;643,87;19,98;235,89
"412665 Sulina";2981;2132,15;19,94;316,70
"412667 Tamarana";14797;940,29;15,37;239,96
"412670 Tamboara";5120;1348,63;25,40;314,93
"412680 Tapejara";16205;905,51;20,21;397,93
"412690 Tapira";5539;1453,80;26,84;496,34
"412700 Teixeira Soares";12367;1020,41;19,61;310,07
"412710 Telêmaco Borba";78974;840,21;16,90;163,20
"412720 Terra Boa";17094;2011,67;38,40;621,86
"412730 Terra Rica";16789;1416,44;34,55;358,39
"412740 Terra Roxa";17481;1066,79;22,69;256,17
"412750 Tibagi";20522;1049,94;17,42;212,11
"412760 Tijucas do Sul";16868;864,58;20,50;382,90
"412770 Toledo";140635;1159,74;27,50;197,48
"412780 Tomazina";7918;939,83;15,89;249,66
"412785 Três Barras do Paraná";12040;1280,30;25,50;266,32
"412788 Tunas do Paraná";8769;789,03;21,17;253,69
"412790 Tuneiras do Oeste";8566;1262,66;21,68;370,53
"412795 Tupãssi";8124;1510,73;27,95;184,21
"412796 Turvo";13215;1053,30;19,25;344,47
"412800 Ubiratã";21013;1262,66;20,80;667,77
"412810 Umuarama";111557;1496,07;25,97;685,24
"412820 União da Vitória";57517;688,15;23,69;208,20
"412830 Uniflor";2605;1461,39;19,46;456,33
"412840 Uraí";11314;1022,38;26,39;263,02
"412853 Ventania";11892;1170,86;30,39;280,72
"412855 Vera Cruz do Oeste";8521;906,59;19,67;254,45
"412860 Verê";7257;1452,43;22,69;279,61
"412865 Virmond";4023;1514,45;18,30;343,33
"412870 Vitorino";6838;1418,93;18,59;307,89
"412850 Wenceslau Braz";19414;752,18;23,01;313,08
"412880 Xambrê";5679;1079,25;28,07;364,64
"Total";11430685;1143,37;22,91;418,67
