Indicadores Municipais
População2.1 D.Total Saúde/Hab3.2 %R.Próprios em Saúde-EC 29R.Transf.SUS/Hab por Munic-BR
UF: Paraná
Período:2018
"Munic-BR";"População";"2.1_D.Total_Saúde/Hab";"3.2_%R.Próprios_em_Saúde-EC_29";"R.Transf.SUS/Hab"
"410620 Contenda";17961;645,98;15,32;211,13
"410630 Corbélia";17193;883,82;16,77;267,51
"410640 Cornélio Procópio";48677;607,90;22,11;373,92
"410645 Coronel Domingos Soares";7547;1089,28;21,63;550,45
"410650 Coronel Vivida";21666;1264,35;19,64;597,56
"410655 Corumbataí do Sul";3617;1653,87;28,64;493,56
"410680 Cruz Machado";18907;913,78;32,63;241,28
"410657 Cruzeiro do Iguaçu";4369;1289,70;19,13;387,21
"410660 Cruzeiro do Oeste";21237;987,07;15,93;493,21
"410670 Cruzeiro do Sul";4619;1684,74;25,63;543,32
"410685 Cruzmaltina";3110;1452,62;21,41;409,68
"410690 Curitiba";1908359;925,77;21,49;441,12
"410700 Curiúva";15004;671,38;21,22;327,53
"410715 Diamante D'Oeste";5294;1498,22;28,54;551,92
"410710 Diamante do Norte";5389;1349,35;28,38;484,46
"410712 Diamante do Sul";3555;986,00;15,04;391,72
"410720 Dois Vizinhos";39856;957,70;28,45;274,32
"410725 Douradina";8439;1248,25;31,32;489,42
"410730 Doutor Camargo";6069;1009,36;24,03;462,76
"412863 Doutor Ulysses";5781;862,53;20,92;201,63
"410740 Enéas Marques";6168;1249,13;22,57;358,80
"410750 Engenheiro Beltrão";14314;833,21;20,03;306,29
"410753 Entre Rios do Oeste";4406;1390,37;17,94;472,99
"410752 Esperança Nova";1852;2138,16;21,46;1072,79
"410754 Espigão Alto do Iguaçu";4447;1107,00;16,83;627,05
"410755 Farol";3323;1408,81;16,84;590,96
"410760 Faxinal";17306;838,61;17,44;313,67
"410765 Fazenda Rio Grande";95225;509,27;26,16;184,19
"410770 Fênix";4898;1376,74;22,74;522,18
"410773 Fernandes Pinheiro";5904;1229,52;20,48;487,99
"410775 Figueira";8177;817,52;27,35;324,54
"410785 Flor da Serra do Sul";4782;1163,21;18,11;622,11
"410780 Floraí";5103;1262,01;27,87;605,71
"410790 Floresta";6603;1138,45;26,39;511,12
"410800 Florestópolis";11087;973,18;24,51;451,61
"410810 Flórida";2697;1807,10;24,98;734,15
"410820 Formosa do Oeste";7133;975,61;22,55;349,90
"410830 Foz do Iguaçu";264044;1055,78;26,77;497,37
"410845 Foz do Jordão";5079;1122,59;22,05;304,85
"410832 Francisco Alves";6350;1109,54;20,47;504,09
"410840 Francisco Beltrão";88465;1191,52;32,15;713,05
"410850 General Carneiro";14038;664,59;19,76;330,44
"410855 Godoy Moreira";3178;1552,00;19,09;654,83
"410860 Goioerê";29664;752,01;22,66;359,52
"410865 Goioxim";7448;778,98;17,19;540,78
"410870 Grandes Rios";6167;947,46;26,53;291,14
"410880 Guaíra";32974;884,58;27,00;296,63
"410890 Guairaçá";6591;1391,70;18,80;681,03
"410895 Guamiranga";8619;798,96;24,75;226,54
"410900 Guapirama";3934;1454,34;26,46;498,40
"410910 Guaporema";2292;1692,15;17,87;847,80
"410920 Guaraci";5492;1069,16;24,20;239,04
"410930 Guaraniaçu";13641;887,32;18,45;346,69
"410940 Guarapuava";180364;595,67;23,22;162,19
"410950 Guaraqueçaba";7923;696,44;15,13;286,85
"410960 Guaratuba";35986;1038,33;26,59;284,57
"410965 Honório Serpa";5643;1342,48;27,19;396,57
"410970 Ibaiti";31095;761,07;31,58;347,62
"410975 Ibema";6396;1038,18;29,43;343,09
"410980 Ibiporã";53356;904,66;31,70;226,56
"410990 Icaraíma";8482;1192,27;22,37;736,48
"411000 Iguaraçu";4343;1552,87;25,42;504,15
"411005 Iguatu";2304;1372,21;21,88;439,53
"411007 Imbaú";12697;391,43;22,58;146,93
"411010 Imbituva";31719;749,61;22,10;215,75
"411020 Inácio Martins";11331;752,76;24,79;223,22
"411030 Inajá";3137;1677,46;30,79;620,35
"411040 Indianópolis";4504;1564,88;22,55;405,59
"411050 Ipiranga";15139;845,20;25,51;296,76
"411060 Iporã";14704;769,09;16,08;378,43
"411065 Iracema do Oeste";2462;1570,10;21,69;573,24
"411070 Irati";60425;535,02;24,05;166,41
"411080 Iretama";10608;936,81;29,48;555,23
"411090 Itaguajé";4620;1032,12;22,59;319,57
"411095 Itaipulândia";10587;1862,98;15,00;297,71
"411100 Itambaracá";6819;891,55;15,01;373,89
"411110 Itambé";6210;1055,14;26,10;417,11
"411120 Itapejara d'Oeste";11685;1271,89;28,00;254,25
"411125 Itaperuçu";27500;477,18;22,96;277,27
"411130 Itaúna do Sul";3229;1709,23;20,33;820,96
"411140 Ivaí";13797;644,10;20,62;238,31
"411150 Ivaiporã";32720;613,31;22,95;294,13
"411155 Ivaté";8120;972,76;22,64;283,64
"411160 Ivatuba";3240;1576,33;24,17;638,21
"411170 Jaboti";5255;1042,17;26,72;577,09
"411180 Jacarezinho";40263;639,50;15,94;617,19
"411190 Jaguapitã";13398;1144,97;33,92;259,97
"411200 Jaguariaíva";34822;715,52;20,86;261,90
"411210 Jandaia do Sul";21341;631,45;21,25;261,69
"411220 Janiópolis";5897;975,42;19,24;464,83
"411230 Japira";5084;993,13;18,74;601,42
"411240 Japurá";9307;889,02;21,05;401,88
"411250 Jardim Alegre";12019;730,10;19,62;352,32
"411260 Jardim Olinda";1396;2742,32;16,63;967,29
"411270 Jataizinho";12615;540,72;15,02;117,42
"411275 Jesuítas";8861;865,01;22,57;291,13
"411280 Joaquim Távora";11731;796,22;25,59;208,75
"411290 Jundiaí do Sul";3430;1369,41;26,45;650,02
"411295 Juranda";7650;1096,73;17,91;415,95
"411300 Jussara";7026;1423,04;24,40;503,66
"411310 Kaloré";4368;1339,01;17,35;839,23
"411320 Lapa";48067;805,94;24,73;161,40
"411325 Laranjal";6205;807,04;15,06;452,04
"411330 Laranjeiras do Sul";32379;525,12;15,20;245,00
"411340 Leópolis";4131;1204,98;15,58;294,12
"411342 Lidianópolis";3662;1495,16;27,68;680,63
"411345 Lindoeste";5071;1336,32;27,91;408,54
"411350 Loanda";22903;747,49;24,69;290,69
"411360 Lobato";4751;1258,27;21,26;461,45
"411370 Londrina";558439;1144,12;26,95;655,27
"411373 Luiziana";7455;984,09;19,90;250,47
"411375 Lunardelli";5063;927,36;18,69;543,15
"411380 Lupionópolis";4911;1195,04;21,69;335,47
"411390 Mallet";13738;832,37;19,13;209,73
"411400 Mamborê";13798;1110,75;23,30;320,33
"411410 Mandaguaçu";22164;612,19;15,19;170,85
"411420 Mandaguari";34559;785,97;25,00;281,02
"411430 Mandirituba";25662;641,21;16,93;298,37
"411435 Manfrinópolis";2861;1441,23;17,10;461,75
"411440 Mangueirinha";17269;1250,90;26,51;815,00
"411450 Manoel Ribas";13708;719,85;17,29;3,33
"411460 Marechal Cândido Rondon";51795;908,44;30,33;236,13
"411470 Maria Helena";5932;1043,13;20,34;509,48
"411480 Marialva";34955;608,31;23,21;264,14
"411490 Marilândia do Sul";9068;998,15;23,61;338,74
"411500 Marilena";7166;1118,67;25,48;594,91
"411510 Mariluz";10555;845,69;26,15;261,02
"411520 Maringá";406693;1294,49;23,28;807,84
"411530 Mariópolis";6638;1192,15;26,83;439,20
"411535 Maripá";5776;1348,52;18,58;379,75
"411540 Marmeleiro";14539;1148,16;28,38;530,48
"411545 Marquinho";4725;1234,30;20,46;914,80
"411550 Marumbi";4765;1353,82;26,46;585,73
"411560 Matelândia";17640;889,00;18,79;273,37
"411570 Matinhos";33450;698,25;22,62;229,65
"411573 Mato Rico";3576;1321,78;15,38;520,06
"411575 Mauá da Serra";10039;823,96;24,92;298,88
"411580 Medianeira";45586;753,23;15,14;185,28
"411585 Mercedes";5476;1354,03;25,85;421,91
"411590 Mirador";2314;1865,71;25,63;520,28
"411600 Miraselva";1875;2175,67;24,23;734,93
"411605 Missal";10879;1178,42;30,81;257,13
"411610 Moreira Sales";12621;686,03;24,96;205,36
"411620 Morretes";16540;711,19;20,56;223,21
"411630 Munhoz de Melo";3958;1372,88;22,82;619,99
"411640 Nossa Senhora das Graças";4075;1040,30;26,04;223,73
"411650 Nova Aliança do Ivaí";1536;2905,44;22,26;970,32
"411660 Nova América da Colina";3545;850,39;16,29;746,62
"411670 Nova Aurora";11300;1022,91;20,65;348,79
"411680 Nova Cantu";6295;1112,01;15,13;341,48
"411690 Nova Esperança";28084;697,60;29,36;181,33
"411695 Nova Esperança do Sudoeste";5194;1215,51;20,47;609,32
"411700 Nova Fátima";8356;716,55;23,68;200,70
"411705 Nova Laranjeiras";11927;697,32;17,50;365,87
"411710 Nova Londrina";13486;930,63;21,58;519,10
"411720 Nova Olímpia";5829;1364,81;21,60;616,60
"411725 Nova Prata do Iguaçu";10745;1014,49;25,60;463,42
"411721 Nova Santa Bárbara";4217;1075,63;24,92;451,68
"411722 Nova Santa Rosa";8186;939,19;19,99;270,38
"411727 Nova Tebas";6498;1613,60;23,14;1011,14
"411729 Novo Itacolomi";2908;1463,52;15,09;512,73
"411730 Ortigueira";23200;702,85;21,35;162,37
"411740 Ourizona";3494;1523,46;22,91;548,27
"411745 Ouro Verde do Oeste";6023;1160,36;19,11;262,08
"411750 Paiçandu";40156;491,06;24,75;176,48
"411760 Palmas";48990;605,12;18,86;290,27
"411770 Palmeira";34023;596,79;23,02;177,56
"411780 Palmital";14189;589,19;16,16;295,10
"411790 Palotina";31366;1053,42;24,44;371,61
"411800 Paraíso do Norte";13345;748,28;22,58;432,00
"411810 Paranacity";11265;900,12;25,07;231,49
"411820 Paranaguá";152975;717,90;17,17;192,09
"411830 Paranapoema";3117;1534,28;28,82;426,29
"411840 Paranavaí";87850;634,18;26,92;227,32
"411845 Pato Bragado";5432;1390,02;15,13;476,94
"411850 Pato Branco";80710;1640,51;36,44;906,49
"411860 Paula Freitas";5842;862,45;19,05;412,69
"411870 Paulo Frontin";7360;596,74;16,12;291,73
"411880 Peabiru";14198;665,21;15,65;196,94
"411885 Perobal";6105;1119,42;17,82;474,76
"411890 Pérola";11101;1303,20;20,64;498,59
"411900 Pérola d'Oeste";6674;884,25;25,47;326,12
"411910 Piên";12455;1081,73;25,13;495,38
"411915 Pinhais";129445;620,14;22,90;178,43
"411925 Pinhal de São Bento";2757;1235,01;15,09;2582,63
"411920 Pinhalão";6440;877,02;17,11;361,32
"411930 Pinhão";32322;604,43;23,23;200,66
"411940 Piraí do Sul";25277;741,09;24,71;120,58
"411950 Piraquara";107751;370,25;17,67;129,74
"411960 Pitanga";32015;685,03;21,20;224,67
"411965 Pitangueiras";3140;1005,39;15,73;473,19
"411970 Planaltina do Paraná";4303;1481,78;31,22;288,94
"411980 Planalto";13889;990,21;22,40;274,99
"411990 Ponta Grossa";344332;591,52;26,04;155,42
"411995 Pontal do Paraná";25393;879,57;24,60;263,60
"412000 Porecatu";13754;763,86;24,47;411,21
"412010 Porto Amazonas";4835;1062,55;27,77;321,81
"412015 Porto Barreiro";3491;1617,47;17,75;428,89
"412020 Porto Rico";2611;2177,34;25,61;1090,79
"412030 Porto Vitória";4148;791,78;21,87;804,09
"412033 Prado Ferreira";3718;1490,41;24,15;669,12
"412035 Pranchita";5477;1467,67;26,12;573,10
"412040 Presidente Castelo Branco";5227;966,93;34,16;259,25
"412050 Primeiro de Maio";11286;912,31;22,69;374,87
"412060 Prudentópolis";52125;475,19;21,19;132,21
"412065 Quarto Centenário";4764;1141,79;19,04;512,77
"412070 Quatiguá";7472;918,20;27,04;374,06
"412080 Quatro Barras";22651;901,43;22,64;260,71
"412085 Quatro Pontes";4031;1329,27;16,19;283,20
"412090 Quedas do Iguaçu";33543;705,76;19,92;223,35
"412100 Querência do Norte";12320;1008,42;28,46;418,37
"412110 Quinta do Sol";4897;1392,92;15,90;586,42
"412120 Quitandinha";18733;813,56;30,60;263,71
"412125 Ramilândia";4435;991,28;17,94;315,34
"412130 Rancho Alegre";3963;1211,57;28,46;196,54
"412135 Rancho Alegre D'Oeste";2800;1405,24;16,97;543,49
"412140 Realeza";17111;899,21;18,73;358,74
"412150 Rebouças";14981;649,21;19,71;335,13
"412160 Renascença";6979;983,91;16,11;386,63
"412170 Reserva";26763;641,03;25,28;197,20
"412175 Reserva do Iguaçu";7927;689,61;15,33;349,19
"412180 Ribeirão Claro";10941;683,36;15,33;173,80
"412190 Ribeirão do Pinhal";13557;633,76;25,86;121,05
"412200 Rio Azul";15125;605,09;15,21;239,61
"412210 Rio Bom";3337;1206,71;20,36;586,10
"412215 Rio Bonito do Iguaçu";13552;835,29;24,07;405,26
"412217 Rio Branco do Ivaí";4119;1198,73;17,49;427,59
"412220 Rio Branco do Sul";32504;579,91;18,08;221,31
"412230 Rio Negro";33857;698,16;30,25;211,14
"412240 Rolândia";64726;815,91;27,06;265,65
"412250 Roncador";10779;992,36;22,61;349,08
"412260 Rondon";9581;946,23;19,25;331,03
"412265 Rosário do Ivaí";5231;1062,15;26,70;481,57
"412270 Sabáudia";6702;941,80;20,46;440,75
"412280 Salgado Filho";4003;1160,73;17,42;466,52
"412290 Salto do Itararé";5158;964,07;17,59;710,56
"412300 Salto do Lontra";14713;756,57;19,30;393,90
"412310 Santa Amélia";3603;984,70;29,16;355,99
"412320 Santa Cecília do Pavão";3544;1387,76;21,03;598,60
"412330 Santa Cruz de Monte Castelo";8113;1200,29;18,92;417,81
"412340 Santa Fé";11691;741,88;23,50;155,91
"412350 Santa Helena";25911;1007,94;23,58;148,88
"412360 Santa Inês";1727;2051,78;15,99;869,28
"412370 Santa Isabel do Ivaí";8858;980,55;19,16;593,75
"412380 Santa Izabel do Oeste";14411;888,67;20,78;509,86
"412382 Santa Lúcia";3955;1265,00;25,30;427,19
"412385 Santa Maria do Oeste";10716;823,45;23,68;293,95
"412390 Santa Mariana";12307;768,16;30,64;177,87
"412395 Santa Mônica";3915;1703,25;22,16;535,36
"412402 Santa Tereza do Oeste";10471;1022,47;25,59;339,93
"412405 Santa Terezinha de Itaipu";22992;927,18;22,99;291,17
"412400 Santana do Itararé";5222;1134,76;19,65;538,26
"412410 Santo Antônio da Platina";45819;494,17;20,30;168,27
"412420 Santo Antônio do Caiuá";2741;1781,02;28,89;807,21
"412430 Santo Antônio do Paraíso";2281;1924,88;17,21;663,41
"412440 Santo Antônio do Sudoeste";20158;695,61;25,45;315,64
"412450 Santo Inácio";5506;1066,11;20,65;338,06
"412460 São Carlos do Ivaí";6839;1177,69;24,58;435,84
"412470 São Jerônimo da Serra";11519;780,57;18,48;336,65
"412480 São João";10644;1040,55;25,43;327,50
"412490 São João do Caiuá";6025;903,43;28,93;326,54
"412500 São João do Ivaí";11005;947,66;23,97;367,91
"412510 São João do Triunfo";14927;643,30;24,00;246,96
"412520 São Jorge d'Oeste";9291;1225,45;15,94;332,71
"412530 São Jorge do Ivaí";5676;1251,86;21,42;429,83
"412535 São Jorge do Patrocínio";5946;1760,01;26,70;770,53
"412540 São José da Boa Vista";6485;1046,97;18,56;514,48
"412545 São José das Palmeiras";3816;1227,23;21,51;357,33
"412550 São José dos Pinhais";307530;803,32;20,87;256,40
"412555 São Manoel do Paraná";2189;1977,38;16,09;1033,55
"412560 São Mateus do Sul";45398;653,09;28,08;120,17
"412570 São Miguel do Iguaçu";27461;1112,06;15,18;241,33
"412575 São Pedro do Iguaçu";6286;972,87;26,00;227,41
"412580 São Pedro do Ivaí";10928;856,11;21,81;309,45
"412590 São Pedro do Paraná";2443;2028,34;25,49;516,59
"412600 São Sebastião da Amoreira";8985;883,85;22,46;356,50
"412610 São Tomé";5715;946,36;17,89;465,97
"412620 Sapopema";6905;919,40;22,12;479,05
"412625 Sarandi";94181;474,37;20,03;131,29
"412627 Saudade do Iguaçu";5448;2352,87;17,31;352,55
"412630 Sengés";19443;726,04;22,91;237,18
"412635 Serranópolis do Iguaçu";4637;1304,53;16,63;291,17
"412640 Sertaneja";5633;1613,10;15,85;374,22
"412650 Sertanópolis";16485;962,55;25,82;337,55
"412660 Siqueira Campos";20508;613,85;24,07;222,14
"412665 Sulina";3222;1532,00;17,25;648,91
"412667 Tamarana";14143;830,71;24,26;290,38
"412670 Tamboara";5064;1115,71;29,57;344,40
"412680 Tapejara";15962;917,91;20,35;361,67
"412690 Tapira";5798;1027,05;23,21;441,72
"412700 Teixeira Soares";11834;738,96;17,32;229,96
"412710 Telêmaco Borba";77276;687,14;15,36;155,14
"412720 Terra Boa";16991;1361,54;27,48;681,56
"412730 Terra Rica";16578;1041,57;16,62;342,47
"412740 Terra Roxa";17627;811,98;18,69;221,83
"412750 Tibagi";20562;861,75;18,59;344,12
"412760 Tijucas do Sul";16348;692,54;22,02;296,96
"412770 Toledo";135538;927,06;28,24;239,06
"412780 Tomazina";8470;612,35;15,17;221,92
"412785 Três Barras do Paraná";12256;1017,65;29,15;386,63
"412788 Tunas do Paraná";7971;738,92;21,55;338,63
"412790 Tuneiras do Oeste";8833;972,67;21,75;534,95
"412795 Tupãssi";8277;1058,94;17,51;155,92
"412796 Turvo";13640;854,87;18,76;309,01
"412800 Ubiratã";21762;985,14;17,89;475,95
"412810 Umuarama";109955;1360,02;24,69;873,25
"412820 União da Vitória";57027;503,72;16,02;194,30
"412830 Uniflor";2614;1518,82;19,91;562,54
"412840 Uraí";11662;657,37;25,53;182,95
"412853 Ventania";11407;871,83;30,26;280,95
"412855 Vera Cruz do Oeste";8918;880,77;21,83;365,84
"412860 Verê";7692;1048,83;22,34;467,36
"412865 Virmond";4095;1388,07;19,10;784,81
"412870 Vitorino";6878;1080,33;21,27;256,42
"412850 Wenceslau Braz";19856;629,55;24,61;229,35
"412880 Xambrê";5957;823,50;25,48;465,95
"Total";11320892;874,94;22,86;363,26
