Indicadores Municipais
População2.1 D.Total Saúde/Hab3.2 %R.Próprios em Saúde-EC 29R.Transf.SUS/Hab por Munic-BR
UF: Paraná
Período:2016
"Munic-BR";"População";"2.1_D.Total_Saúde/Hab";"3.2_%R.Próprios_em_Saúde-EC_29";"R.Transf.SUS/Hab"
"410370 Cambé";104592;620,44;31,72;168,27
"410380 Cambira";7759;682,63;18,68;279,86
"410390 Campina da Lagoa";15144;816,27;27,15;303,79
"410395 Campina do Simão";4079;1022,77;17,95;333,02
"410400 Campina Grande do Sul";42187;389,00;17,65;132,63
"410405 Campo Bonito";4210;957,46;20,30;309,29
"410410 Campo do Tenente";7762;629,21;23,32;193,31
"410420 Campo Largo";125719;434,01;26,46;114,22
"410425 Campo Magro";27884;568,83;20,79;205,42
"410430 Campo Mourão";93547;871,42;22,91;505,19
"410440 Cândido de Abreu";16198;632,18;22,93;284,18
"410442 Candói";15901;753,33;21,04;188,07
"410445 Cantagalo";13478;473,56;18,77;158,76
"410450 Capanema";19320;702,81;19,82;272,41
"410460 Capitão Leônidas Marques";15788;821,74;24,86;176,02
"410465 Carambeí";21939;902,30;29,13;81,48
"410470 Carlópolis";14384;633,13;26,93;135,45
"410480 Cascavel";316226;660,35;29,91;163,68
"410490 Castro";71159;644,55;25,41;239,83
"410500 Catanduvas";10455;626,92;22,91;233,32
"410510 Centenário do Sul";11279;705,07;20,49;316,50
"410520 Cerro Azul";17821;515,12;19,66;195,81
"410530 Céu Azul";11707;919,32;22,03;169,93
"410540 Chopinzinho";19951;1087,29;26,60;453,95
"410550 Cianorte";78553;1054,13;31,74;380,50
"410560 Cidade Gaúcha";12199;668,37;20,66;360,74
"410570 Clevelândia";17311;795,66;27,16;202,18
"410580 Colombo";234941;334,79;27,95;90,39
"410590 Colorado";23811;771,14;27,47;272,74
"410600 Congonhinhas";8779;888,98;33,53;539,35
"410610 Conselheiro Mairinck";3849;1075,77;24,72;499,69
"410620 Contenda";17745;583,32;23,53;171,48
"410630 Corbélia";17135;869,65;27,37;184,64
"410640 Cornélio Procópio";48615;662,19;22,59;329,92
"410645 Coronel Domingos Soares";7607;974,76;26,30;304,60
"410650 Coronel Vivida";21755;1023,85;24,88;509,78
"410655 Corumbataí do Sul";3682;1295,02;24,64;478,77
"410680 Cruz Machado";18858;881,19;35,00;178,42
"410657 Cruzeiro do Iguaçu";4373;1054,82;17,49;356,84
"410660 Cruzeiro do Oeste";21197;886,50;22,05;386,28
"410670 Cruzeiro do Sul";4628;1227,83;29,22;430,70
"410685 Cruzmaltina";3128;1301,70;21,68;462,03
"410690 Curitiba";1893997;859,06;21,59;434,43
"410700 Curiúva";14911;563,93;24,88;220,17
"410715 Diamante D'Oeste";5277;1003,65;24,86;371,08
"410710 Diamante do Norte";5425;1317,08;15,62;325,12
"410712 Diamante do Sul";3562;853,55;15,05;417,15
"410720 Dois Vizinhos";39500;754,57;27,74;234,49
"410725 Douradina";8335;1055,81;32,61;257,86
"410730 Doutor Camargo";6058;928,09;25,47;343,02
"412863 Doutor Ulysses";5794;609,17;15,54;524,01
"410740 Enéas Marques";6182;949,59;23,14;329,53
"410750 Engenheiro Beltrão";14311;771,35;28,25;230,94
"410753 Entre Rios do Oeste";4357;1245,51;25,94;203,09
"410752 Esperança Nova";1875;1600,27;19,46;416,73
"410754 Espigão Alto do Iguaçu";4494;894,29;17,86;380,05
"410755 Farol";3355;1249,26;18,85;511,32
"410760 Faxinal";17233;715,41;28,49;244,84
"410765 Fazenda Rio Grande";93730;449,04;28,90;175,08
"410770 Fênix";4903;1150,95;26,06;361,71
"410773 Fernandes Pinheiro";5929;1188,46;23,07;342,25
"410775 Figueira";8222;792,00;27,18;355,04
"410785 Flor da Serra do Sul";4792;1074,84;19,09;398,17
"410780 Floraí";5114;1087,17;30,52;240,40
"410790 Floresta";6535;1016,11;23,93;351,72
"410800 Florestópolis";11145;778,21;26,59;296,56
"410810 Flórida";2685;1630,14;26,35;517,69
"410820 Formosa do Oeste";7214;858,25;24,46;229,96
"410830 Foz do Iguaçu";263915;870,74;31,58;372,88
"410845 Foz do Jordão";5144;1100,11;23,98;308,31
"410832 Francisco Alves";6382;1058,85;33,61;429,81
"410840 Francisco Beltrão";87491;961,47;28,27;498,60
"410850 General Carneiro";14038;473,76;16,16;242,05
"410855 Godoy Moreira";3211;1409,36;24,77;460,78
"410860 Goioerê";29683;679,32;24,81;295,13
"410865 Goioxim";7482;589,88;17,51;199,87
"410870 Grandes Rios";6251;809,79;24,16;400,11
"410880 Guaíra";32784;726,05;24,29;201,30
"410890 Guairaçá";6562;1228,72;33,63;421,09
"410895 Guamiranga";8552;801,27;23,68;324,61
"410900 Guapirama";3942;1300,44;27,13;338,60
"410910 Guaporema";2291;1441,89;18,80;520,97
"410920 Guaraci";5463;916,41;24,02;252,98
"410930 Guaraniaçu";13817;876,97;23,09;224,13
"410940 Guarapuava";179256;599,86;28,25;161,46
"410950 Guaraqueçaba";7944;922,36;20,08;346,30
"410960 Guaratuba";35588;893,80;34,17;220,97
"410965 Honório Serpa";5705;1379,50;27,53;618,35
"410970 Ibaiti";30888;616,02;34,84;248,92
"410975 Ibema";6374;722,88;22,67;279,70
"410980 Ibiporã";52848;714,49;28,78;181,81
"410990 Icaraíma";8561;950,55;20,87;394,33
"411000 Iguaraçu";4309;1277,95;25,39;658,05
"411005 Iguatu";2303;1280,51;20,71;320,27
"411007 Imbaú";12550;481,07;26,05;91,03
"411010 Imbituva";31391;664,13;33,54;133,48
"411020 Inácio Martins";11319;651,27;22,52;174,89
"411030 Inajá";3128;1133,04;24,91;309,56
"411040 Indianópolis";4493;1341,01;20,51;488,09
"411050 Ipiranga";15059;791,69;24,53;269,69
"411060 Iporã";14794;727,71;22,00;290,11
"411065 Iracema do Oeste";2487;965,80;15,58;403,51
"411070 Irati";60070;435,42;24,99;75,83
"411080 Iretama";10648;823,42;27,13;310,75
"411090 Itaguajé";4629;774,97;21,62;282,91
"411095 Itaipulândia";10413;1546,15;15,08;170,58
"411100 Itambaracá";6835;455,25;15,16;294,22
"411110 Itambé";6201;865,08;27,66;290,69
"411120 Itapejara d'Oeste";11571;935,21;30,26;252,66
"411125 Itaperuçu";27131;344,24;17,50;138,39
"411130 Itaúna do Sul";3288;1380,93;28,19;666,44
"411140 Ivaí";13714;489,82;15,25;150,20
"411150 Ivaiporã";32715;470,96;24,73;212,87
"411155 Ivaté";8067;828,01;29,27;201,07
"411160 Ivatuba";3220;1374,60;25,79;417,60
"411170 Jaboti";5226;1092,32;29,26;409,76
"411180 Jacarezinho";40253;537,35;23,03;147,82
"411190 Jaguapitã";13287;998,92;34,18;232,02
"411200 Jaguariaíva";34647;657,69;19,02;162,37
"411210 Jandaia do Sul";21273;584,20;24,60;179,34
"411220 Janiópolis";6005;1192,15;24,61;365,18
"411230 Japira";5078;698,81;18,40;309,44
"411240 Japurá";9238;704,66;23,38;282,03
"411250 Jardim Alegre";12104;665,90;15,92;276,81
"411260 Jardim Olinda";1403;2050,27;20,46;570,97
"411270 Jataizinho";12560;219,56;15,55;116,26
"411275 Jesuítas";8912;780,44;34,53;233,79
"411280 Joaquim Távora";11639;709,98;24,88;144,16
"411290 Jundiaí do Sul";3443;1163,83;26,94;376,69
"411295 Juranda";7669;863,00;19,52;302,57
"411300 Jussara";6995;1041,74;29,26;271,40
"411310 Kaloré";4402;987,24;15,39;518,74
"411320 Lapa";47814;592,09;26,09;190,37
"411325 Laranjal";6248;611,62;15,14;250,68
"411330 Laranjeiras do Sul";32228;504,04;18,46;238,44
"411340 Leópolis";4147;952,95;17,40;351,95
"411342 Lidianópolis";3717;1063,47;21,21;562,16
"411345 Lindoeste";5129;1170,24;26,23;409,16
"411350 Loanda";22754;688,61;30,82;177,60
"411360 Lobato";4721;1098,29;23,35;320,52
"411370 Londrina";553393;1004,50;29,74;571,91
"411373 Luiziana";7463;825,51;23,63;218,58
"411375 Lunardelli";5095;786,73;20,45;351,22
"411380 Lupionópolis";4885;1058,40;25,78;419,74
"411390 Mallet";13611;579,52;20,82;181,10
"411400 Mamborê";13870;877,25;24,00;286,25
"411410 Mandaguaçu";21920;501,77;21,88;166,32
"411420 Mandaguari";34425;645,68;24,37;289,08
"411430 Mandirituba";25287;497,63;15,17;211,94
"411435 Manfrinópolis";2907;1300,35;17,59;667,35
"411440 Mangueirinha";17301;930,13;20,42;221,45
"411450 Manoel Ribas";13684;620,09;19,65;248,13
"411460 Marechal Cândido Rondon";51306;679,16;28,04;120,46
"411470 Maria Helena";5957;967,02;22,79;457,62
"411480 Marialva";34675;582,96;25,70;140,18
"411490 Marilândia do Sul";9073;763,49;24,22;245,21
"411500 Marilena";7150;947,97;24,06;412,41
"411510 Mariluz";10548;688,03;21,94;271,81
"411520 Maringá";403063;950,58;22,83;581,13
"411530 Mariópolis";6612;966,72;26,08;151,14
"411535 Maripá";5784;1012,72;16,57;256,09
"411540 Marmeleiro";14505;1073,13;24,73;506,49
"411545 Marquinho";4826;855,05;17,97;423,16
"411550 Marumbi";4760;980,73;24,24;316,63
"411560 Matelândia";17491;745,45;19,66;232,08
"411570 Matinhos";33024;712,14;25,87;247,33
"411573 Mato Rico";3622;1217,45;20,51;528,72
"411575 Mauá da Serra";9874;737,99;28,65;189,32
"411580 Medianeira";45239;651,02;26,09;185,47
"411585 Mercedes";5437;1145,31;28,38;235,55
"411590 Mirador";2324;1399,17;21,67;443,34
"411600 Miraselva";1880;1793,22;24,26;513,43
"411605 Missal";10863;1038,98;17,30;217,23
"411610 Moreira Sales";12664;590,82;23,43;174,60
"411620 Morretes";16488;589,22;25,78;432,86
"411630 Munhoz de Melo";3934;1075,76;21,94;392,61
"411640 Nossa Senhora das Graças";4070;958,53;24,80;338,15
"411650 Nova Aliança do Ivaí";1527;2006,94;23,71;623,72
"411660 Nova América da Colina";3549;1112,20;20,17;282,79
"411670 Nova Aurora";11418;873,06;22,06;272,10
"411680 Nova Cantu";6471;808,48;21,74;261,49
"411690 Nova Esperança";27986;584,35;27,35;155,34
"411695 Nova Esperança do Sudoeste";5200;1114,12;22,65;452,39
"411700 Nova Fátima";8357;477,85;21,48;240,32
"411705 Nova Laranjeiras";11947;654,63;16,76;286,79
"411710 Nova Londrina";13478;698,67;26,83;232,58
"411720 Nova Olímpia";5806;1006,89;28,96;311,28
"411725 Nova Prata do Iguaçu";10733;945,10;27,29;392,43
"411721 Nova Santa Bárbara";4190;799,07;25,66;258,21
"411722 Nova Santa Rosa";8140;659,43;17,87;152,89
"411727 Nova Tebas";6644;1044,78;20,37;530,83
"411729 Novo Itacolomi";2907;1318,30;18,05;624,53
"411730 Ortigueira";23308;856,47;25,25;142,07
"411740 Ourizona";3491;1189,13;21,06;378,95
"411745 Ouro Verde do Oeste";6000;878,24;20,94;186,67
"411750 Paiçandu";39728;430,79;29,23;97,33
"411760 Palmas";48339;466,61;20,31;190,66
"411770 Palmeira";33889;598,40;25,76;130,70
"411780 Palmital";14332;517,06;18,51;191,91
"411790 Palotina";31115;998,03;25,48;333,50
"411800 Paraíso do Norte";13180;531,16;20,49;281,21
"411810 Paranacity";11168;1020,91;28,86;230,29
"411820 Paranaguá";151829;491,83;15,93;124,62
"411830 Paranapoema";3084;1221,04;27,96;381,79
"411840 Paranavaí";87316;576,47;26,30;189,85
"411845 Pato Bragado";5369;1069,93;19,14;236,54
"411850 Pato Branco";79869;1395,30;29,87;776,78
"411860 Paula Freitas";5808;790,35;17,94;307,38
"411870 Paulo Frontin";7326;799,17;24,07;181,84
"411880 Peabiru";14171;553,75;27,11;151,62
"411885 Perobal";6029;778,88;19,64;262,34
"411890 Pérola";11020;931,82;26,47;334,54
"411900 Pérola d'Oeste";6710;842,77;21,26;359,63
"411910 Piên";12334;787,04;23,04;270,80
"411915 Pinhais";128256;542,65;22,12;137,40
"411925 Pinhal de São Bento";2749;1179,91;18,14;551,65
"411920 Pinhalão";6433;785,81;20,72;238,15
"411930 Pinhão";32152;465,85;20,42;179,77
"411940 Piraí do Sul";25117;763,46;34,01;111,57
"411950 Piraquara";106132;336,94;20,31;117,74
"411960 Pitanga";32215;469,17;17,24;194,84
"411965 Pitangueiras";3107;934,71;16,38;439,88
"411970 Planaltina do Paraná";4290;1483,09;31,85;190,98
"411980 Planalto";13907;699,59;22,55;185,25
"411990 Ponta Grossa";341130;495,09;25,50;157,90
"411995 Pontal do Paraná";24878;701,00;24,91;204,72
"412000 Porecatu";13863;635,97;22,00;163,18
"412010 Porto Amazonas";4809;861,54;25,77;243,24
"412015 Porto Barreiro";3527;1086,09;16,73;358,03
"412020 Porto Rico";2610;1943,25;24,98;502,33
"412030 Porto Vitória";4146;766,66;24,13;390,70
"412033 Prado Ferreira";3693;1380,91;23,35;614,68
"412035 Pranchita";5517;863,79;17,59;440,56
"412040 Presidente Castelo Branco";5186;944,31;27,28;244,21
"412050 Primeiro de Maio";11265;689,19;20,85;234,27
"412060 Prudentópolis";51849;455,75;23,49;193,47
"412065 Quarto Centenário";4794;952,78;19,13;372,51
"412070 Quatiguá";7441;706,96;21,93;259,63
"412080 Quatro Barras";22353;763,64;21,88;160,22
"412085 Quatro Pontes";4014;967,38;17,48;251,11
"412090 Quedas do Iguaçu";33265;611,47;28,75;168,35
"412100 Querência do Norte";12284;774,16;28,26;271,10
"412110 Quinta do Sol";4941;1017,01;17,27;486,59
"412120 Quitandinha";18578;572,57;26,18;176,11
"412125 Ramilândia";4410;883,70;18,70;336,42
"412130 Rancho Alegre";3977;1019,80;24,44;290,76
"412135 Rancho Alegre D'Oeste";2816;1172,57;17,07;340,20
"412140 Realeza";17068;867,64;27,34;229,11
"412150 Rebouças";14926;509,17;19,91;160,97
"412160 Renascença";6981;848,59;22,68;385,82
"412170 Reserva";26643;558,20;23,97;175,66
"412175 Reserva do Iguaçu";7872;611,58;24,16;99,12
"412180 Ribeirão Claro";10945;603,52;19,74;167,32
"412190 Ribeirão do Pinhal";13601;505,14;17,23;106,74
"412200 Rio Azul";15112;496,51;17,99;210,12
"412210 Rio Bom";3348;1131,02;15,51;593,20
"412215 Rio Bonito do Iguaçu";13545;659,73;23,50;235,40
"412217 Rio Branco do Ivaí";4104;1161,56;28,13;376,32
"412220 Rio Branco do Sul";32369;529,71;19,69;130,87
"412230 Rio Negro";33628;629,15;29,23;191,29
"412240 Rolândia";64028;684,71;27,48;214,80
"412250 Roncador";10921;783,46;23,37;293,16
"412260 Rondon";9535;887,63;25,55;269,83
"412265 Rosário do Ivaí";5298;903,73;32,68;281,25
"412270 Sabáudia";6644;786,05;19,35;191,45
"412280 Salgado Filho";4072;945,52;16,50;509,07
"412290 Salto do Itararé";5179;767,81;28,92;195,67
"412300 Salto do Lontra";14627;775,30;25,22;264,29
"412310 Santa Amélia";3643;758,10;22,80;161,12
"412320 Santa Cecília do Pavão";3570;1169,20;23,01;586,68
"412330 Santa Cruz de Monte Castelo";8140;869,66;29,83;288,17
"412340 Santa Fé";11562;595,35;28,34;110,32
"412350 Santa Helena";25665;824,24;23,48;184,38
"412360 Santa Inês";1746;1417,13;13,59;511,88
"412370 Santa Isabel do Ivaí";8877;836,91;25,06;251,55
"412380 Santa Izabel do Oeste";14289;786,67;25,45;343,96
"412382 Santa Lúcia";3965;1206,14;25,12;313,10
"412385 Santa Maria do Oeste";10861;606,96;17,32;258,16
"412390 Santa Mariana";12369;819,96;31,57;135,36
"412395 Santa Mônica";3882;1117,14;16,01;235,29
"412402 Santa Tereza do Oeste";10489;961,88;26,98;246,07
"412405 Santa Terezinha de Itaipu";22783;843,92;25,79;268,81
"412400 Santana do Itararé";5244;848,38;20,75;393,87
"412410 Santo Antônio da Platina";45562;548,53;29,74;128,01
"412420 Santo Antônio do Caiuá";2749;1134,39;22,94;461,08
"412430 Santo Antônio do Paraíso";2307;1660,32;25,30;745,90
"412440 Santo Antônio do Sudoeste";20059;620,35;21,93;308,51
"412450 Santo Inácio";5494;1091,51;26,63;203,70
"412460 São Carlos do Ivaí";6797;1004,63;26,19;318,43
"412470 São Jerônimo da Serra";11535;707,30;24,80;253,74
"412480 São João";10676;1019,67;22,77;255,85
"412490 São João do Caiuá";6031;893,00;31,41;271,21
"412500 São João do Ivaí";11115;779,34;27,30;273,56
"412510 São João do Triunfo";14815;613,03;22,52;147,87
"412520 São Jorge d'Oeste";9296;1157,87;17,19;351,24
"412530 São Jorge do Ivaí";5675;975,37;21,67;236,22
"412535 São Jorge do Patrocínio";5980;1612,55;25,41;538,00
"412540 São José da Boa Vista";6512;1022,70;24,22;450,35
"412545 São José das Palmeiras";3832;895,87;19,28;164,07
"412550 São José dos Pinhais";302759;896,36;28,43;227,42
"412555 São Manoel do Paraná";2184;1522,41;17,20;495,94
"412560 São Mateus do Sul";45000;598,31;31,50;113,83
"412570 São Miguel do Iguaçu";27330;913,65;19,84;272,39
"412575 São Pedro do Iguaçu";6336;796,97;26,67;161,81
"412580 São Pedro do Ivaí";10864;735,66;26,27;227,99
"412590 São Pedro do Paraná";2459;1657,06;25,53;243,58
"412600 São Sebastião da Amoreira";8968;848,82;25,79;325,42
"412610 São Tomé";5686;942,93;20,55;414,91
"412620 Sapopema";6906;913,64;24,58;544,86
"412625 Sarandi";91344;363,71;27,92;97,82
"412627 Saudade do Iguaçu";5410;2016,68;18,87;337,65
"412630 Sengés";19373;488,24;22,74;116,47
"412635 Serranópolis do Iguaçu";4645;1222,72;18,78;314,10
"412640 Sertaneja";5678;1287,74;28,50;365,45
"412650 Sertanópolis";16429;898,67;27,62;236,66
"412660 Siqueira Campos";20303;562,86;24,15;139,33
"412665 Sulina";3257;1156,38;20,18;480,61
"412667 Tamarana";13939;770,69;27,59;285,44
"412670 Tamboara";5028;913,22;23,37;323,48
"412680 Tapejara";15835;694,81;25,90;145,95
"412690 Tapira";5824;973,41;20,81;412,95
"412700 Teixeira Soares";11666;569,77;18,35;177,89
"412710 Telêmaco Borba";76550;519,89;21,94;116,12
"412720 Terra Boa";16887;1113,37;31,36;471,42
"412730 Terra Rica";16453;874,91;32,21;276,07
"412740 Terra Roxa";17573;712,55;24,15;234,25
"412750 Tibagi";20470;705,40;19,10;146,39
"412760 Tijucas do Sul";16161;833,46;30,27;250,47
"412770 Toledo";133824;758,48;27,17;203,44
"412780 Tomazina";8544;434,92;15,11;138,35
"412785 Três Barras do Paraná";12242;856,46;22,04;275,13
"412788 Tunas do Paraná";7767;738,80;27,67;267,14
"412790 Tuneiras do Oeste";8847;802,03;20,18;351,19
"412795 Tupãssi";8269;862,19;22,10;235,66
"412796 Turvo";13712;655,57;20,28;226,38
"412800 Ubiratã";21812;717,14;19,82;255,30
"412810 Umuarama";109132;982,49;23,27;542,01
"412820 União da Vitória";56650;437,06;21,35;111,24
"412830 Uniflor";2604;1007,78;20,31;172,87
"412840 Uraí";11678;532,54;25,92;166,21
"412853 Ventania";11252;832,59;32,27;156,02
"412855 Vera Cruz do Oeste";8958;655,86;20,95;246,51
"412860 Verê";7745;1033,24;23,82;399,08
"412865 Virmond";4090;1312,25;15,83;277,22
"412870 Vitorino";6853;982,09;20,09;302,37
"412850 Wenceslau Braz";19852;556,54;22,74;183,91
"412880 Xambrê";5986;945,47;32,53;265,77
"Total";11242720;754,26;24,29;297,11
