Indicadores Municipais
População2.1 D.Total Saúde/Hab3.2 %R.Próprios em Saúde-EC 29R.Transf.SUS/Hab por Munic-BR
UF: Paraná
Período:2020
"Munic-BR";"População";"2.1_D.Total_Saúde/Hab";"3.2_%R.Próprios_em_Saúde-EC_29";"R.Transf.SUS/Hab"
"410570 Clevelândia";16559;1135,50;25,66;341,04
"410580 Colombo";243726;412,00;15,63;140,63
"410590 Colorado";24012;1588,51;28,44;1018,49
"410600 Congonhinhas";8818;1489,42;17,00;993,79
"410610 Conselheiro Mairinck";3860;1303,22;30,31;298,44
"410620 Contenda";18584;866,45;15,51;200,78
"410630 Corbélia";17071;1406,70;17,67;322,36
"410640 Cornélio Procópio";47845;932,47;25,47;253,06
"410645 Coronel Domingos Soares";7497;1376,42;28,22;463,11
"410650 Coronel Vivida";20734;1544,32;22,48;861,33
"410655 Corumbataí do Sul";3219;1932,65;25,07;833,26
"410680 Cruz Machado";18708;831,90;28,88;329,27
"410657 Cruzeiro do Iguaçu";4252;1267,80;17,18;504,03
"410660 Cruzeiro do Oeste";20932;1453,78;23,89;579,33
"410670 Cruzeiro do Sul";4469;1555,89;30,34;203,18
"410685 Cruzmaltina";2950;1819,89;24,21;601,70
"410690 Curitiba";1933105;1147,29;20,12;678,41
"410700 Curiúva";15101;704,38;18,53;351,89
"410715 Diamante D'Oeste";5253;1242,04;23,82;263,03
"410710 Diamante do Norte";5087;1487,87;24,72;433,85
"410712 Diamante do Sul";3439;1339,94;18,05;345,18
"410720 Dois Vizinhos";40641;1059,36;26,34;365,87
"410725 Douradina";8747;1419,89;33,29;267,47
"410730 Doutor Camargo";5979;1081,11;15,39;327,96
"412863 Doutor Ulysses";5580;886,02;22,71;472,41
"410740 Enéas Marques";5961;1381,69;15,37;364,48
"410750 Engenheiro Beltrão";14000;1004,72;20,70;460,00
"410753 Entre Rios do Oeste";4539;1922,65;28,72;410,83
"410752 Esperança Nova";1698;2136,94;22,01;725,30
"410754 Espigão Alto do Iguaçu";4117;1198,42;16,30;475,95
"410755 Farol";3089;1398,28;15,63;315,08
"410760 Faxinal";17251;846,84;19,02;270,11
"410765 Fazenda Rio Grande";100209;715,94;26,89;280,81
"410770 Fênix";4762;1237,01;21,76;533,78
"410773 Fernandes Pinheiro";5646;1325,11;19,43;584,69
"410775 Figueira";7770;1071,20;30,79;442,66
"410785 Flor da Serra do Sul";4624;1376,50;19,10;409,24
"410780 Floraí";4929;1357,91;26,49;434,38
"410790 Floresta";6774;1301,20;28,82;360,97
"410800 Florestópolis";10548;1172,32;28,98;773,55
"410810 Flórida";2689;2198,17;34,59;495,29
"410820 Formosa do Oeste";6578;1186,79;20,55;320,41
"410830 Foz do Iguaçu";258532;1477,88;24,50;755,06
"410845 Foz do Jordão";4650;1079,32;18,22;474,28
"410832 Francisco Alves";6046;1277,39;18,77;451,70
"410840 Francisco Beltrão";91093;1454,65;31,29;823,56
"410850 General Carneiro";13710;625,22;22,59;227,44
"410855 Godoy Moreira";2946;1584,27;22,61;564,85
"410860 Goioerê";28884;1077,13;19,34;660,10
"410865 Goioxim";7111;869,18;16,99;449,89
"410870 Grandes Rios";5618;1033,88;24,65;539,68
"410880 Guaíra";33119;1089,92;31,30;403,96
"410890 Guairaçá";6581;1499,28;28,87;483,51
"410895 Guamiranga";8739;974,45;23,78;339,48
"410900 Guapirama";3802;1757,85;27,73;745,89
"410910 Guaporema";2243;1732,00;19,48;615,73
"410920 Guaraci";5502;1284,08;27,92;475,41
"410930 Guaraniaçu";12472;1018,09;20,59;338,94
"410940 Guarapuava";181504;696,68;27,13;211,28
"410950 Guaraqueçaba";7636;938,29;19,87;412,64
"410960 Guaratuba";37067;1425,34;30,52;275,33
"410965 Honório Serpa";5211;1768,22;24,71;633,41
"410970 Ibaiti";31364;886,23;31,39;379,97
"410975 Ibema";6352;1076,83;26,57;257,36
"410980 Ibiporã";54558;961,62;23,87;267,75
"410990 Icaraíma";7904;1238,80;18,97;649,71
"411000 Iguaraçu";4404;1488,35;20,99;436,06
"411005 Iguatu";2256;1993,61;18,97;567,47
"411007 Imbaú";13111;612,13;19,82;194,74
"411010 Imbituva";32564;856,96;27,01;236,52
"411020 Inácio Martins";11125;978,66;18,80;367,53
"411030 Inajá";3109;1575,70;27,76;491,54
"411040 Indianópolis";4457;1845,24;20,92;574,78
"411050 Ipiranga";15172;923,58;18,57;435,80
"411060 Iporã";13926;1008,67;19,95;362,74
"411065 Iracema do Oeste";2288;1657,11;20,79;252,97
"411070 Irati";60727;614,61;19,57;135,07
"411080 Iretama";10169;1178,28;32,28;278,09
"411090 Itaguajé";4466;1104,36;22,48;271,26
"411095 Itaipulândia";11176;2685,07;22,78;379,53
"411100 Itambaracá";6582;1062,14;15,54;372,00
"411110 Itambé";6108;989,63;26,06;287,80
"411120 Itapejara d'Oeste";11964;1447,38;25,51;320,84
"411125 Itaperuçu";28634;540,56;23,68;281,23
"411130 Itaúna do Sul";2865;1863,42;17,30;483,47
"411140 Ivaí";13879;535,88;17,63;333,88
"411150 Ivaiporã";31984;813,41;22,65;294,97
"411155 Ivaté";8185;802,02;21,02;256,08
"411160 Ivatuba";3259;1578,94;29,09;414,68
"411170 Jaboti";5274;1439,31;31,25;623,72
"411180 Jacarezinho";39378;748,30;15,89;237,97
"411190 Jaguapitã";13620;1463,03;40,34;288,10
"411200 Jaguariaíva";34857;871,40;16,99;270,45
"411210 Jandaia do Sul";21176;777,06;18,55;296,78
"411220 Janiópolis";5245;1428,94;22,51;515,80
"411230 Japira";4994;1057,00;15,89;503,06
"411240 Japurá";9425;979,41;23,18;371,38
"411250 Jardim Alegre";11328;953,88;18,69;483,27
"411260 Jardim Olinda";1331;2700,12;20,85;676,19
"411270 Jataizinho";12588;707,32;16,02;217,10
"411275 Jesuítas";8412;1033,40;24,43;320,95
"411280 Joaquim Távora";11908;897,60;21,86;263,04
"411290 Jundiaí do Sul";3292;1622,75;25,39;789,70
"411295 Juranda";7340;1025,32;16,81;478,41
"411300 Jussara";7013;1708,76;24,03;460,06
"411310 Kaloré";4100;1365,79;20,28;749,71
"411320 Lapa";48163;848,57;28,67;242,18
"411325 Laranjal";5852;925,02;15,91;464,41
"411330 Laranjeiras do Sul";32073;522,44;17,34;389,07
"411340 Leópolis";3954;1235,96;17,71;632,38
"411342 Lidianópolis";3310;1708,43;29,00;633,66
"411345 Lindoeste";4676;1775,48;17,24;505,31
"411350 Loanda";23086;927,40;27,30;289,36
"411360 Lobato";4787;1378,08;27,10;428,44
"411370 Londrina";569733;1384,28;26,28;666,88
"411373 Luiziana";7262;1305,75;22,91;388,04
"411375 Lunardelli";4794;1031,51;15,40;608,39
"411380 Lupionópolis";4920;1321,95;26,25;397,33
"411390 Mallet";13630;940,94;21,95;284,74
"411400 Mamborê";13132;1303,75;24,65;448,64
"411410 Mandaguaçu";22819;835,17;30,93;203,42
"411420 Mandaguari";34400;815,57;21,46;364,94
"411430 Mandirituba";26869;810,00;17,25;279,98
"411435 Manfrinópolis";2571;1787,81;20,91;627,36
"411440 Mangueirinha";16714;1594,60;19,03;612,31
"411450 Manoel Ribas";13502;893,58;18,30;280,06
"411460 Marechal Cândido Rondon";52944;1192,41;32,36;297,05
"411470 Maria Helena";5677;1162,56;22,11;446,54
"411480 Marialva";35496;886,67;23,91;238,97
"411490 Marilândia do Sul";8836;1078,17;24,03;377,94
"411500 Marilena";7076;1199,90;30,93;386,20
"411510 Mariluz";10345;961,76;22,38;389,54
"411520 Maringá";423666;1283,76;19,79;892,52
"411530 Mariópolis";6610;1292,52;18,69;374,29
"411535 Maripá";5603;1697,33;19,16;446,07
"411540 Marmeleiro";14367;1181,54;23,89;592,65
"411545 Marquinho";4405;1342,55;22,82;442,20
"411550 Marumbi";4679;1541,72;26,83;718,08
"411560 Matelândia";17943;987,69;19,04;350,28
"411570 Matinhos";34720;995,99;26,64;313,27
"411573 Mato Rico";3272;1434,33;15,30;589,75
"411575 Mauá da Serra";10601;762,34;19,51;317,42
"411580 Medianeira";46198;949,47;28,73;223,85
"411585 Mercedes";5536;1722,68;26,88;510,35
"411590 Mirador";2213;2163,37;29,47;460,89
"411600 Miraselva";1806;2331,28;23,86;676,67
"411605 Missal";10702;1429,34;32,36;418,16
"411610 Moreira Sales";12121;967,85;26,58;472,63
"411620 Morretes";16406;704,98;17,42;222,29
"411630 Munhoz de Melo";3984;1351,46;23,62;932,67
"411640 Nossa Senhora das Graças";4008;1285,54;26,84;230,58
"411650 Nova Aliança do Ivaí";1543;2338,37;23,77;691,20
"411660 Nova América da Colina";3445;1522,94;27,88;344,87
"411670 Nova Aurora";10472;1326,59;20,64;300,35
"411680 Nova Cantu";5302;1821,84;15,33;322,70
"411690 Nova Esperança";27904;990,87;26,67;266,72
"411695 Nova Esperança do Sudoeste";5046;1298,52;19,65;551,26
"411700 Nova Fátima";8153;957,31;25,53;209,02
"411705 Nova Laranjeiras";11554;842,65;15,76;420,91
"411710 Nova Londrina";13213;1102,55;32,41;419,09
"411720 Nova Olímpia";5806;1284,35;30,70;595,24
"411725 Nova Prata do Iguaçu";10548;1244,60;20,72;686,52
"411721 Nova Santa Bárbara";4249;1057,25;22,48;411,70
"411722 Nova Santa Rosa";8219;1049,50;18,58;268,51
"411727 Nova Tebas";5649;1912,38;21,92;1058,30
"411729 Novo Itacolomi";2844;1806,13;17,13;638,09
"411730 Ortigueira";22141;1182,51;15,48;222,15
"411740 Ourizona";3428;1443,32;22,58;455,66
"411745 Ouro Verde do Oeste";5996;1190,58;16,34;242,88
"411750 Paiçandu";41281;687,58;22,35;222,49
"411760 Palmas";50986;715,71;16,99;369,85
"411770 Palmeira";33877;934,29;24,09;275,21
"411780 Palmital";13172;784,38;17,42;448,22
"411790 Palotina";31846;1351,08;27,53;415,61
"411800 Paraíso do Norte";13830;916,33;26,80;432,31
"411810 Paranacity";11472;876,06;18,70;311,62
"411820 Paranaguá";154936;736,84;19,20;196,55
"411830 Paranapoema";3203;1524,43;26,66;296,39
"411840 Paranavaí";88374;758,41;25,70;270,68
"411845 Pato Bragado";5610;1857,31;15,50;331,67
"411850 Pato Branco";82881;1753,70;23,64;1256,37
"411860 Paula Freitas";5873;902,38;21,54;368,97
"411870 Paulo Frontin";7354;833,44;20,83;222,82
"411880 Peabiru";13996;841,08;18,28;250,77
"411885 Perobal";6127;1060,29;15,35;399,35
"411890 Pérola";11234;1169,16;28,58;501,26
"411900 Pérola d'Oeste";6347;1179,34;16,78;448,30
"411910 Piên";12746;1083,79;25,41;517,65
"411915 Pinhais";132157;672,36;19,56;240,24
"411925 Pinhal de São Bento";2731;1431,31;17,97;613,75
"411920 Pinhalão";6326;906,38;20,07;435,29
"411930 Pinhão";32391;598,78;21,35;176,97
"411940 Piraí do Sul";25463;872,45;30,42;101,93
"411950 Piraquara";113036;455,65;18,69;182,05
"411960 Pitanga";30310;716,77;19,48;294,63
"411965 Pitangueiras";3224;1122,93;15,97;350,33
"411970 Planaltina do Paraná";4263;1705,98;31,54;208,35
"411980 Planalto";13479;1136,03;22,27;424,58
"411990 Ponta Grossa";351736;616,16;19,47;208,18
"411995 Pontal do Paraná";27284;1141,90;22,31;235,36
"412000 Porecatu";12914;835,16;17,41;434,32
"412010 Porto Amazonas";4848;1082,00;22,49;391,76
"412015 Porto Barreiro";3237;1601,97;16,48;342,89
"412020 Porto Rico";2559;2838,99;15,45;1015,59
"412030 Porto Vitória";4065;867,39;18,57;336,26
"412033 Prado Ferreira";3753;1476,63;26,11;588,16
"412035 Pranchita";5157;1710,33;17,32;1465,04
"412040 Presidente Castelo Branco";5306;1055,02;34,22;509,27
"412050 Primeiro de Maio";11123;793,73;20,03;357,09
"412060 Prudentópolis";52241;457,88;20,57;210,57
"412065 Quarto Centenário";4512;1332,34;17,91;408,66
"412070 Quatiguá";7449;1238,71;28,32;432,95
"412080 Quatro Barras";23559;899,95;21,08;231,30
"412085 Quatro Pontes";4015;1562,62;20,27;435,50
"412090 Quedas do Iguaçu";34103;881,56;22,52;246,27
"412100 Querência do Norte";12206;1131,16;23,09;456,37
"412110 Quinta do Sol";4573;1424,30;15,04;612,47
"412120 Quitandinha";19049;786,24;23,46;318,38
"412125 Ramilândia";4451;1075,08;20,77;524,71
"412130 Rancho Alegre";3808;1450,59;26,47;485,28
"412135 Rancho Alegre D'Oeste";2655;1759,35;16,41;387,55
"412140 Realeza";16922;1214,83;19,18;467,86
"412150 Rebouças";14899;728,42;17,94;411,90
"412160 Renascença";6802;1004,27;18,24;483,35
"412170 Reserva";26715;769,75;28,60;297,87
"412175 Reserva do Iguaçu";8010;933,56;24,98;440,18
"412180 Ribeirão Claro";10668;996,49;22,60;261,27
"412190 Ribeirão do Pinhal";13029;585,67;21,67;221,10
"412200 Rio Azul";15236;724,07;17,81;339,44
"412210 Rio Bom";3203;1212,16;22,59;673,09
"412215 Rio Bonito do Iguaçu";13269;821,10;17,40;365,98
"412217 Rio Branco do Ivaí";4096;1489,58;24,48;654,85
"412220 Rio Branco do Sul";32397;757,29;28,55;211,78
"412230 Rio Negro";34170;801,99;27,85;200,62
"412240 Rolândia";66580;904,00;23,18;277,53
"412250 Roncador";9849;1302,46;20,42;492,22
"412260 Rondon";9579;865,86;18,73;295,26
"412265 Rosário do Ivaí";4786;1133,35;25,10;373,03
"412270 Sabáudia";6827;1008,05;23,43;312,27
"412280 Salgado Filho";3580;1323,56;17,43;493,17
"412290 Salto do Itararé";4935;1025,59;21,15;449,22
"412300 Salto do Lontra";14785;957,51;24,53;456,09
"412310 Santa Amélia";3324;919,16;25,54;129,95
"412320 Santa Cecília do Pavão";3334;1710,54;24,19;413,43
"412330 Santa Cruz de Monte Castelo";7800;1311,75;16,29;447,15
"412340 Santa Fé";12037;821,22;23,66;206,12
"412350 Santa Helena";26490;1719,95;22,14;194,14
"412360 Santa Inês";1596;2220,52;17,98;539,93
"412370 Santa Isabel do Ivaí";8562;1042,44;15,26;209,68
"412380 Santa Izabel do Oeste";14659;1128,28;20,69;491,77
"412382 Santa Lúcia";3813;1507,12;23,09;475,06
"412385 Santa Maria do Oeste";9615;971,91;22,64;379,85
"412390 Santa Mariana";11724;1036,69;34,42;262,21
"412395 Santa Mônica";3981;1564,86;22,17;676,79
"412402 Santa Tereza do Oeste";10139;1212,91;20,75;399,68
"412405 Santa Terezinha de Itaipu";23465;1093,48;27,07;495,63
"412400 Santana do Itararé";4992;1366,24;22,06;727,03
"412410 Santo Antônio da Platina";45993;673,34;26,43;301,11
"412420 Santo Antônio do Caiuá";2641;2000,70;28,76;551,78
"412430 Santo Antônio do Paraíso";2106;2399,06;23,38;552,99
"412440 Santo Antônio do Sudoeste";20166;849,18;22,14;368,70
"412450 Santo Inácio";5438;1349,92;22,32;320,62
"412460 São Carlos do Ivaí";6878;1198,70;27,20;332,42
"412470 São Jerônimo da Serra";11170;842,67;26,37;144,83
"412480 São João";10241;1219,00;25,05;294,19
"412490 São João do Caiuá";5855;1382,13;34,16;385,04
"412500 São João do Ivaí";10219;1128,01;24,13;213,92
"412510 São João do Triunfo";15120;580,99;25,95;285,05
"412520 São Jorge d'Oeste";9050;1383,59;19,07;457,91
"412530 São Jorge do Ivaí";5551;1289,76;21,86;263,03
"412535 São Jorge do Patrocínio";5641;2100,86;25,95;826,72
"412540 São José da Boa Vista";6206;1078,34;15,08;615,26
"412545 São José das Palmeiras";3654;1262,62;25,90;698,91
"412550 São José dos Pinhais";323340;955,59;25,36;265,77
"412555 São Manoel do Paraná";2160;1902,88;17,21;556,31
"412560 São Mateus do Sul";46261;666,19;25,72;239,86
"412570 São Miguel do Iguaçu";27452;1364,52;15,24;314,32
"412575 São Pedro do Iguaçu";5897;1153,63;24,51;229,08
"412580 São Pedro do Ivaí";10981;819,83;22,20;361,81
"412590 São Pedro do Paraná";2313;2615,04;27,13;676,27
"412600 São Sebastião da Amoreira";8853;932,14;21,74;195,25
"412610 São Tomé";5722;1117,88;20,87;310,58
"412620 Sapopema";6736;1181,91;20,91;801,60
"412625 Sarandi";96688;509,67;27,43;145,98
"412627 Saudade do Iguaçu";5500;2750,22;17,63;616,70
"412630 Sengés";19327;691,44;19,80;253,02
"412635 Serranópolis do Iguaçu";4495;1408,56;19,28;326,75
"412640 Sertaneja";5284;1865,84;21,73;592,46
"412650 Sertanópolis";16369;1077,59;27,50;235,30
"412660 Siqueira Campos";21016;553,56;20,79;237,06
"412665 Sulina";2981;1944,26;20,23;562,00
"412667 Tamarana";14797;880,85;23,54;419,58
"412670 Tamboara";5120;1147,54;23,35;376,14
"412680 Tapejara";16205;924,62;21,54;293,42
"412690 Tapira";5539;1026,01;19,96;472,00
"412700 Teixeira Soares";12367;1043,10;21,16;406,12
"412710 Telêmaco Borba";78974;687,14;15,64;178,54
"412720 Terra Boa";17094;1919,77;26,55;864,43
"412730 Terra Rica";16789;1242,41;28,62;460,57
"412740 Terra Roxa";17481;978,09;22,35;280,73
"412750 Tibagi";20522;1038,80;15,43;257,42
"412760 Tijucas do Sul";16868;793,17;21,62;598,00
"412770 Toledo";140635;1136,30;26,30;263,64
"412780 Tomazina";7918;937,15;32,17;425,70
"412785 Três Barras do Paraná";12040;1196,65;22,06;378,95
"412788 Tunas do Paraná";8769;703,09;21,21;277,88
"412790 Tuneiras do Oeste";8566;1409,04;25,28;414,57
"412795 Tupãssi";8124;1555,86;29,35;246,71
"412796 Turvo";13215;950,16;18,47;459,21
"412800 Ubiratã";21013;1234,94;20,23;586,82
"412810 Umuarama";111557;1583,94;29,77;1045,68
"412820 União da Vitória";57517;573,14;24,31;169,42
"412830 Uniflor";2605;1398,78;19,97;435,95
"412840 Uraí";11314;820,30;24,66;251,66
"412853 Ventania";11892;967,18;30,55;345,07
"412855 Vera Cruz do Oeste";8521;947,14;24,44;361,40
"412860 Verê";7257;1396,91;23,62;406,51
"412865 Virmond";4023;1151,57;17,28;500,95
"412870 Vitorino";6838;1195,20;19,89;356,82
"412850 Wenceslau Braz";19414;739,81;22,25;343,98
"412880 Xambrê";5679;963,97;26,58;408,59
"Total";11433957;1031,12;22,46;458,18
