 Mortalidade - Paraná
Óbitos p/Residênc por Município e Capítulo CID-10
Período:2017
"Município";"Cap I";"Cap II";"Cap III";"Cap IV";"Cap V";"Cap VI";"Cap VIII";"Cap IX";"Cap X";"Cap XI";"Cap XII";"Cap XIII";"Cap XIV";"Cap XV";"Cap XVI";"Cap XVII";"Cap XVIII";"Cap XX";"Total"
"411840 PARANAVAI";11;102;4;36;8;21;-;214;55;42;1;3;25;-;1;5;6;56;590
"411845 PATO BRAGADO";1;7;-;2;-;-;-;13;7;5;-;-;-;-;-;1;-;7;43
"411850 PATO BRANCO";10;97;3;28;6;24;-;95;43;14;-;3;7;2;8;4;22;58;424
"411860 PAULA FREITAS";-;11;1;1;2;1;-;11;5;4;-;-;-;-;-;-;-;4;40
"411870 PAULO FRONTIN";-;18;-;1;-;1;-;23;10;1;-;-;1;-;-;1;1;2;59
"411880 PEABIRU";2;20;1;6;-;3;-;37;13;8;-;-;5;-;3;-;-;12;110
"411885 PEROBAL";3;6;-;4;1;-;-;10;4;1;-;-;1;-;-;-;3;8;41
"411890 PEROLA";4;10;-;5;-;4;-;25;10;4;-;1;3;-;-;1;2;9;78
"411900 PEROLA D'OESTE";-;15;-;3;-;-;-;21;14;3;1;-;-;-;-;-;-;2;59
"411910 PIEN";3;18;-;3;-;2;-;21;4;6;-;-;-;-;-;1;-;6;64
"411915 PINHAIS";33;126;-;50;6;18;1;182;100;28;2;2;9;1;14;3;13;96;684
"411920 PINHALAO";1;8;1;5;-;-;-;15;6;1;-;-;-;-;-;-;4;7;48
"411925 PINHAL DE SAO BENTO";-;6;-;-;-;-;-;7;2;-;-;-;-;-;-;-;-;3;18
"411930 PINHAO";1;38;-;17;4;6;-;49;40;8;-;-;4;-;2;4;4;40;217
"411940 PIRAI DO SUL";8;36;3;6;1;1;-;51;28;5;-;2;6;-;-;2;21;20;190
"411950 PIRAQUARA";19;110;2;41;4;25;1;139;56;23;-;2;9;1;14;5;14;101;566
"411960 PITANGA";3;35;4;18;2;6;-;69;33;10;-;-;5;-;2;3;3;29;222
"411965 PITANGUEIRAS";-;5;-;-;1;1;-;4;6;2;-;-;2;-;-;-;3;3;27
"411970 PLANALTINA DO PARANA";1;12;1;4;2;-;-;9;7;1;-;-;-;-;-;-;2;4;43
"411980 PLANALTO";-;31;1;3;-;6;-;41;14;5;-;-;1;-;1;2;-;14;119
"411990 PONTA GROSSA";65;451;14;111;28;84;-;566;278;125;8;10;67;1;49;14;135;229;2235
"411995 PONTAL DO PARANA";5;25;1;10;1;4;-;46;21;14;-;1;3;-;1;3;31;21;187
"412000 PORECATU";1;18;1;17;-;2;-;40;6;5;-;-;3;-;2;1;2;13;111
"412010 PORTO AMAZONAS";1;4;-;1;1;-;-;8;2;1;-;-;-;-;-;-;2;1;21
"412015 PORTO BARREIRO";1;10;-;-;-;1;-;7;3;-;-;-;1;-;-;-;-;3;26
"412020 PORTO RICO";1;6;-;3;-;-;-;4;3;2;-;-;-;-;-;-;-;1;20
"412030 PORTO VITORIA";1;3;1;3;-;1;-;8;1;-;-;-;-;-;-;-;-;2;20
"412033 PRADO FERREIRA";1;1;-;-;1;3;-;5;-;1;-;-;1;-;-;-;1;3;17
"412035 PRANCHITA";3;13;-;2;-;1;-;12;4;5;-;-;2;-;-;-;1;5;48
"412040 PRESIDENTE CASTELO BRANCO";1;6;-;-;-;-;-;8;1;3;-;-;2;-;1;-;-;3;25
"412050 PRIMEIRO DE MAIO";4;16;-;1;1;3;-;25;19;4;-;-;3;1;-;-;-;4;81
"412060 PRUDENTOPOLIS";6;92;2;22;14;9;-;127;40;13;-;-;7;-;2;4;9;54;401
"412065 QUARTO CENTENARIO";-;5;-;2;1;-;-;20;3;2;-;-;-;-;1;-;1;5;40
"412070 QUATIGUA";4;9;-;7;1;4;-;16;6;6;-;-;6;-;-;-;2;5;66
"412080 QUATRO BARRAS";7;23;1;5;2;6;-;30;15;11;-;-;4;-;4;2;-;14;124
"412085 QUATRO PONTES";-;4;-;4;1;-;-;13;5;4;-;-;1;-;-;-;3;1;36
"412090 QUEDAS DO IGUACU";3;41;-;11;2;8;-;70;21;10;-;-;9;-;4;1;2;44;226
"412100 QUERENCIA DO NORTE";2;22;-;9;-;3;-;21;9;5;1;-;-;-;-;-;-;19;91
"412110 QUINTA DO SOL";-;4;1;4;-;2;-;9;7;4;-;-;1;-;-;-;-;4;36
"412120 QUITANDINHA";2;25;-;9;1;4;-;38;13;5;2;-;3;-;-;-;5;16;123
"412125 RAMILANDIA";1;3;-;-;-;1;-;5;8;3;-;-;1;-;1;-;5;1;29
"412130 RANCHO ALEGRE";1;7;-;2;-;2;-;11;6;1;-;-;1;-;-;-;-;4;35
"412135 RANCHO ALEGRE D'OESTE";-;5;-;3;1;-;-;11;-;1;-;-;2;-;-;-;2;3;28
"412140 REALEZA";6;27;2;2;1;3;-;36;19;6;-;1;2;-;2;1;4;16;128
"412150 REBOUCAS";3;19;-;5;3;1;-;34;20;3;-;-;4;-;4;-;1;9;106
"412160 RENASCENCA";4;9;-;3;-;-;-;14;8;3;1;-;1;-;1;1;-;4;49
"412170 RESERVA";2;39;2;10;-;4;-;63;15;3;-;-;6;-;3;1;5;32;185
"412175 RESERVA DO IGUACU";-;8;-;4;-;1;-;7;1;1;-;-;-;-;1;-;3;3;29
"412180 RIBEIRAO CLARO";3;12;-;6;-;6;-;34;5;10;-;-;-;-;1;2;5;10;94
"412190 RIBEIRAO DO PINHAL";5;16;2;8;2;5;-;33;9;7;-;1;3;-;3;1;6;9;110
"412200 RIO AZUL";2;19;1;5;-;1;-;34;13;3;-;1;4;-;-;-;-;8;91
"412210 RIO BOM";1;4;1;1;1;1;-;16;4;2;-;-;1;-;-;-;-;1;33
"412215 RIO BONITO DO IGUACU";1;16;-;6;-;1;-;24;14;3;-;-;2;-;3;1;7;15;93
"412217 RIO BRANCO DO IVAI";1;4;-;-;-;-;-;7;6;1;-;-;-;-;-;1;-;-;20
"412220 RIO BRANCO DO SUL";2;29;-;13;1;4;-;69;26;8;-;-;5;1;4;-;1;30;193
"412230 RIO NEGRO";4;53;1;9;-;6;-;59;31;12;-;-;12;-;3;1;2;14;207
"412240 ROLANDIA";8;91;4;26;9;15;-;108;54;28;2;-;12;1;12;7;3;46;426
"412250 RONCADOR";1;9;-;4;1;-;-;39;9;8;-;-;1;-;2;1;4;8;87
"412260 RONDON";1;17;1;1;-;4;-;14;10;6;-;1;2;-;1;1;1;3;63
"412265 ROSARIO DO IVAI";-;6;-;2;-;3;-;16;4;2;1;1;-;1;-;-;2;6;44
"412270 SABAUDIA";-;10;-;1;1;-;-;13;8;2;-;1;4;-;1;-;1;4;46
"412280 SALGADO FILHO";1;5;-;1;-;1;-;11;4;2;-;-;2;-;-;-;1;2;30
"412290 SALTO DO ITARARE";2;7;-;-;2;2;-;14;4;1;1;-;-;-;-;-;4;5;42
"412300 SALTO DO LONTRA";1;23;-;7;-;1;-;23;15;8;-;-;2;-;-;1;1;11;93
"412310 SANTA AMELIA";2;3;-;1;-;-;-;7;12;1;-;-;1;-;1;1;1;4;34
"412320 SANTA CECILIA DO PAVAO";1;3;-;3;-;1;-;4;5;-;1;-;-;-;1;-;2;4;25
"412330 SANTA CRUZ DE MONTE CASTELO";1;15;-;2;1;3;-;22;7;1;-;-;-;-;1;-;-;5;58
"412340 SANTA FE";-;14;-;4;1;3;-;17;7;4;-;1;3;-;-;-;1;11;66
"412350 SANTA HELENA";5;41;-;10;-;10;-;60;29;7;-;1;1;1;6;-;4;13;188
"412360 SANTA INES";-;-;-;1;-;-;-;5;1;-;-;-;-;-;-;-;-;3;10
"412370 SANTA ISABEL DO IVAI";1;17;1;5;2;5;-;31;4;5;-;-;2;-;3;1;2;4;83
"412380 SANTA IZABEL DO OESTE";2;18;-;3;-;5;-;23;17;2;-;-;3;-;1;-;2;12;88
"412382 SANTA LUCIA";-;9;-;1;-;3;-;4;-;2;-;-;-;-;-;-;-;2;21
"412385 SANTA MARIA DO OESTE";2;9;-;3;1;-;-;14;5;3;-;-;1;-;1;1;15;14;69
"412390 SANTA MARIANA";8;20;-;11;3;4;-;37;17;12;-;-;2;-;-;-;2;9;125
"412395 SANTA MONICA";1;11;-;-;1;1;-;13;1;3;-;-;1;1;-;-;1;3;37
"412400 SANTANA DO ITARARE";2;5;-;7;1;-;-;16;7;3;-;-;3;-;1;-;3;5;53
"412402 SANTA TEREZA DO OESTE";2;10;-;6;-;1;-;16;5;1;-;1;-;-;-;1;3;7;53
"412405 SANTA TEREZINHA DE ITAIPU";8;25;2;-;1;5;-;39;15;4;-;-;4;1;2;-;1;21;128
"412410 SANTO ANTONIO DA PLATINA";10;69;1;27;12;13;-;113;46;17;1;-;8;-;3;4;9;29;362
"412420 SANTO ANTONIO DO CAIUA";1;3;-;1;-;1;-;3;4;2;-;-;1;-;-;-;-;3;19
"412430 SANTO ANTONIO DO PARAISO";3;2;-;-;-;-;-;2;2;3;-;-;-;-;2;-;6;-;20
"412440 SANTO ANTONIO DO SUDOESTE";6;33;-;5;-;9;-;48;12;7;2;1;2;-;-;1;2;18;146
"412450 SANTO INACIO";1;7;1;5;-;-;-;12;5;3;-;-;2;-;1;-;1;8;46
"412460 SAO CARLOS DO IVAI";1;9;-;6;1;2;-;16;13;4;-;-;-;-;3;-;3;2;60
"412470 SAO JERONIMO DA SERRA";2;7;-;6;1;-;-;17;8;7;1;-;2;-;1;1;6;11;70
"412480 SAO JOAO";2;29;-;2;-;2;-;29;7;5;-;-;1;-;3;-;2;5;87
"412490 SAO JOAO DO CAIUA";-;10;-;4;-;-;-;10;7;4;-;-;-;-;-;-;7;7;49
"412500 SAO JOAO DO IVAI";3;14;1;11;1;4;-;31;22;3;-;1;1;-;5;-;5;7;109
"412510 SAO JOAO DO TRIUNFO";5;22;1;3;1;1;-;31;11;2;-;-;2;-;3;-;5;7;94
"412520 SAO JORGE D'OESTE";4;11;2;6;-;2;-;16;6;1;-;-;2;-;-;1;-;3;54
"412530 SAO JORGE DO IVAI";2;6;-;1;-;1;-;15;4;4;1;2;2;-;-;-;-;4;42
"412535 SAO JORGE DO PATROCINIO";3;10;-;2;-;1;-;16;8;2;-;-;2;-;-;-;-;7;51
"412540 SAO JOSE DA BOA VISTA";3;4;1;9;-;2;-;16;7;2;-;-;1;-;1;1;1;2;50
"412545 SAO JOSE DAS PALMEIRAS";-;4;-;1;-;-;-;11;2;5;-;2;-;-;1;-;-;3;29
"412550 SAO JOSE DOS PINHAIS";71;313;2;86;35;57;1;384;171;70;1;10;47;3;15;17;11;239;1533
"412555 SAO MANOEL DO PARANA";-;3;-;-;-;2;-;2;5;1;-;-;2;-;1;-;-;1;17
"412560 SAO MATEUS DO SUL";7;77;2;13;5;6;-;85;45;11;-;1;11;-;5;3;2;37;310
"412570 SAO MIGUEL DO IGUACU";3;34;-;10;1;8;-;59;26;6;1;-;5;-;4;1;3;32;193
"412575 SAO PEDRO DO IGUACU";1;10;-;1;-;2;-;23;9;5;-;-;1;-;-;-;1;8;61
"412580 SAO PEDRO DO IVAI";-;6;-;7;2;1;-;15;15;3;-;-;2;-;1;-;-;5;57
"412590 SAO PEDRO DO PARANA";-;2;-;-;-;4;-;3;4;1;-;-;2;-;-;-;-;2;18
"412600 SAO SEBASTIAO DA AMOREIRA";3;5;-;4;3;2;-;17;10;2;-;-;1;-;-;-;-;9;56
"412610 SAO TOME";2;5;-;2;1;2;-;8;2;4;-;-;-;-;-;-;-;2;28
"412620 SAPOPEMA";2;6;1;5;-;1;-;12;10;3;-;-;2;-;-;-;5;11;58
"412625 SARANDI";19;97;-;39;3;19;-;155;68;34;2;2;21;-;5;4;15;98;581
"412627 SAUDADE DO IGUACU";-;8;-;2;-;6;-;9;4;3;-;-;-;-;-;1;1;3;37
"412630 SENGES";2;14;1;11;5;-;-;38;12;5;-;-;4;-;-;1;1;6;100
"412635 SERRANOPOLIS DO IGUACU";1;13;-;-;-;1;-;6;4;3;-;-;-;-;1;-;1;8;38
"412640 SERTANEJA";2;10;-;3;1;-;-;15;6;1;-;1;2;-;1;1;1;4;48
"412650 SERTANOPOLIS";5;32;1;4;1;2;-;24;13;3;-;-;1;-;2;1;-;11;100
"412660 SIQUEIRA CAMPOS";7;23;-;8;-;-;-;56;27;9;-;-;3;-;2;-;6;16;157
"412665 SULINA";-;8;1;1;1;1;-;10;2;-;-;-;-;-;-;-;1;4;29
"412667 TAMARANA";2;12;-;3;2;1;-;26;16;2;-;-;2;-;3;3;4;16;92
"412670 TAMBOARA";1;5;1;2;1;1;-;14;3;2;-;-;2;-;-;-;1;4;37
"412680 TAPEJARA";3;18;-;9;1;8;-;30;11;8;-;-;1;-;3;-;1;17;110
"412690 TAPIRA";2;4;-;2;-;3;-;24;7;2;-;-;3;-;-;1;1;7;56
"412700 TEIXEIRA SOARES";-;16;-;5;1;5;-;19;8;4;-;1;1;-;1;-;4;4;69
"412710 TELEMACO BORBA";12;89;1;42;12;19;-;119;70;25;-;1;17;-;5;4;17;50;483
"412720 TERRA BOA";-;26;-;8;-;6;-;40;16;10;1;-;5;-;-;2;1;13;128
"412730 TERRA RICA";1;27;-;5;1;3;-;41;21;9;-;-;4;1;1;1;3;14;132
"412740 TERRA ROXA";2;22;2;3;1;1;-;50;13;9;-;-;2;-;2;-;-;15;122
"412750 TIBAGI";7;20;2;5;1;2;-;40;16;7;-;-;2;-;1;2;8;16;129
"412760 TIJUCAS DO SUL";1;17;2;5;2;1;-;22;13;7;-;-;3;-;3;-;3;10;89
"412770 TOLEDO";19;152;6;41;3;31;-;211;109;49;1;7;16;-;13;10;1;91;760
"412780 TOMAZINA";2;8;-;1;1;1;-;26;9;6;-;-;2;-;1;-;5;2;64
"412785 TRES BARRAS DO PARANA";3;18;1;8;-;1;-;28;8;6;-;-;4;-;-;-;1;21;99
"412788 TUNAS DO PARANA";2;11;1;3;2;2;-;6;4;-;-;-;-;1;1;-;1;8;42
"412790 TUNEIRAS DO OESTE";1;6;2;6;1;3;-;16;12;4;-;-;-;-;-;1;-;11;63
"412795 TUPASSI";-;12;-;3;1;2;-;25;8;2;-;-;-;-;-;-;-;9;62
"412796 TURVO";-;14;-;3;-;3;-;28;15;4;-;-;3;-;1;2;1;10;84
"412800 UBIRATA";3;30;1;12;5;6;-;61;14;13;2;-;3;-;1;2;1;22;176
"412810 UMUARAMA";28;141;1;44;13;41;-;208;101;38;2;3;17;1;17;6;19;79;759
"412820 UNIAO DA VITORIA";9;92;4;25;6;14;-;106;32;17;2;-;14;-;4;2;1;40;368
"412830 UNIFLOR";-;3;-;3;-;1;-;3;2;3;-;-;1;-;-;-;-;1;17
"412840 URAI";4;23;1;4;1;2;-;37;16;8;1;-;1;-;2;-;4;8;112
"412850 WENCESLAU BRAZ";5;26;1;12;1;3;-;64;13;2;-;1;2;-;1;-;6;13;150
"412853 VENTANIA";3;8;-;1;-;2;-;15;6;2;-;-;1;-;-;-;1;11;50
"412855 VERA CRUZ DO OESTE";1;15;2;13;-;3;-;25;4;2;-;1;2;-;-;-;1;11;80
"412860 VERE";-;14;-;2;-;1;-;23;11;1;-;-;3;-;1;-;-;5;61
"412862 ALTO PARAISO";1;4;-;4;-;-;-;5;3;1;-;-;2;1;-;-;-;2;23
"412863 DOUTOR ULYSSES";1;1;1;-;-;-;-;9;3;1;-;-;-;-;-;1;-;5;22
"412865 VIRMOND";1;1;-;3;-;-;-;8;5;2;-;-;1;-;-;-;-;3;24
"412870 VITORINO";-;16;-;5;-;-;-;6;6;3;-;-;1;-;3;-;2;10;52
"412880 XAMBRE";4;7;-;3;-;1;-;17;12;2;-;-;-;-;-;1;2;7;56
"Total";2208;14060;294;4298;752;2825;7;20271;8893;3785;156;283;1883;57;982;584;1692;8603;71633
 Fonte: MS/SVSA/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Consulte o site da Secretaria Estadual de Saúde para mais informações.
 Notas:
 
 Dados finais disponíveis até 2024 - data de extração 02/12/2025.
 Dados de 2025 - Preliminares - data de extração 28/07/2026.
 Dados de 2026 - 1a prévia - data de extração 01/06/2026.
 
