 Mortalidade - Paraná
Óbitos p/Residênc por Município e Capítulo CID-10
Período:2014
"Município";"Cap I";"Cap II";"Cap III";"Cap IV";"Cap V";"Cap VI";"Cap VIII";"Cap IX";"Cap X";"Cap XI";"Cap XII";"Cap XIII";"Cap XIV";"Cap XV";"Cap XVI";"Cap XVII";"Cap XVIII";"Cap XX";"Total"
"410390 CAMPINA DA LAGOA";2;17;-;4;1;4;-;57;11;10;-;-;2;-;-;-;2;14;124
"410395 CAMPINA DO SIMAO";-;4;-;1;-;-;-;7;5;-;-;-;-;-;1;-;-;3;21
"410400 CAMPINA GRANDE DO SUL";12;40;1;10;2;8;-;68;31;24;-;5;4;1;3;1;5;43;258
"410405 CAMPO BONITO";1;10;-;-;-;1;-;7;2;3;-;-;-;-;1;-;2;1;28
"410410 CAMPO DO TENENTE";1;5;-;1;-;1;-;18;5;1;-;-;1;-;1;-;-;4;38
"410420 CAMPO LARGO";31;128;2;15;3;15;-;228;130;41;-;2;14;1;8;4;-;101;723
"410425 CAMPO MAGRO";4;30;1;8;1;6;-;44;17;8;-;1;7;-;1;3;1;26;158
"410430 CAMPO MOURAO";18;110;1;27;8;21;-;181;111;51;1;3;18;1;8;7;10;95;671
"410440 CANDIDO DE ABREU";1;17;-;4;1;1;-;33;6;9;1;-;1;-;1;-;18;9;102
"410442 CANDOI";1;19;1;5;-;-;-;23;9;4;-;-;3;-;7;3;5;10;90
"410445 CANTAGALO";1;15;-;4;1;-;-;31;11;1;-;-;-;-;3;1;3;12;83
"410450 CAPANEMA";9;35;2;2;1;1;-;44;11;10;2;1;2;-;1;-;21;18;160
"410460 CAPITAO LEONIDAS MARQUES";2;17;-;5;4;1;-;33;10;5;-;-;3;-;-;2;4;17;103
"410465 CARAMBEI";3;21;-;2;-;2;-;18;12;4;-;1;2;-;2;3;2;13;85
"410470 CARLOPOLIS";6;14;2;4;1;2;-;35;7;3;-;-;2;-;3;2;5;15;101
"410480 CASCAVEL";40;377;8;87;31;37;-;449;155;73;6;4;27;-;25;19;40;242;1620
"410490 CASTRO";10;71;-;25;4;5;-;117;52;13;1;2;11;-;16;4;57;60;448
"410500 CATANDUVAS";2;5;1;4;1;1;-;24;13;-;-;-;-;-;2;3;2;4;62
"410510 CENTENARIO DO SUL";-;18;-;3;1;3;-;40;12;6;1;-;1;-;1;-;-;4;90
"410520 CERRO AZUL";7;19;-;13;2;2;-;42;12;10;-;-;3;-;6;4;3;15;138
"410530 CEU AZUL";2;24;-;1;1;-;-;27;12;2;-;-;2;-;1;1;-;10;83
"410540 CHOPINZINHO";4;26;1;9;1;3;-;28;9;7;-;-;3;-;3;-;6;18;118
"410550 CIANORTE";13;68;1;43;6;19;-;144;37;23;1;3;6;-;5;8;4;72;453
"410560 CIDADE GAUCHA";5;12;-;5;-;2;-;34;8;6;-;-;1;-;2;-;-;8;83
"410570 CLEVELANDIA";2;23;1;8;-;6;-;32;17;6;-;-;2;-;4;2;14;20;137
"410580 COLOMBO";37;218;3;93;25;45;-;342;127;79;1;5;31;3;17;11;7;231;1275
"410590 COLORADO";7;22;3;12;-;3;-;36;16;10;1;1;6;-;1;1;6;16;141
"410600 CONGONHINHAS";1;14;1;9;1;2;-;25;7;3;-;-;1;-;2;-;2;10;78
"410610 CONSELHEIRO MAIRINCK";3;6;-;2;-;2;-;8;3;-;-;-;-;-;-;1;1;5;31
"410620 CONTENDA";1;18;1;1;-;2;-;27;16;4;-;-;1;-;2;-;2;9;84
"410630 CORBELIA";3;25;-;5;1;2;-;24;18;3;-;-;2;-;3;1;1;8;96
"410640 CORNELIO PROCOPIO";8;58;-;20;5;11;-;108;48;27;-;4;6;-;4;4;9;26;338
"410645 CORONEL DOMINGOS SOARES";-;6;-;-;1;1;-;3;4;2;-;-;-;-;-;3;2;7;29
"410650 CORONEL VIVIDA";3;32;-;5;3;5;1;42;23;8;-;-;6;-;3;-;6;16;153
"410655 CORUMBATAI DO SUL";-;4;-;1;1;-;-;13;3;4;-;-;1;-;-;-;5;3;35
"410657 CRUZEIRO DO IGUACU";-;2;-;-;-;1;-;9;2;3;-;-;1;-;2;-;2;3;25
"410660 CRUZEIRO DO OESTE";6;25;1;11;1;13;-;56;30;6;-;-;4;-;2;2;34;24;215
"410670 CRUZEIRO DO SUL";-;6;-;6;-;-;-;12;3;1;-;-;1;-;1;-;-;3;33
"410680 CRUZ MACHADO";1;19;3;2;4;4;-;42;16;3;-;-;1;-;2;-;4;15;116
"410685 CRUZMALTINA";2;2;1;-;-;1;-;11;3;1;-;-;-;-;-;-;1;4;26
"410690 CURITIBA";398;2174;31;564;74;585;-;2883;994;600;11;68;191;10;103;82;91;1353;10212
"410700 CURIUVA";2;15;-;8;1;3;-;31;6;10;-;-;3;-;1;-;9;12;101
"410710 DIAMANTE DO NORTE";1;4;-;6;-;-;-;12;7;4;-;-;-;-;-;1;2;4;41
"410712 DIAMANTE DO SUL";-;5;-;-;-;-;-;3;3;1;-;-;-;-;-;-;-;2;14
"410715 DIAMANTE D'OESTE";-;7;-;2;2;1;-;10;3;3;-;-;1;-;-;1;-;5;35
"410720 DOIS VIZINHOS";9;49;-;6;2;6;-;53;29;5;-;-;4;1;5;1;21;30;221
"410725 DOURADINA";1;7;-;6;2;-;-;19;6;-;-;-;-;-;-;-;4;3;48
"410730 DOUTOR CAMARGO";-;8;1;2;-;-;-;13;6;2;-;-;2;-;-;1;2;5;42
"410740 ENEAS MARQUES";-;10;1;2;-;-;-;10;4;2;-;-;-;-;1;1;1;7;39
"410750 ENGENHEIRO BELTRAO";2;9;-;5;3;2;-;32;14;1;-;-;3;-;-;2;1;13;87
"410752 ESPERANCA NOVA";-;1;-;2;-;-;-;9;-;1;-;-;2;-;-;2;-;3;20
"410753 ENTRE RIOS DO OESTE";1;4;-;5;1;1;-;4;1;1;-;-;-;-;-;-;-;5;23
"410754 ESPIGAO ALTO DO IGUACU";1;3;-;5;-;3;-;8;5;1;-;-;-;-;-;-;2;3;31
"410755 FAROL";-;5;-;-;-;-;-;7;1;2;-;-;-;-;-;-;1;2;18
"410760 FAXINAL";2;14;2;8;-;6;-;56;20;11;-;-;1;-;1;-;7;10;138
"410765 FAZENDA RIO GRANDE";28;80;1;39;14;3;-;129;43;23;1;4;10;2;14;4;1;114;510
"410770 FENIX";2;6;-;5;-;3;-;9;3;1;1;-;-;-;2;-;2;6;40
"410773 FERNANDES PINHEIRO";1;10;1;1;-;1;-;7;9;1;-;-;2;-;4;-;3;2;42
"410775 FIGUEIRA";2;8;-;3;1;3;-;23;6;4;-;-;-;-;-;-;2;3;55
"410780 FLORAI";-;8;-;2;-;1;-;15;3;3;1;-;2;-;-;1;-;4;40
"410785 FLOR DA SERRA DO SUL";-;3;-;-;-;1;-;6;5;2;-;-;-;-;-;-;1;2;20
"410790 FLORESTA";1;6;-;2;-;1;-;11;5;2;-;-;-;-;-;1;3;5;37
"410800 FLORESTOPOLIS";2;13;1;4;3;-;-;24;15;1;-;-;3;-;-;-;6;9;81
"410810 FLORIDA";1;2;-;-;-;-;-;2;2;1;-;-;1;-;-;1;1;-;11
"410820 FORMOSA DO OESTE";1;10;-;7;-;1;-;24;4;5;-;1;1;-;1;-;-;5;60
"410830 FOZ DO IGUACU";67;287;6;102;22;45;-;337;170;83;6;7;33;1;36;16;62;240;1520
"410832 FRANCISCO ALVES";-;7;-;3;-;2;-;22;4;2;-;-;2;-;-;1;3;4;50
"410840 FRANCISCO BELTRAO";10;99;1;33;2;9;-;111;59;23;-;2;10;-;7;1;22;72;461
"410845 FOZ DO JORDAO";-;7;-;3;-;2;-;6;2;-;-;1;1;-;1;-;-;9;32
"410850 GENERAL CARNEIRO";4;11;-;4;1;2;-;19;12;2;-;-;1;-;1;1;4;11;73
"410855 GODOY MOREIRA";-;4;-;3;-;-;-;9;1;1;-;-;-;-;-;-;1;6;25
"410860 GOIOERE";1;27;2;11;3;6;-;77;26;12;1;1;1;-;7;3;11;32;221
"410865 GOIOXIM";-;9;-;-;-;1;-;8;7;4;-;1;-;-;3;-;3;7;43
"410870 GRANDES RIOS";-;4;-;1;-;-;-;13;5;8;1;-;1;-;-;-;4;6;43
"410880 GUAIRA";12;42;1;18;1;4;-;59;18;11;2;2;5;-;6;1;15;31;228
"410890 GUAIRACA";-;4;-;3;-;-;-;16;3;1;-;-;1;-;1;-;3;6;38
"410895 GUAMIRANGA";2;17;-;7;-;1;-;17;9;3;-;-;1;-;-;-;1;10;68
"410900 GUAPIRAMA";-;7;-;3;-;-;-;6;3;2;-;1;-;1;2;-;3;4;32
"410910 GUAPOREMA";-;3;-;1;-;-;-;9;3;-;-;-;-;-;-;1;-;1;18
"410920 GUARACI";-;11;-;3;-;-;-;13;10;3;-;-;1;-;-;-;-;8;49
"410930 GUARANIACU";4;25;1;7;1;3;-;31;7;5;-;-;1;-;1;1;1;13;101
"410940 GUARAPUAVA";17;218;3;49;5;24;-;330;150;63;-;7;32;4;26;10;14;157;1109
"410950 GUARAQUECABA";-;9;-;2;-;-;-;16;6;1;-;-;1;-;-;-;1;1;37
"410960 GUARATUBA";13;34;-;10;1;5;-;60;21;11;-;1;3;-;7;-;23;41;230
"410965 HONORIO SERPA";1;7;-;2;-;2;-;7;8;4;-;-;1;-;-;1;-;2;35
"410970 IBAITI";4;32;-;18;7;1;-;81;35;10;-;-;5;-;1;2;15;16;227
"410975 IBEMA";-;9;-;5;1;-;-;13;5;2;-;-;-;-;-;1;-;5;41
"410980 IBIPORA";6;62;1;27;5;7;-;89;48;11;3;1;9;-;4;1;9;36;319
"410990 ICARAIMA";3;16;-;4;3;2;-;37;5;3;-;-;-;-;1;-;6;5;85
"411000 IGUARACU";1;8;-;3;-;-;-;7;4;2;-;-;1;-;2;1;2;1;32
"411005 IGUATU";-;3;-;-;-;-;-;8;3;1;-;-;-;-;-;-;-;2;17
"411007 IMBAU";2;10;-;6;-;1;-;16;15;7;-;1;2;-;1;-;6;12;79
"411010 IMBITUVA";4;48;1;11;1;2;-;41;26;9;-;-;8;1;4;1;3;19;179
"411020 INACIO MARTINS";-;14;-;2;1;-;-;18;18;6;-;-;1;-;-;-;3;5;68
"411030 INAJA";1;1;1;-;-;-;-;12;-;1;-;-;1;-;-;-;2;2;21
"411040 INDIANOPOLIS";-;7;-;1;-;-;-;22;1;-;-;-;2;-;-;-;1;7;41
"411050 IPIRANGA";2;15;-;5;-;2;-;20;8;3;-;-;2;-;1;3;21;12;94
"411060 IPORA";11;25;-;11;1;5;-;23;20;5;-;1;5;1;1;-;15;11;135
"411065 IRACEMA DO OESTE";2;2;-;-;-;-;-;5;2;1;-;-;1;-;-;-;1;2;16
"411070 IRATI";9;70;3;21;3;11;-;108;75;23;-;1;11;-;9;1;27;33;405
"411080 IRETAMA";3;10;1;3;-;-;-;30;8;7;-;-;1;-;-;-;9;16;88
"411090 ITAGUAJE";5;4;1;-;1;-;-;7;4;-;1;-;-;-;-;-;3;4;30
"411095 ITAIPULANDIA";2;17;1;5;-;3;-;26;8;-;-;-;2;-;1;-;2;14;81
"411100 ITAMBARACA";-;6;1;5;-;2;-;21;4;2;-;-;2;1;1;-;-;5;50
"411110 ITAMBE";-;8;-;3;-;-;-;15;5;4;-;-;2;-;1;-;3;5;46
"411120 ITAPEJARA D'OESTE";2;14;1;4;1;2;-;21;11;3;-;1;-;-;1;-;2;13;76
"411125 ITAPERUCU";3;22;1;4;3;2;-;51;11;5;-;1;2;-;4;2;3;31;145
"411130 ITAUNA DO SUL";-;4;1;2;1;1;-;11;2;2;-;-;-;-;-;-;1;3;28
"411140 IVAI";1;13;-;1;-;1;-;9;5;1;-;-;-;-;-;-;39;9;79
"411150 IVAIPORA";6;40;-;24;-;5;-;82;30;10;-;-;8;-;-;2;13;24;244
"411155 IVATE";-;8;-;2;-;3;-;17;5;4;-;-;1;-;1;1;3;8;53
"411160 IVATUBA";-;5;-;1;-;-;-;5;6;1;-;-;-;-;-;-;-;2;20
"411170 JABOTI";1;5;-;3;-;-;-;13;3;3;-;1;1;-;-;-;1;4;35
"411180 JACAREZINHO";9;61;-;27;5;8;-;106;45;27;-;2;9;-;6;1;4;19;329
"411190 JAGUAPITA";13;25;-;10;-;1;-;20;14;7;-;1;3;-;1;1;2;15;113
"411200 JAGUARIAIVA";5;31;3;7;1;3;-;65;19;10;-;-;9;-;5;-;60;11;229
"411210 JANDAIA DO SUL";1;40;1;10;1;5;-;53;20;9;-;-;2;-;1;3;4;20;170
"411220 JANIOPOLIS";2;11;-;4;-;2;-;16;7;3;-;-;3;-;-;-;2;9;59
"411230 JAPIRA";1;5;-;3;-;2;-;15;5;3;-;-;2;-;1;-;1;6;44
"411240 JAPURA";1;9;-;-;-;4;-;26;12;2;-;-;-;-;1;-;1;3;59
"411250 JARDIM ALEGRE";3;22;2;5;1;1;-;29;8;7;-;-;2;-;-;1;2;8;91
"411260 JARDIM OLINDA";1;2;-;1;1;-;-;5;1;-;-;-;-;-;-;1;-;1;13
"411270 JATAIZINHO";3;12;1;8;3;6;-;28;12;9;-;-;1;-;-;1;1;13;98
"411275 JESUITAS";2;14;-;2;-;1;-;26;14;4;-;-;3;-;-;1;-;5;72
"411280 JOAQUIM TAVORA";3;14;-;10;-;1;-;29;13;7;-;-;2;-;-;-;2;6;87
"411290 JUNDIAI DO SUL";1;2;-;6;-;-;-;9;2;3;-;-;-;1;-;-;-;-;24
"411295 JURANDA";1;12;1;2;2;-;-;21;3;2;1;-;-;-;-;-;3;10;58
"411300 JUSSARA";1;6;-;3;2;1;-;16;5;3;-;-;1;-;-;-;2;5;45
"411310 KALORE";-;7;-;2;-;-;-;18;5;4;-;-;1;-;-;-;-;6;43
"411320 LAPA";13;67;2;5;2;8;-;71;50;17;2;2;10;-;1;1;8;27;286
"411325 LARANJAL";2;2;1;2;-;-;-;10;3;2;-;-;1;-;-;-;1;5;29
"411330 LARANJEIRAS DO SUL";3;37;2;20;-;4;-;65;25;12;-;-;3;1;1;1;14;31;219
"411340 LEOPOLIS";3;5;-;2;2;-;-;9;3;4;-;-;2;-;-;-;1;4;35
"411342 LIDIANOPOLIS";-;7;-;1;-;-;-;13;3;1;-;-;-;-;-;-;-;7;32
"411345 LINDOESTE";1;7;-;1;-;2;-;3;3;1;-;-;-;-;-;-;1;5;24
"411350 LOANDA";10;25;1;11;1;8;-;58;17;11;1;-;5;-;5;2;7;22;184
"411360 LOBATO";-;13;3;2;2;-;-;16;5;-;-;-;2;-;-;1;1;2;47
"411370 LONDRINA";98;707;18;259;53;172;1;941;424;215;9;19;64;6;39;29;48;427;3529
"411373 LUIZIANA";1;11;-;8;-;1;-;13;7;5;-;-;1;-;-;2;-;6;55
"411375 LUNARDELLI";2;7;-;3;1;2;-;17;2;5;-;-;-;-;-;1;-;2;42
"411380 LUPIONOPOLIS";2;10;-;5;-;-;-;11;9;1;-;1;1;-;1;-;-;4;45
"411390 MALLET";1;18;-;11;-;5;-;39;16;5;-;-;2;-;-;-;2;5;104
"411400 MAMBORE";2;15;-;3;1;1;-;39;14;10;-;-;-;-;2;-;2;14;103
"411410 MANDAGUACU";2;20;2;8;2;2;-;40;9;8;-;-;10;-;2;2;2;16;125
"411420 MANDAGUARI";9;32;3;12;2;8;-;73;36;7;-;3;5;1;5;2;15;13;226
"411430 MANDIRITUBA";5;21;-;11;1;1;-;62;19;7;-;1;1;-;5;2;3;31;170
"411435 MANFRINOPOLIS";-;5;-;1;-;-;-;5;4;-;-;-;1;-;-;-;-;1;17
"411440 MANGUEIRINHA";2;18;-;5;1;1;-;15;3;5;-;-;-;-;2;4;3;15;74
"411450 MANOEL RIBAS";3;19;1;4;1;1;-;42;10;8;-;1;2;-;-;-;16;11;119
"411460 MARECHAL CANDIDO RONDON";8;72;1;23;5;5;1;82;24;23;-;1;6;-;2;4;4;37;298
"411470 MARIA HELENA";2;6;-;2;2;1;-;15;4;1;-;-;3;-;2;-;2;7;47
"411480 MARIALVA";6;30;2;11;4;7;-;55;36;6;-;-;9;-;1;3;2;13;185
"411490 MARILANDIA DO SUL";1;15;-;6;1;-;-;24;6;3;1;-;1;-;1;2;-;4;65
"411500 MARILENA";-;5;-;5;-;1;-;23;4;2;-;-;1;-;2;-;1;4;48
"411510 MARILUZ";3;8;-;5;-;4;-;20;3;6;-;-;3;-;1;-;3;9;65
"411520 MARINGA";74;440;6;120;3;108;-;545;255;112;2;28;82;3;30;22;40;241;2111
"411530 MARIOPOLIS";-;6;-;1;-;-;-;10;4;2;-;-;1;-;1;1;2;4;32
"411535 MARIPA";1;5;-;2;-;-;-;9;2;-;-;-;1;-;1;-;-;8;29
"411540 MARMELEIRO";-;24;-;6;1;1;-;28;10;4;-;1;-;-;3;2;3;16;99
"411545 MARQUINHO";1;3;-;1;-;-;-;6;3;3;-;-;-;-;-;-;-;1;18
"411550 MARUMBI";-;2;-;2;-;1;-;7;3;3;-;-;-;-;-;-;1;2;21
"411560 MATELANDIA";2;26;-;10;1;1;-;40;8;5;1;1;1;-;3;-;8;25;132
"411570 MATINHOS";10;36;-;13;2;7;-;48;31;15;1;1;4;-;5;-;34;29;236
"411573 MATO RICO";1;5;-;2;-;-;-;14;3;2;-;-;-;-;-;-;1;3;31
"411575 MAUA DA SERRA";1;5;-;6;-;-;1;17;2;3;-;1;1;-;-;1;1;12;51
"411580 MEDIANEIRA";3;48;-;10;2;10;-;53;30;11;1;1;5;-;2;4;6;51;237
"411585 MERCEDES";2;10;2;2;-;-;-;10;2;2;-;1;2;-;-;1;-;12;46
"411590 MIRADOR";1;7;-;-;-;1;-;13;1;-;-;-;1;-;-;-;1;2;27
"411600 MIRASELVA";-;5;-;2;-;-;-;5;4;2;-;-;-;-;1;-;-;1;20
"411605 MISSAL";1;19;-;6;-;1;-;26;7;3;-;-;1;-;-;-;3;7;74
"411610 MOREIRA SALES";4;16;1;6;1;3;-;44;8;4;-;1;6;-;1;-;4;13;112
"411620 MORRETES";7;24;-;11;1;1;-;33;12;8;2;1;1;1;1;1;12;17;133
"411630 MUNHOZ DE MELO";-;5;-;1;-;2;-;9;2;1;1;-;2;-;-;-;2;3;28
"411640 NOSSA SENHORA DAS GRACAS";-;7;-;3;-;3;-;8;5;1;-;-;1;-;-;-;1;2;31
"411650 NOVA ALIANCA DO IVAI";-;1;-;1;-;1;-;4;-;-;-;-;2;-;-;-;-;1;10
"411660 NOVA AMERICA DA COLINA";2;7;-;-;-;-;-;8;1;3;-;-;-;-;1;-;2;2;26
"411670 NOVA AURORA";2;15;-;6;-;4;-;34;9;2;-;1;-;-;4;-;-;8;85
"411680 NOVA CANTU";1;11;-;5;1;1;-;20;5;1;-;-;-;1;-;-;-;4;50
"411690 NOVA ESPERANCA";11;48;-;20;3;10;-;54;29;19;-;-;11;-;3;2;6;33;249
"411695 NOVA ESPERANCA DO SUDOESTE";1;5;-;-;-;1;-;11;2;4;-;-;-;-;-;-;4;3;31
"411700 NOVA FATIMA";1;11;-;4;2;-;-;15;10;2;1;-;2;-;-;-;1;4;53
"411705 NOVA LARANJEIRAS";2;9;-;2;1;-;-;12;8;2;-;-;1;-;3;-;3;13;56
"411710 NOVA LONDRINA";2;13;1;7;-;-;-;27;1;9;-;-;2;-;2;-;6;9;79
"411720 NOVA OLIMPIA";-;10;1;5;-;1;-;22;11;2;-;-;1;-;1;-;3;7;64
"411721 NOVA SANTA BARBARA";1;6;-;1;-;-;-;6;1;-;-;-;2;-;1;-;-;5;23
"411722 NOVA SANTA ROSA";1;13;-;9;-;3;-;30;9;5;-;2;3;-;2;-;2;7;86
"411725 NOVA PRATA DO IGUACU";4;20;1;2;4;3;-;30;9;6;-;1;2;1;-;-;3;10;96
"411727 NOVA TEBAS";1;7;-;2;-;-;-;20;7;2;-;-;1;-;1;-;-;5;46
"411729 NOVO ITACOLOMI";-;1;-;-;-;2;-;7;3;1;-;-;-;-;-;1;-;3;18
"411730 ORTIGUEIRA";4;19;-;5;-;1;-;45;14;9;-;1;3;1;1;2;12;31;148
"411740 OURIZONA";-;8;-;2;-;-;-;12;7;2;-;-;-;-;-;-;1;6;38
"411745 OURO VERDE DO OESTE";2;6;-;5;1;1;-;13;6;2;-;-;-;-;2;-;2;3;43
"411750 PAICANDU";10;39;-;22;5;5;-;72;33;9;-;1;3;1;1;2;4;38;245
"411760 PALMAS";11;52;1;5;2;2;-;64;31;18;-;-;1;-;8;1;36;39;271
"411770 PALMEIRA";6;29;-;11;-;5;-;67;26;12;1;1;2;-;2;3;22;22;209
"411780 PALMITAL";2;19;1;2;-;1;-;34;12;5;-;-;-;-;2;-;2;20;100
"411790 PALOTINA";6;40;-;7;1;6;-;48;18;10;-;1;5;-;3;1;3;19;168
"411800 PARAISO DO NORTE";2;14;-;3;3;5;-;31;7;8;-;2;3;-;1;-;-;15;94
"411810 PARANACITY";1;11;-;3;1;2;-;14;5;4;-;-;-;-;2;1;5;13;62
"411820 PARANAGUA";78;156;4;71;5;16;1;259;120;53;2;4;34;-;18;7;52;117;997
"411830 PARANAPOEMA";-;2;-;1;-;-;-;7;-;-;-;-;-;-;1;-;1;1;13
"411840 PARANAVAI";13;126;3;45;9;22;-;208;55;37;-;2;23;-;8;7;-;69;627
"411845 PATO BRAGADO";1;10;-;2;-;1;-;9;2;2;-;-;-;-;-;1;3;3;34
"411850 PATO BRANCO";17;95;3;27;8;14;1;125;53;23;-;-;12;-;13;4;6;46;447
"411860 PAULA FREITAS";-;11;-;2;1;1;-;12;12;4;-;-;-;-;-;-;-;8;51
"411870 PAULO FRONTIN";1;12;-;3;1;2;-;24;2;2;-;1;-;-;2;-;2;10;62
"411880 PEABIRU";3;12;-;3;-;4;-;29;13;4;-;-;5;-;2;2;-;15;92
"411885 PEROBAL";2;2;-;1;-;-;-;11;3;2;-;-;-;-;-;-;9;7;37
