 Mortalidade - Paraná
Óbitos p/Residênc por Município e Capítulo CID-10
Período:2014
"Município";"Cap I";"Cap II";"Cap III";"Cap IV";"Cap V";"Cap VI";"Cap VIII";"Cap IX";"Cap X";"Cap XI";"Cap XII";"Cap XIII";"Cap XIV";"Cap XV";"Cap XVI";"Cap XVII";"Cap XVIII";"Cap XX";"Total"
"411890 PEROLA";1;18;-;6;-;5;-;28;4;3;-;-;2;1;1;-;6;4;79
"411900 PEROLA D'OESTE";2;6;1;1;-;-;-;17;3;6;-;-;2;-;-;-;-;1;39
"411910 PIEN";1;18;-;1;1;3;-;19;9;4;-;-;3;-;3;1;1;12;76
"411915 PINHAIS";41;129;5;53;11;12;-;186;73;42;1;3;21;3;14;4;17;103;718
"411920 PINHALAO";-;7;-;3;1;1;-;12;3;2;1;1;1;-;-;-;1;6;39
"411925 PINHAL DE SAO BENTO";-;1;-;1;1;1;-;8;3;-;-;-;-;-;1;-;1;-;17
"411930 PINHAO";3;32;-;20;2;2;-;68;33;9;-;2;2;1;5;2;3;20;204
"411940 PIRAI DO SUL";5;28;1;10;-;6;-;50;20;8;-;2;3;-;3;3;29;18;186
"411950 PIRAQUARA";32;68;2;45;16;12;-;163;61;32;4;2;13;1;15;4;9;104;583
"411960 PITANGA";3;43;-;7;2;8;-;78;29;10;-;1;6;-;2;3;12;19;223
"411965 PITANGUEIRAS";1;1;1;1;-;1;-;5;-;1;1;1;-;-;-;-;1;-;14
"411970 PLANALTINA DO PARANA";1;6;1;2;-;-;-;15;5;-;-;-;-;-;-;-;-;-;30
"411980 PLANALTO";-;21;-;5;1;3;-;39;15;4;-;-;2;-;2;-;2;13;107
"411990 PONTA GROSSA";84;461;8;105;67;77;-;600;247;125;2;12;42;1;34;17;92;206;2180
"411995 PONTAL DO PARANA";8;24;1;6;1;2;-;26;18;14;-;2;3;-;2;-;24;15;146
"412000 PORECATU";4;30;1;4;3;3;-;39;7;6;-;-;3;-;3;-;6;10;119
"412010 PORTO AMAZONAS";-;14;-;2;-;-;-;4;7;2;-;-;1;-;-;-;2;6;38
"412015 PORTO BARREIRO";-;4;-;2;-;-;-;2;5;1;-;-;-;-;-;3;-;4;21
"412020 PORTO RICO";-;4;-;1;-;-;-;8;1;2;-;-;3;-;-;-;1;4;24
"412030 PORTO VITORIA";2;5;-;3;-;1;-;8;7;3;-;-;2;-;-;1;-;-;32
"412033 PRADO FERREIRA";1;7;-;1;1;-;-;7;6;1;1;-;1;-;1;1;2;3;33
"412035 PRANCHITA";1;12;-;1;-;-;-;13;5;3;-;-;2;-;1;-;3;3;44
"412040 PRESIDENTE CASTELO BRANCO";-;6;-;1;-;-;-;1;2;3;-;-;1;-;1;-;4;10;29
"412050 PRIMEIRO DE MAIO";5;11;-;6;1;1;-;38;11;7;-;-;1;-;2;-;6;5;94
"412060 PRUDENTOPOLIS";8;73;-;14;7;7;-;113;43;26;-;4;4;-;9;1;12;36;357
"412065 QUARTO CENTENARIO";-;7;-;3;-;4;-;8;6;1;-;1;2;-;-;-;1;5;38
"412070 QUATIGUA";3;12;-;10;-;-;-;22;7;4;-;-;2;-;-;1;1;6;68
"412080 QUATRO BARRAS";5;21;-;4;1;2;-;42;12;7;-;1;1;-;1;1;-;16;114
"412085 QUATRO PONTES";-;6;-;1;1;2;-;6;4;4;-;-;-;-;1;-;-;3;28
"412090 QUEDAS DO IGUACU";3;33;-;6;4;2;-;60;21;5;-;1;-;-;4;1;2;23;165
"412100 QUERENCIA DO NORTE";4;14;1;7;-;-;-;21;3;6;-;-;-;1;1;1;-;15;74
"412110 QUINTA DO SOL";4;9;1;4;1;-;-;12;3;3;-;-;2;-;-;-;1;7;47
"412120 QUITANDINHA";2;22;-;7;2;-;-;32;17;3;-;2;1;-;-;1;7;23;119
"412125 RAMILANDIA";-;3;-;-;-;-;-;9;3;-;-;-;-;-;-;-;1;4;20
"412130 RANCHO ALEGRE";-;6;-;1;-;2;-;4;6;1;-;2;-;-;-;-;1;4;27
"412135 RANCHO ALEGRE D'OESTE";-;4;-;-;-;-;-;3;2;-;-;-;3;-;1;-;2;2;17
"412140 REALEZA";1;34;-;9;1;4;-;38;9;7;-;-;3;1;1;-;4;19;131
"412150 REBOUCAS";3;27;-;1;-;3;-;29;18;4;-;3;1;1;2;-;1;11;104
"412160 RENASCENCA";-;8;-;3;-;-;-;11;9;3;-;-;-;-;1;2;-;13;50
"412170 RESERVA";-;31;2;15;1;4;-;63;9;5;-;-;2;-;5;4;11;25;177
"412175 RESERVA DO IGUACU";-;9;-;1;-;2;-;6;2;1;-;-;-;-;3;2;-;2;28
"412180 RIBEIRAO CLARO";3;20;1;4;2;3;-;30;6;2;-;-;4;-;3;-;7;6;91
"412190 RIBEIRAO DO PINHAL";5;18;1;5;4;2;-;52;12;7;1;-;2;-;1;-;6;7;123
"412200 RIO AZUL";-;22;1;6;1;4;-;45;13;6;-;1;-;-;-;-;1;10;110
"412210 RIO BOM";1;4;-;1;-;2;-;9;5;-;-;-;-;-;-;-;-;1;23
"412215 RIO BONITO DO IGUACU";1;15;-;2;-;2;-;19;8;3;-;-;-;-;2;-;6;17;75
"412217 RIO BRANCO DO IVAI";2;4;-;1;-;1;-;6;6;3;-;1;-;1;-;-;-;1;26
"412220 RIO BRANCO DO SUL";12;29;-;12;5;3;-;64;18;11;-;2;2;-;2;3;3;22;188
"412230 RIO NEGRO";1;30;2;11;3;4;-;59;25;11;-;-;11;-;-;1;4;19;181
"412240 ROLANDIA";18;73;1;30;6;17;-;141;73;25;2;1;9;1;8;1;19;58;483
"412250 RONCADOR";-;17;-;5;-;1;-;19;10;3;-;-;2;-;-;1;1;9;68
"412260 RONDON";1;5;-;1;-;3;-;22;10;4;-;-;1;-;1;-;1;6;55
"412265 ROSARIO DO IVAI";-;11;-;12;-;1;-;11;9;2;-;2;-;-;-;-;5;6;59
"412270 SABAUDIA";1;6;-;4;-;2;-;13;6;5;-;-;-;-;-;1;2;8;48
"412280 SALGADO FILHO";-;6;-;-;-;1;-;5;1;1;-;-;-;-;-;-;2;5;21
"412290 SALTO DO ITARARE";4;8;1;10;-;1;-;12;4;1;-;-;-;-;1;-;5;5;52
"412300 SALTO DO LONTRA";1;21;-;3;-;1;-;20;10;1;-;-;1;-;2;-;1;11;72
"412310 SANTA AMELIA";1;1;-;4;-;-;-;10;1;4;-;-;-;-;-;-;2;3;26
"412320 SANTA CECILIA DO PAVAO";-;6;-;2;1;-;-;10;4;2;-;-;-;-;-;-;3;2;30
"412330 SANTA CRUZ DE MONTE CASTELO";5;12;1;4;2;3;-;20;11;7;-;-;1;-;-;-;2;7;75
"412340 SANTA FE";4;15;1;1;-;1;-;20;11;1;1;-;-;1;1;-;7;7;71
"412350 SANTA HELENA";4;42;-;13;2;3;-;53;17;11;-;1;1;-;4;-;3;27;181
"412360 SANTA INES";1;2;-;1;-;1;-;7;1;-;-;-;1;-;-;-;-;2;16
"412370 SANTA ISABEL DO IVAI";-;11;1;6;2;4;-;34;10;4;-;-;3;-;-;-;10;8;93
"412380 SANTA IZABEL DO OESTE";2;14;1;2;1;-;-;33;13;9;-;-;6;-;3;-;-;9;93
"412382 SANTA LUCIA";-;6;-;1;-;1;-;8;1;-;-;-;-;-;-;-;1;4;22
"412385 SANTA MARIA DO OESTE";-;10;-;6;-;3;-;20;13;10;-;-;-;-;1;1;8;6;78
"412390 SANTA MARIANA";5;21;1;3;4;3;-;32;11;9;1;2;3;-;1;-;-;11;107
"412395 SANTA MONICA";-;2;-;3;-;3;-;3;2;1;-;-;-;-;-;-;-;9;23
"412400 SANTANA DO ITARARE";1;4;-;2;-;2;-;12;6;3;-;-;1;-;-;-;2;7;40
"412402 SANTA TEREZA DO OESTE";1;10;-;5;1;3;-;17;7;4;-;-;-;-;3;1;5;9;66
"412405 SANTA TEREZINHA DE ITAIPU";6;22;1;9;3;1;-;26;10;7;-;1;5;-;3;1;4;20;119
"412410 SANTO ANTONIO DA PLATINA";8;55;-;24;12;15;-;122;34;17;-;1;4;1;1;4;5;20;323
"412420 SANTO ANTONIO DO CAIUA";1;3;-;-;-;-;-;4;3;1;-;-;-;-;-;-;-;3;15
"412430 SANTO ANTONIO DO PARAISO";-;3;-;3;-;-;-;2;-;-;1;-;-;-;1;-;-;1;11
"412440 SANTO ANTONIO DO SUDOESTE";3;16;-;7;-;3;-;34;16;8;-;-;1;-;2;1;1;14;106
"412450 SANTO INACIO";-;5;-;3;1;1;-;14;3;1;-;-;-;-;1;-;1;8;38
"412460 SAO CARLOS DO IVAI";-;4;-;8;-;5;-;13;5;3;-;-;2;-;2;-;-;6;48
"412470 SAO JERONIMO DA SERRA";3;13;-;3;1;-;-;23;11;6;-;-;1;-;-;-;4;11;76
"412480 SAO JOAO";-;19;-;3;2;2;-;47;5;4;-;-;3;-;-;-;2;9;96
"412490 SAO JOAO DO CAIUA";-;3;-;2;-;1;-;13;7;2;-;-;2;-;-;-;-;7;37
"412500 SAO JOAO DO IVAI";3;11;-;11;3;-;-;39;8;6;-;1;5;-;1;1;9;9;107
"412510 SAO JOAO DO TRIUNFO";1;14;-;1;-;-;-;16;13;4;-;-;4;-;1;3;13;5;75
"412520 SAO JORGE D'OESTE";2;11;-;3;-;2;-;10;20;2;-;1;1;-;-;-;3;10;65
"412530 SAO JORGE DO IVAI";-;7;-;2;1;1;-;15;3;4;-;2;1;-;-;1;1;1;39
"412535 SAO JORGE DO PATROCINIO";2;9;-;5;-;-;-;12;7;3;-;-;1;-;-;1;5;4;49
"412540 SAO JOSE DA BOA VISTA";2;6;-;5;-;-;-;21;9;3;-;-;1;-;1;-;-;1;49
"412545 SAO JOSE DAS PALMEIRAS";-;6;-;4;-;1;-;13;4;4;-;-;-;-;-;-;1;2;35
"412550 SAO JOSE DOS PINHAIS";68;285;4;78;21;51;1;352;161;85;3;12;35;2;34;20;37;245;1494
"412555 SAO MANOEL DO PARANA";-;1;-;1;-;-;-;7;1;2;-;-;2;-;-;-;-;-;14
"412560 SAO MATEUS DO SUL";7;56;-;8;6;7;-;80;30;19;-;2;5;-;5;1;-;33;259
"412570 SAO MIGUEL DO IGUACU";7;30;-;8;-;2;-;44;22;10;1;2;1;-;3;1;5;28;164
"412575 SAO PEDRO DO IGUACU";-;5;1;3;1;1;-;16;4;4;-;1;-;-;1;-;1;2;40
"412580 SAO PEDRO DO IVAI";-;7;-;4;-;1;-;25;7;2;-;-;2;-;-;-;2;9;59
"412590 SAO PEDRO DO PARANA";-;3;-;-;-;-;-;7;3;-;-;-;-;-;-;-;1;3;17
"412600 SAO SEBASTIAO DA AMOREIRA";3;8;-;4;2;3;-;17;9;3;2;-;2;-;1;-;4;3;61
"412610 SAO TOME";-;4;-;5;-;2;-;15;6;1;-;1;1;-;1;-;-;5;41
"412620 SAPOPEMA";2;12;-;2;-;-;-;11;7;4;-;-;-;-;2;1;2;7;50
"412625 SARANDI";20;78;2;25;7;12;-;154;46;21;1;3;16;1;6;7;13;93;505
"412627 SAUDADE DO IGUACU";1;7;-;2;1;1;-;4;9;1;-;-;1;-;-;-;1;4;32
"412630 SENGES";-;15;-;9;4;5;-;40;14;2;-;1;3;1;2;1;3;14;114
"412635 SERRANOPOLIS DO IGUACU";-;8;-;2;-;1;-;12;9;6;-;-;1;-;-;-;-;4;43
"412640 SERTANEJA";2;8;1;1;-;2;-;11;14;4;-;-;2;-;-;2;2;6;55
"412650 SERTANOPOLIS";2;20;-;7;2;4;-;41;28;9;-;-;2;-;-;1;6;16;138
"412660 SIQUEIRA CAMPOS";11;19;-;9;2;1;-;62;26;7;-;-;5;-;1;-;4;12;159
"412665 SULINA";-;3;-;3;-;-;-;6;1;4;-;-;-;-;-;-;1;4;22
"412667 TAMARANA";1;17;-;4;3;1;-;21;9;3;-;-;1;-;2;-;2;6;70
"412670 TAMBOARA";2;4;-;2;-;1;-;7;2;1;-;-;-;-;-;-;5;6;30
"412680 TAPEJARA";1;8;-;5;-;4;-;44;9;7;-;-;4;1;3;1;1;6;94
"412690 TAPIRA";1;11;1;3;1;1;-;11;8;4;-;-;-;-;1;-;4;5;51
"412700 TEIXEIRA SOARES";1;11;-;2;1;1;-;16;5;4;-;-;-;-;1;-;2;10;54
"412710 TELEMACO BORBA";15;77;6;39;6;11;-;122;81;35;1;1;14;1;4;4;14;69;500
"412720 TERRA BOA";-;24;1;10;3;2;-;36;9;6;-;-;4;-;2;4;1;18;120
"412730 TERRA RICA";5;12;-;5;-;4;-;42;10;7;-;1;5;-;3;1;2;15;112
"412740 TERRA ROXA";4;23;2;10;3;2;-;43;11;7;-;-;-;-;2;1;9;23;140
"412750 TIBAGI";2;23;1;7;1;5;-;37;17;4;-;2;1;-;1;1;4;21;127
"412760 TIJUCAS DO SUL";4;17;-;6;1;2;-;32;13;4;-;-;1;-;1;3;1;13;98
"412770 TOLEDO";33;159;5;22;4;31;-;195;103;42;-;1;12;-;12;12;20;94;745
"412780 TOMAZINA";6;13;-;5;-;-;-;25;9;4;-;-;3;-;1;-;2;6;74
"412785 TRES BARRAS DO PARANA";1;18;-;3;-;3;-;33;5;4;-;-;1;-;-;-;-;9;77
"412788 TUNAS DO PARANA";2;8;-;1;2;-;-;20;1;2;-;-;1;-;2;-;-;9;48
"412790 TUNEIRAS DO OESTE";1;7;2;6;1;-;-;20;6;1;-;-;4;-;-;-;-;10;58
"412795 TUPASSI";3;9;-;5;1;2;-;25;8;1;-;-;1;-;1;-;1;5;62
"412796 TURVO";1;17;1;4;3;1;-;24;12;4;-;-;1;-;2;-;4;12;86
"412800 UBIRATA";5;27;1;7;2;8;-;70;15;13;-;1;2;-;2;1;1;35;190
"412810 UMUARAMA";27;103;1;27;11;16;-;192;103;49;1;5;14;-;17;6;76;69;717
"412820 UNIAO DA VITORIA";13;69;-;28;2;5;-;130;40;15;1;4;4;-;5;5;4;55;380
"412830 UNIFLOR";-;4;-;1;-;1;-;7;-;-;-;-;2;-;-;-;3;3;21
"412840 URAI";1;14;-;3;-;2;-;33;13;8;-;-;4;-;-;-;4;8;90
"412850 WENCESLAU BRAZ";20;23;-;12;-;2;-;53;23;5;-;1;3;-;3;1;4;10;160
"412853 VENTANIA";4;12;-;4;-;-;-;18;9;5;-;-;-;1;3;-;4;7;67
"412855 VERA CRUZ DO OESTE";-;7;-;5;2;2;-;30;7;6;-;1;1;-;-;1;-;13;75
"412860 VERE";1;9;-;2;-;1;-;17;10;2;-;-;3;-;1;-;1;6;53
"412862 ALTO PARAISO";-;1;-;4;-;-;-;8;2;2;-;1;-;-;2;-;-;5;25
"412863 DOUTOR ULYSSES";1;5;1;1;-;1;-;8;2;3;-;-;-;-;-;1;-;2;25
"412865 VIRMOND";-;3;-;2;-;1;-;13;6;3;-;-;-;-;-;-;-;2;30
"412870 VITORINO";1;4;-;3;1;-;-;4;10;2;-;-;1;-;-;-;3;8;37
"412880 XAMBRE";1;7;-;3;-;-;-;15;10;5;-;-;-;-;1;1;10;7;60
"Total";2293;12856;272;4111;787;2207;7;20075;7939;3920;114;340;1527;75;1026;579;2308;8912;69348
 Fonte: MS/SVSA/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Consulte o site da Secretaria Estadual de Saúde para mais informações.
 Notas:
 
 Dados finais disponíveis até 2024 - data de extração 02/12/2025.
 Dados de 2025 - Preliminares - data de extração 28/07/2026.
 Dados de 2026 - 1a prévia - data de extração 01/06/2026.
 
