 Mortalidade - Paraná
Óbitos p/Residênc por Município e Capítulo CID-10
Período:2021
"Município";"Cap I";"Cap II";"Cap III";"Cap IV";"Cap V";"Cap VI";"Cap VIII";"Cap IX";"Cap X";"Cap XI";"Cap XII";"Cap XIII";"Cap XIV";"Cap XV";"Cap XVI";"Cap XVII";"Cap XVIII";"Cap XX";"Total"
"411890 PEROLA";27;20;-;24;3;13;-;58;9;7;1;1;3;-;1;-;2;7;176
"411900 PEROLA D'OESTE";5;10;-;4;-;2;-;28;7;3;-;1;2;-;-;-;3;4;69
"411910 PIEN";29;13;-;5;1;2;-;32;11;5;1;-;5;-;2;1;1;9;117
"411915 PINHAIS";444;138;5;48;15;42;-;194;73;51;1;2;29;2;5;3;26;81;1159
"411920 PINHALAO";18;9;-;7;1;2;-;26;3;4;1;-;3;-;1;-;2;6;83
"411925 PINHAL DE SAO BENTO";3;6;-;3;-;1;-;7;4;1;-;-;-;-;-;-;-;1;26
"411930 PINHAO";72;33;1;25;7;7;-;53;25;12;1;1;2;1;2;4;2;33;281
"411940 PIRAI DO SUL";89;28;3;7;3;6;-;61;22;13;1;-;7;1;-;2;8;27;278
"411950 PIRAQUARA";322;104;4;64;9;26;-;159;58;47;2;1;24;-;7;7;44;109;987
"411960 PITANGA";56;44;1;28;3;8;-;72;17;17;-;2;5;-;5;1;7;31;297
"411965 PITANGUEIRAS";9;4;-;1;1;1;-;3;5;-;-;-;1;-;-;-;-;2;27
"411970 PLANALTINA DO PARANA";3;10;-;2;-;-;-;8;6;2;-;-;1;-;-;1;1;5;39
"411980 PLANALTO";20;21;1;9;-;5;-;37;12;6;-;-;-;-;1;1;5;17;135
"411990 PONTA GROSSA";1359;534;11;246;32;134;1;599;193;149;8;10;77;10;21;22;156;279;3841
"411995 PONTAL DO PARANA";111;35;1;14;-;5;-;66;23;18;1;1;4;1;3;1;43;32;359
"412000 PORECATU";42;13;1;7;4;4;-;40;19;7;-;-;3;-;3;-;-;14;157
"412010 PORTO AMAZONAS";20;9;2;5;-;-;-;19;5;2;1;-;2;-;-;-;1;1;67
"412015 PORTO BARREIRO";3;6;-;2;-;-;-;11;2;2;-;-;-;-;-;-;1;2;29
"412020 PORTO RICO";6;5;-;1;1;1;-;4;4;2;-;-;1;-;-;-;2;2;29
"412030 PORTO VITORIA";6;9;-;4;-;1;-;16;6;4;-;-;-;-;-;2;-;-;48
"412033 PRADO FERREIRA";18;7;-;3;1;1;-;7;1;1;1;-;-;-;-;-;-;3;43
"412035 PRANCHITA";6;7;-;-;1;1;-;8;2;-;-;-;2;-;-;-;1;5;33
"412040 PRESIDENTE CASTELO BRANCO";15;1;-;1;1;1;-;12;8;4;-;-;-;-;-;-;-;4;47
"412050 PRIMEIRO DE MAIO";40;23;-;-;1;1;-;30;10;4;-;1;4;-;1;1;3;11;130
"412060 PRUDENTOPOLIS";122;102;3;19;14;19;-;141;52;23;-;1;18;-;2;1;3;39;559
"412065 QUARTO CENTENARIO";6;6;1;3;-;2;-;11;8;1;-;-;-;-;1;-;-;5;44
"412070 QUATIGUA";39;11;-;4;1;5;-;16;5;6;-;1;3;-;1;-;8;8;108
"412080 QUATRO BARRAS";99;19;1;7;1;11;-;44;14;8;-;2;5;1;2;2;3;14;233
"412085 QUATRO PONTES";9;2;-;3;-;1;-;8;3;2;-;-;-;-;-;-;-;2;30
"412090 QUEDAS DO IGUACU";66;38;1;12;1;11;-;75;20;14;1;2;2;-;3;4;4;32;286
"412100 QUERENCIA DO NORTE";11;28;1;18;-;4;-;34;8;5;-;-;-;-;-;-;1;8;118
"412110 QUINTA DO SOL";5;10;-;2;1;3;-;6;2;1;-;-;3;-;1;-;1;4;39
"412120 QUITANDINHA";57;33;-;11;1;1;-;38;18;9;-;-;3;1;-;1;21;17;211
"412125 RAMILANDIA";9;2;-;-;-;-;-;6;3;2;-;-;1;-;1;1;1;1;27
"412130 RANCHO ALEGRE";5;6;-;-;1;1;-;9;4;3;1;-;3;-;-;-;3;6;42
"412135 RANCHO ALEGRE D'OESTE";9;1;-;-;1;1;-;7;3;3;-;-;-;-;-;-;1;5;31
"412140 REALEZA";36;26;-;4;2;5;-;39;17;10;1;1;4;-;1;-;2;18;166
"412150 REBOUCAS";41;22;-;12;5;10;-;37;16;3;1;1;6;1;1;-;-;14;170
"412160 RENASCENCA";20;13;-;3;1;2;-;8;11;4;-;1;1;-;-;-;-;2;66
"412170 RESERVA";75;29;-;14;2;9;1;60;26;9;1;-;4;-;2;1;18;26;277
"412175 RESERVA DO IGUACU";10;6;-;4;1;1;-;10;2;1;-;-;-;-;-;1;-;5;41
"412180 RIBEIRAO CLARO";24;14;1;5;1;3;-;32;7;4;-;-;3;-;-;-;3;9;106
"412190 RIBEIRAO DO PINHAL";45;15;3;10;2;2;-;56;7;11;-;-;5;-;2;-;2;21;181
"412200 RIO AZUL";26;19;-;6;2;3;-;37;19;4;1;-;5;-;2;-;1;13;138
"412210 RIO BOM";11;6;-;2;-;-;-;9;2;1;-;-;1;-;-;-;-;1;33
"412215 RIO BONITO DO IGUACU";16;17;-;3;1;1;-;23;8;5;-;1;-;-;1;-;1;18;95
"412217 RIO BRANCO DO IVAI";12;6;-;1;-;1;-;5;2;1;-;-;1;-;1;-;1;1;32
"412220 RIO BRANCO DO SUL";116;33;-;17;4;5;-;57;19;10;-;2;5;1;4;-;22;50;345
"412230 RIO NEGRO";77;48;2;13;2;4;-;89;22;16;-;-;14;-;1;-;5;20;313
"412240 ROLANDIA";213;103;4;25;9;22;-;146;45;25;4;3;26;1;5;6;8;52;697
"412250 RONCADOR";19;15;-;13;-;1;-;30;16;4;-;-;4;-;2;-;2;13;119
"412260 RONDON";18;6;-;5;2;3;-;26;3;5;-;-;2;-;-;2;4;12;88
"412265 ROSARIO DO IVAI";12;7;1;4;1;2;-;21;8;3;-;-;-;-;-;1;3;2;65
"412270 SABAUDIA";22;11;-;4;-;1;-;23;6;8;1;-;3;-;2;-;-;6;87
"412280 SALGADO FILHO";10;4;1;2;-;1;-;10;1;1;-;-;-;-;-;-;-;3;33
"412290 SALTO DO ITARARE";37;7;-;7;3;2;-;11;6;5;-;-;1;1;-;-;-;4;84
"412300 SALTO DO LONTRA";21;20;-;7;1;1;-;40;11;7;1;1;2;-;1;-;2;15;130
"412310 SANTA AMELIA";11;3;-;1;-;-;-;9;5;4;-;1;-;-;-;-;4;3;41
"412320 SANTA CECILIA DO PAVAO";9;8;-;3;1;-;-;7;3;1;-;-;1;-;1;-;4;3;41
"412330 SANTA CRUZ DE MONTE CASTELO";21;17;-;11;-;5;-;26;7;9;-;-;2;-;2;1;4;4;109
"412340 SANTA FE";48;18;-;2;1;2;-;26;5;7;1;-;5;-;-;-;1;14;130
"412350 SANTA HELENA";67;47;2;12;3;8;-;49;13;11;1;1;4;1;2;3;5;34;263
"412360 SANTA INES";3;3;-;1;-;2;-;1;-;-;-;-;1;-;-;-;-;2;13
"412370 SANTA ISABEL DO IVAI";30;19;-;10;2;5;-;21;6;4;-;-;1;-;1;2;1;10;112
"412380 SANTA IZABEL DO OESTE";31;20;-;4;1;3;-;25;9;4;-;-;9;-;-;4;3;6;119
"412382 SANTA LUCIA";8;3;-;5;-;2;-;15;3;2;-;-;-;-;-;-;-;3;41
"412385 SANTA MARIA DO OESTE";22;15;-;8;1;1;-;21;7;4;-;1;3;1;2;2;7;7;102
"412390 SANTA MARIANA";37;16;-;13;6;4;-;38;13;10;-;1;8;-;-;1;2;11;160
"412395 SANTA MONICA";10;5;-;3;-;2;-;10;4;1;1;-;-;1;-;1;-;6;44
"412400 SANTANA DO ITARARE";32;5;-;7;2;2;-;15;5;4;-;-;3;-;-;-;-;3;78
"412402 SANTA TEREZA DO OESTE";33;16;-;1;1;3;-;25;7;5;1;-;1;-;2;1;1;12;109
"412405 SANTA TEREZINHA DE ITAIPU";82;35;-;15;-;6;-;42;18;5;1;2;1;-;3;1;9;10;230
"412410 SANTO ANTONIO DA PLATINA";175;54;-;24;3;8;-;90;41;16;2;2;5;1;2;1;75;31;530
"412420 SANTO ANTONIO DO CAIUA";7;16;-;3;-;-;-;8;1;5;-;-;1;-;-;-;-;3;44
"412430 SANTO ANTONIO DO PARAISO";5;5;-;1;-;2;-;5;5;2;-;-;1;-;-;-;-;4;30
"412440 SANTO ANTONIO DO SUDOESTE";33;31;-;12;1;6;-;59;12;9;-;1;-;2;1;1;1;19;188
"412450 SANTO INACIO";21;7;-;-;1;2;-;11;2;5;-;-;-;-;-;1;-;9;59
"412460 SAO CARLOS DO IVAI";19;9;1;4;2;4;-;27;9;2;-;-;1;-;-;-;-;5;83
"412470 SAO JERONIMO DA SERRA";30;11;1;1;1;4;-;23;12;1;-;-;3;-;2;1;15;8;113
"412480 SAO JOAO";22;19;-;-;1;2;-;25;6;4;-;-;7;-;1;4;3;10;104
"412490 SAO JOAO DO CAIUA";14;12;-;2;1;1;-;20;3;5;-;-;1;-;-;-;-;8;67
"412500 SAO JOAO DO IVAI";18;12;-;15;3;6;-;33;6;3;-;-;2;-;-;-;2;13;113
"412510 SAO JOAO DO TRIUNFO";13;13;-;5;-;5;-;43;10;5;-;-;2;-;1;1;1;12;111
"412520 SAO JORGE D'OESTE";32;13;-;6;-;3;-;21;6;-;-;-;2;-;-;1;-;16;100
"412530 SAO JORGE DO IVAI";10;13;-;3;-;7;-;10;4;3;1;-;4;1;-;-;-;4;60
"412535 SAO JORGE DO PATROCINIO";15;8;1;5;2;3;-;8;9;4;-;-;6;-;-;-;2;3;66
"412540 SAO JOSE DA BOA VISTA";12;6;-;6;-;2;-;13;4;3;-;-;1;-;-;-;4;6;57
"412545 SAO JOSE DAS PALMEIRAS";10;8;-;3;1;-;-;16;5;1;-;-;-;-;-;1;2;4;51
"412550 SAO JOSE DOS PINHAIS";941;403;8;93;44;76;-;461;151;114;9;14;77;4;16;9;31;237;2688
"412555 SAO MANOEL DO PARANA";4;2;-;2;-;1;-;3;4;1;-;-;1;-;-;-;-;2;20
"412560 SAO MATEUS DO SUL";74;74;1;17;4;15;-;97;30;14;2;-;4;-;2;-;4;23;361
"412570 SAO MIGUEL DO IGUACU";61;33;3;10;4;9;-;47;14;10;-;-;5;-;2;-;2;33;233
"412575 SAO PEDRO DO IGUACU";18;10;2;5;-;1;-;17;3;5;-;-;-;-;1;-;3;4;69
"412580 SAO PEDRO DO IVAI";38;7;-;8;4;6;-;20;5;3;-;-;4;-;-;-;1;10;106
"412590 SAO PEDRO DO PARANA";2;2;-;2;2;-;-;4;2;1;-;-;-;-;-;-;1;2;18
"412600 SAO SEBASTIAO DA AMOREIRA";18;10;-;5;-;1;-;13;13;1;1;-;5;-;-;-;9;12;88
"412610 SAO TOME";7;4;-;7;1;2;-;10;8;1;-;1;2;-;1;2;-;3;49
"412620 SAPOPEMA";16;5;-;6;1;1;-;16;8;2;-;-;3;-;1;-;1;9;69
"412625 SARANDI";301;98;1;47;7;23;1;197;66;49;6;4;21;4;13;3;14;97;952
"412627 SAUDADE DO IGUACU";11;7;-;3;1;1;-;10;4;1;-;-;3;-;-;2;1;7;51
"412630 SENGES";52;14;-;10;5;7;-;36;11;7;1;-;2;-;1;1;1;11;159
"412635 SERRANOPOLIS DO IGUACU";14;12;-;1;-;1;-;17;1;3;-;-;1;-;1;-;4;3;58
"412640 SERTANEJA";12;10;1;5;-;2;-;10;6;3;-;-;6;-;-;1;2;6;64
"412650 SERTANOPOLIS";57;27;1;5;1;7;-;52;9;12;-;1;5;1;2;1;-;15;196
"412660 SIQUEIRA CAMPOS";92;32;-;21;3;5;-;76;16;10;-;-;5;1;-;1;5;11;278
"412665 SULINA";9;6;-;10;-;-;-;10;2;-;-;-;1;-;-;-;2;2;42
"412667 TAMARANA";29;16;-;3;4;2;-;15;4;4;-;1;3;-;-;-;-;20;101
"412670 TAMBOARA";13;4;-;5;-;2;-;22;6;1;-;-;-;-;-;-;2;3;58
"412680 TAPEJARA";32;20;-;14;2;2;-;43;10;9;-;1;2;-;-;-;2;14;151
"412690 TAPIRA";9;11;-;4;-;2;-;11;7;3;-;-;4;-;-;1;3;5;60
"412700 TEIXEIRA SOARES";14;12;1;8;-;3;-;21;6;5;-;-;1;-;-;1;1;5;78
"412710 TELEMACO BORBA";323;108;3;53;12;19;-;194;52;31;3;2;23;2;4;1;21;92;943
"412720 TERRA BOA";49;16;2;13;3;5;-;38;14;6;1;1;7;1;1;-;1;15;173
"412730 TERRA RICA";36;28;1;12;1;4;-;60;11;6;-;-;2;1;-;2;3;11;178
"412740 TERRA ROXA";43;18;1;21;1;7;-;49;15;8;-;1;11;-;-;-;1;17;193
"412750 TIBAGI";72;21;2;9;2;7;-;37;18;8;1;-;7;-;1;1;4;26;216
"412760 TIJUCAS DO SUL";69;16;-;4;-;4;-;37;10;2;-;-;6;1;-;1;12;10;172
"412770 TOLEDO";391;160;2;67;20;38;-;237;75;46;8;3;24;2;11;5;17;142;1248
"412780 TOMAZINA";26;10;-;4;-;3;-;24;7;5;-;-;3;-;-;-;1;9;92
"412785 TRES BARRAS DO PARANA";53;28;-;8;1;4;-;28;10;6;-;2;1;-;1;-;1;7;150
"412788 TUNAS DO PARANA";22;8;-;3;-;1;-;11;5;4;-;-;4;1;-;1;7;6;73
"412790 TUNEIRAS DO OESTE";25;12;-;3;-;5;-;20;5;8;-;1;1;1;-;2;3;10;96
"412795 TUPASSI";22;10;1;4;1;3;-;7;5;6;-;1;1;-;-;-;3;6;70
"412796 TURVO";37;20;-;12;1;4;-;26;16;1;-;1;8;-;1;1;2;8;138
"412800 UBIRATA";94;38;1;27;-;9;-;87;15;13;-;1;8;1;4;-;3;16;317
"412810 UMUARAMA";284;171;7;68;13;56;-;232;119;48;1;4;25;-;6;9;13;77;1133
"412820 UNIAO DA VITORIA";154;90;4;40;12;25;-;110;53;33;1;2;15;2;3;2;7;45;598
"412830 UNIFLOR";3;4;-;-;-;1;-;3;2;2;-;-;1;-;-;-;-;1;17
"412840 URAI";37;17;-;14;1;2;-;39;14;3;1;2;5;-;-;-;5;9;149
"412850 WENCESLAU BRAZ";76;25;-;36;6;2;-;85;27;9;2;-;10;1;-;4;3;21;307
"412853 VENTANIA";42;12;-;4;2;-;-;21;4;2;-;2;2;1;1;1;4;12;110
"412855 VERA CRUZ DO OESTE";46;10;-;9;-;6;-;30;4;4;-;1;-;-;-;-;1;6;117
"412860 VERE";19;15;1;1;-;2;-;20;11;4;-;2;2;-;-;-;-;10;87
"412862 ALTO PARAISO";10;6;-;3;1;2;-;7;3;3;1;-;1;-;1;-;2;2;42
"412863 DOUTOR ULYSSES";9;3;-;2;-;-;-;10;3;2;-;-;2;-;4;-;8;3;46
"412865 VIRMOND";6;4;-;2;2;1;-;6;6;4;-;-;1;-;-;-;-;6;38
"412870 VITORINO";34;6;-;4;-;2;-;18;5;1;-;-;3;-;-;-;4;5;82
"412880 XAMBRE";18;4;-;3;2;3;-;20;7;2;-;-;1;-;-;-;2;5;67
"Total";35553;15392;334;5641;1293;3819;6;22279;7415;4583;298;333;2578;203;744;533;2430;9172;112606
 Fonte: MS/SVSA/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Consulte o site da Secretaria Estadual de Saúde para mais informações.
 Notas:
 
 Dados finais disponíveis até 2024 - data de extração 02/12/2025.
 Dados de 2025 - Preliminares - data de extração 28/07/2026.
 Dados de 2026 - 1a prévia - data de extração 01/06/2026.
 
