 Mortalidade - Paraná
Óbitos p/Residênc por Município e Capítulo CID-10
Período:2015
"Município";"Cap I";"Cap II";"Cap III";"Cap IV";"Cap V";"Cap VI";"Cap VIII";"Cap IX";"Cap X";"Cap XI";"Cap XII";"Cap XIII";"Cap XIV";"Cap XV";"Cap XVI";"Cap XVII";"Cap XVIII";"Cap XX";"Total"
"410185 ARIRANHA DO IVAI";-;2;-;2;-;-;-;2;6;4;-;-;-;-;-;-;2;5;23
"410190 ASSAI";8;30;1;14;7;7;-;35;13;4;-;1;3;-;4;-;2;14;143
"410200 ASSIS CHATEAUBRIAND";11;50;2;32;2;8;-;94;23;16;-;-;2;1;3;2;6;36;288
"410210 ASTORGA";4;35;2;9;2;6;-;59;12;10;1;2;4;-;2;2;1;23;174
"410220 ATALAIA";1;6;-;3;-;-;-;13;6;2;-;-;1;-;2;1;1;10;46
"410230 BALSA NOVA";3;13;-;1;1;3;-;29;10;4;1;1;1;-;-;1;1;14;83
"410240 BANDEIRANTES";10;46;3;10;3;2;-;103;49;18;1;5;4;-;1;2;6;18;281
"410250 BARBOSA FERRAZ";3;13;-;6;1;2;-;48;8;4;-;-;2;-;2;-;2;8;99
"410260 BARRACAO";1;12;1;1;2;-;-;16;8;3;-;-;1;-;-;1;-;10;56
"410270 BARRA DO JACARE";1;2;-;2;-;-;-;9;5;-;-;-;2;-;-;-;2;-;23
"410275 BELA VISTA DA CAROBA";1;8;-;-;-;-;-;10;4;1;-;-;-;-;-;-;2;-;26
"410280 BELA VISTA DO PARAISO";4;24;-;5;3;3;-;40;21;6;-;-;2;-;3;-;6;24;141
"410290 BITURUNA";6;23;-;1;-;3;-;42;17;8;-;-;5;-;1;1;1;14;122
"410300 BOA ESPERANCA";-;8;-;2;-;-;-;19;3;1;-;1;4;-;-;1;-;3;42
"410302 BOA ESPERANCA DO IGUACU";-;3;-;2;-;-;-;4;3;-;-;-;-;-;-;-;-;-;12
"410304 BOA VENTURA DE SAO ROQUE";3;7;-;-;1;1;-;3;5;1;-;1;-;-;2;-;4;5;33
"410305 BOA VISTA DA APARECIDA";-;13;-;7;-;-;-;16;10;4;-;-;1;-;-;3;-;12;66
"410310 BOCAIUVA DO SUL";3;13;-;1;1;2;-;23;8;5;-;1;-;-;5;2;1;8;73
"410315 BOM JESUS DO SUL";-;9;-;-;-;1;-;6;2;-;-;-;-;-;1;-;2;1;22
"410320 BOM SUCESSO";1;7;1;5;-;-;-;20;8;4;-;-;-;-;-;1;-;4;51
"410322 BOM SUCESSO DO SUL";1;7;-;2;-;-;-;5;4;3;-;-;1;-;-;-;2;3;28
"410330 BORRAZOPOLIS";3;11;1;9;1;4;-;31;5;4;-;-;3;-;2;2;-;10;86
"410335 BRAGANEY";-;9;-;-;-;2;-;14;4;3;-;-;2;-;-;1;2;5;42
"410337 BRASILANDIA DO SUL";3;3;-;-;-;-;-;10;2;1;-;-;-;-;1;-;1;2;23
"410340 CAFEARA";1;4;-;1;1;-;-;5;4;1;-;1;1;-;-;-;-;1;20
"410345 CAFELANDIA";1;14;-;2;-;-;-;18;11;3;-;-;2;-;1;1;1;7;61
"410347 CAFEZAL DO SUL";1;2;-;2;-;-;-;5;5;4;-;-;1;-;1;-;3;8;32
"410350 CALIFORNIA";1;12;-;5;1;1;-;26;11;5;-;-;-;-;-;-;-;3;65
"410360 CAMBARA";3;37;3;9;3;5;-;73;33;14;3;1;8;1;1;2;14;11;221
"410370 CAMBE";16;147;6;30;5;15;-;145;121;41;3;5;33;1;10;4;5;69;656
"410380 CAMBIRA";-;5;-;5;2;2;-;18;12;3;-;-;4;-;1;1;-;9;62
"410390 CAMPINA DA LAGOA";1;13;-;9;-;2;-;57;14;4;-;-;1;-;1;1;2;12;117
"410395 CAMPINA DO SIMAO";1;6;-;-;-;-;-;12;2;1;-;-;-;-;-;-;-;1;23
"410400 CAMPINA GRANDE DO SUL";16;52;-;10;-;2;-;75;33;7;-;1;7;-;7;5;-;43;258
"410405 CAMPO BONITO";-;7;-;2;-;1;-;8;1;1;-;-;-;-;-;3;-;7;30
"410410 CAMPO DO TENENTE";2;15;-;-;-;-;-;9;8;4;-;-;3;-;3;-;-;6;50
"410420 CAMPO LARGO";30;137;4;18;5;15;-;223;115;35;3;5;19;1;11;11;1;98;731
"410425 CAMPO MAGRO";9;22;-;9;6;6;-;48;18;6;-;1;3;-;1;1;4;24;158
"410430 CAMPO MOURAO";14;137;-;39;6;20;-;171;106;28;2;3;23;-;4;8;6;94;661
"410440 CANDIDO DE ABREU";3;19;1;4;-;1;-;39;13;8;-;1;1;-;-;1;4;24;119
"410442 CANDOI";-;19;-;6;1;2;-;34;14;5;-;1;1;-;2;1;7;13;106
"410445 CANTAGALO";1;19;-;3;-;3;-;38;5;-;-;-;2;-;3;-;4;15;93
"410450 CAPANEMA";9;23;-;5;-;1;-;56;17;11;1;-;-;-;2;-;4;14;143
"410460 CAPITAO LEONIDAS MARQUES";2;16;-;5;-;1;-;30;12;4;-;-;1;-;-;1;-;9;81
"410465 CARAMBEI";4;13;-;3;1;3;-;17;14;6;1;-;4;-;1;-;10;11;88
"410470 CARLOPOLIS";6;17;-;10;1;1;-;38;15;10;-;-;3;1;1;1;7;14;125
"410480 CASCAVEL";49;388;7;88;18;74;-;447;190;84;-;5;32;3;22;22;32;243;1704
"410490 CASTRO";14;75;1;20;4;10;1;84;40;21;3;1;7;-;6;6;69;41;403
"410500 CATANDUVAS";-;9;-;1;-;3;-;13;9;1;-;-;2;-;-;-;2;9;49
"410510 CENTENARIO DO SUL";2;11;-;8;2;3;-;31;10;9;-;-;2;-;1;-;2;8;89
"410520 CERRO AZUL";2;24;-;8;2;2;-;36;16;9;-;3;1;-;1;4;2;13;123
"410530 CEU AZUL";1;17;-;7;3;4;-;22;7;5;-;-;3;-;1;1;1;5;77
"410540 CHOPINZINHO";5;41;1;4;1;6;-;43;13;6;-;1;4;-;1;2;7;13;148
"410550 CIANORTE";14;81;-;30;11;18;-;146;39;27;2;3;10;3;4;2;3;59;452
"410560 CIDADE GAUCHA";1;16;-;4;-;2;-;19;5;3;-;-;2;-;1;2;2;6;63
"410570 CLEVELANDIA";5;21;1;5;-;1;-;42;22;6;-;3;7;1;3;1;11;10;139
"410580 COLOMBO";57;251;5;88;28;42;-;352;133;62;2;5;30;4;20;15;17;211;1322
"410590 COLORADO";2;26;-;12;-;6;-;55;24;11;-;-;4;-;1;-;-;17;158
"410600 CONGONHINHAS";2;12;1;5;1;1;-;17;10;2;1;-;2;-;1;-;5;8;68
"410610 CONSELHEIRO MAIRINCK";-;11;-;3;1;-;-;10;1;-;-;-;1;-;-;-;2;3;32
"410620 CONTENDA";3;9;-;2;2;5;-;34;18;7;-;1;-;-;1;3;1;9;95
"410630 CORBELIA";4;24;-;9;-;3;-;28;8;-;-;-;1;-;1;2;3;10;93
"410640 CORNELIO PROCOPIO";8;71;2;17;8;11;1;117;65;33;1;2;9;-;3;1;6;30;385
"410645 CORONEL DOMINGOS SOARES";4;3;1;1;-;1;-;6;5;2;-;-;1;-;-;2;-;3;29
"410650 CORONEL VIVIDA";8;40;-;6;6;4;-;57;21;7;-;1;4;-;3;1;5;17;180
"410655 CORUMBATAI DO SUL";-;3;-;-;-;2;-;9;1;1;-;-;-;-;1;-;4;2;23
"410657 CRUZEIRO DO IGUACU";2;7;-;2;-;-;-;10;5;3;-;-;-;-;-;-;-;4;33
"410660 CRUZEIRO DO OESTE";6;24;-;8;3;7;-;58;26;5;1;-;2;-;4;3;20;11;178
"410670 CRUZEIRO DO SUL";-;3;-;6;-;1;-;11;1;1;-;-;1;-;2;1;2;4;33
"410680 CRUZ MACHADO";1;31;-;2;2;2;-;42;27;4;-;1;3;-;3;1;4;16;139
"410685 CRUZMALTINA";-;5;-;1;-;3;-;7;1;-;-;-;1;-;-;-;3;2;23
"410690 CURITIBA";419;2319;33;608;63;565;1;2867;1031;607;18;77;189;10;137;80;123;1267;10414
"410700 CURIUVA";4;13;2;4;1;3;-;37;7;7;-;-;4;-;2;-;6;9;99
"410710 DIAMANTE DO NORTE";-;5;-;4;-;-;-;2;-;4;-;-;1;-;-;-;1;2;19
"410712 DIAMANTE DO SUL";-;2;-;-;-;1;-;4;3;3;-;-;-;-;-;-;-;2;15
"410715 DIAMANTE D'OESTE";4;7;1;-;1;3;-;13;3;4;-;-;1;-;-;-;2;3;42
"410720 DOIS VIZINHOS";10;26;-;10;-;5;-;64;37;10;3;1;6;1;1;1;6;34;215
"410725 DOURADINA";3;8;1;3;-;1;-;16;7;3;-;1;-;-;1;-;9;11;64
"410730 DOUTOR CAMARGO";2;13;1;6;1;1;-;12;10;3;-;1;1;-;-;-;-;8;59
"410740 ENEAS MARQUES";1;13;-;4;-;1;-;6;5;1;1;-;-;-;-;1;-;1;34
"410750 ENGENHEIRO BELTRAO";4;21;-;7;-;3;-;32;5;6;-;1;1;1;3;6;2;11;103
"410752 ESPERANCA NOVA";1;3;-;-;-;2;-;4;2;-;-;-;-;-;-;-;1;2;15
"410753 ENTRE RIOS DO OESTE";-;4;-;3;1;1;-;12;3;-;-;-;-;-;-;-;2;2;28
"410754 ESPIGAO ALTO DO IGUACU";2;5;-;4;-;1;-;9;6;1;-;-;3;-;2;-;2;5;40
"410755 FAROL";-;5;-;3;-;1;-;10;3;2;-;-;1;-;1;-;1;4;31
"410760 FAXINAL";9;19;-;13;1;4;-;48;13;7;-;-;3;-;1;2;4;16;140
"410765 FAZENDA RIO GRANDE";22;93;1;23;9;11;-;124;58;27;1;8;11;1;22;9;4;95;519
"410770 FENIX";-;6;-;4;2;1;-;20;5;4;-;-;2;-;-;-;-;4;48
"410773 FERNANDES PINHEIRO";1;7;-;1;-;1;-;10;3;3;-;-;-;1;1;-;2;2;32
"410775 FIGUEIRA";1;17;-;3;-;1;-;26;9;1;-;-;2;-;1;1;-;7;69
"410780 FLORAI";1;7;-;3;1;2;-;19;7;3;1;1;2;-;-;-;1;4;52
"410785 FLOR DA SERRA DO SUL";1;8;-;1;-;2;-;11;5;4;-;-;-;-;-;-;1;9;42
"410790 FLORESTA";4;9;-;2;-;2;-;8;3;4;-;1;5;-;-;2;2;8;50
"410800 FLORESTOPOLIS";1;23;1;5;1;1;-;24;13;4;-;1;4;-;1;-;6;16;101
"410810 FLORIDA";-;4;1;1;1;-;-;10;3;3;-;-;-;-;-;-;-;6;29
"410820 FORMOSA DO OESTE";2;14;-;2;-;4;-;18;9;2;-;-;1;-;-;1;1;5;59
"410830 FOZ DO IGUACU";61;309;4;113;8;43;-;294;206;98;5;6;19;5;35;21;60;244;1531
"410832 FRANCISCO ALVES";5;12;-;3;-;2;-;20;4;-;-;-;1;-;2;1;5;8;63
"410840 FRANCISCO BELTRAO";12;105;1;22;7;7;-;120;74;23;-;-;4;2;5;4;31;75;492
"410845 FOZ DO JORDAO";1;4;-;4;-;2;-;8;5;-;-;1;-;-;2;1;-;3;31
"410850 GENERAL CARNEIRO";3;15;1;2;1;-;-;33;7;3;-;-;5;-;2;3;-;9;84
"410855 GODOY MOREIRA";4;5;1;3;-;-;-;8;5;2;-;-;1;-;1;-;-;3;33
"410860 GOIOERE";5;33;1;11;1;6;-;68;18;9;-;-;8;1;1;2;7;28;199
"410865 GOIOXIM";-;8;-;-;-;2;-;15;9;1;-;-;-;1;6;1;1;4;48
"410870 GRANDES RIOS";1;3;-;4;-;2;-;17;6;1;-;-;5;-;-;-;1;10;50
"410880 GUAIRA";4;30;3;17;1;7;-;54;19;13;1;1;6;1;5;1;22;54;239
"410890 GUAIRACA";1;7;-;3;2;1;-;22;6;6;-;-;2;-;-;-;-;7;57
"410895 GUAMIRANGA";-;11;-;2;-;1;-;11;10;5;-;-;2;-;1;-;-;4;47
"410900 GUAPIRAMA";2;6;-;1;-;1;-;12;4;2;-;-;-;-;-;-;3;1;32
"410910 GUAPOREMA";-;-;-;1;-;1;-;8;2;1;-;-;-;-;-;-;-;1;14
"410920 GUARACI";1;10;-;2;-;2;-;9;8;1;-;-;2;-;-;-;1;2;38
"410930 GUARANIACU";1;28;-;4;-;1;-;23;14;9;1;1;3;-;-;-;2;17;104
"410940 GUARAPUAVA";19;226;6;40;8;23;-;363;184;59;3;4;30;3;30;7;18;144;1167
"410950 GUARAQUECABA";3;6;-;2;-;-;-;13;2;-;-;1;-;-;-;-;5;3;35
"410960 GUARATUBA";20;31;1;19;-;4;-;65;40;6;1;-;7;-;3;3;28;32;260
"410965 HONORIO SERPA";-;6;-;2;-;1;-;4;7;1;-;-;-;-;-;1;1;7;30
"410970 IBAITI";4;42;-;18;5;6;-;71;20;19;1;-;9;-;2;3;10;21;231
"410975 IBEMA";-;7;-;1;-;3;-;11;1;1;-;-;1;-;2;1;1;5;34
"410980 IBIPORA";12;79;3;34;6;8;-;89;67;22;2;2;12;1;4;3;4;40;388
"410990 ICARAIMA";4;11;-;5;-;2;-;27;12;5;-;-;2;-;3;-;9;7;87
"411000 IGUARACU";1;3;-;1;1;2;-;9;2;1;-;-;-;-;-;2;3;2;27
"411005 IGUATU";-;5;-;2;1;-;-;1;4;1;-;-;-;-;-;-;1;1;16
"411007 IMBAU";3;7;3;5;1;-;-;23;17;4;-;-;4;-;2;-;16;16;101
"411010 IMBITUVA";2;28;-;9;1;3;-;36;26;7;-;2;3;1;2;-;13;26;159
"411020 INACIO MARTINS";2;13;-;3;-;-;-;14;8;2;-;-;-;-;1;-;3;3;49
"411030 INAJA";1;3;-;-;1;1;-;9;-;1;-;-;1;-;1;-;2;2;22
"411040 INDIANOPOLIS";-;5;-;2;-;2;-;10;1;6;-;-;-;-;-;-;-;9;35
"411050 IPIRANGA";3;8;-;1;1;-;-;18;10;2;-;-;2;-;1;-;15;5;66
"411060 IPORA";4;17;2;8;1;4;-;34;13;11;-;2;3;-;5;-;12;18;134
"411065 IRACEMA DO OESTE";1;5;-;-;-;-;-;6;-;1;-;-;1;-;1;-;-;2;17
"411070 IRATI";4;86;6;15;5;14;-;115;84;22;1;1;7;-;2;2;18;39;421
"411080 IRETAMA";-;8;-;8;3;5;-;21;12;8;-;-;2;-;-;1;1;14;83
"411090 ITAGUAJE";1;5;-;2;-;-;-;11;3;1;-;-;-;-;-;-;3;2;28
"411095 ITAIPULANDIA";1;7;1;8;-;1;-;18;7;1;-;2;3;-;1;-;1;5;56
"411100 ITAMBARACA";1;7;-;4;3;2;-;16;14;3;-;-;2;-;1;-;1;8;62
"411110 ITAMBE";3;9;-;3;-;-;-;11;14;2;-;-;1;1;1;-;1;4;50
"411120 ITAPEJARA D'OESTE";2;17;-;5;1;2;-;15;6;1;-;1;-;-;1;-;1;4;56
"411125 ITAPERUCU";2;26;-;6;5;1;-;44;13;8;-;-;2;-;4;2;5;27;145
"411130 ITAUNA DO SUL";-;4;-;5;1;-;-;10;8;1;1;-;-;-;-;1;3;6;40
"411140 IVAI";-;13;1;2;1;-;-;10;6;7;-;-;-;-;1;2;18;7;68
"411150 IVAIPORA";8;43;3;19;4;7;-;82;28;18;-;1;6;-;5;1;7;15;247
"411155 IVATE";1;7;-;4;-;1;-;11;6;2;-;-;5;-;-;-;1;9;47
"411160 IVATUBA";-;1;-;1;-;1;-;7;3;2;-;-;2;-;-;-;-;1;18
"411170 JABOTI";-;7;-;-;-;1;-;12;7;1;-;-;-;-;-;1;1;5;35
"411180 JACAREZINHO";9;54;-;30;3;10;-;105;40;25;-;2;7;1;4;1;7;22;320
"411190 JAGUAPITA";2;16;-;9;-;2;-;35;9;5;-;1;2;1;1;-;2;9;94
"411200 JAGUARIAIVA";3;32;2;4;-;1;-;66;33;10;-;1;7;-;5;3;41;16;224
"411210 JANDAIA DO SUL";3;40;1;12;4;4;-;53;30;8;1;1;7;1;5;1;2;14;187
"411220 JANIOPOLIS";2;8;1;5;-;2;-;20;4;3;-;-;2;-;2;-;-;15;64
"411230 JAPIRA";1;3;-;8;1;1;-;10;6;3;-;-;2;-;1;-;1;3;40
"411240 JAPURA";-;10;-;1;-;3;-;29;12;5;-;-;1;-;1;-;-;3;65
"411250 JARDIM ALEGRE";2;21;1;12;1;1;-;23;9;5;-;1;3;-;-;-;-;10;89
"411260 JARDIM OLINDA";-;2;-;-;-;-;-;3;-;1;-;-;-;-;-;-;-;1;7
"411270 JATAIZINHO";2;20;-;7;4;3;-;25;12;9;-;1;1;-;1;2;2;8;97
"411275 JESUITAS";1;16;-;1;1;3;-;22;7;3;-;-;1;-;-;1;1;13;70
"411280 JOAQUIM TAVORA";6;14;-;8;3;1;-;29;12;5;-;1;1;-;2;-;1;15;98
"411290 JUNDIAI DO SUL";1;4;-;1;-;-;-;6;4;2;-;-;-;-;-;-;2;2;22
"411295 JURANDA";1;7;-;3;-;1;-;17;4;3;-;-;1;-;-;2;8;9;56
"411300 JUSSARA";-;5;-;1;-;1;-;24;5;5;-;-;-;-;-;-;-;7;48
"411310 KALORE";2;8;-;5;-;-;-;20;5;5;1;1;2;-;1;-;-;2;52
"411320 LAPA";19;62;-;24;2;5;-;74;58;14;1;1;9;-;4;1;7;40;321
"411325 LARANJAL";-;2;1;1;1;-;-;15;2;3;-;-;-;-;2;-;1;4;32
"411330 LARANJEIRAS DO SUL";7;35;1;20;13;6;-;69;33;9;-;-;2;-;5;3;3;17;223
"411340 LEOPOLIS";1;7;2;3;-;1;-;14;1;3;1;1;-;-;1;-;2;2;39
"411342 LIDIANOPOLIS";1;2;-;1;-;2;-;17;4;4;-;-;-;1;1;-;2;4;39
"411345 LINDOESTE";1;8;-;2;1;3;-;6;4;5;-;-;-;-;-;1;-;3;34
"411350 LOANDA";8;32;-;6;1;1;-;61;14;7;1;-;1;-;2;-;13;21;168
"411360 LOBATO";2;5;-;1;-;1;-;3;2;3;-;-;1;-;2;-;-;-;20
"411370 LONDRINA";109;718;10;270;44;211;-;939;469;208;2;28;81;6;39;26;58;444;3662
"411373 LUIZIANA";1;14;-;5;4;1;-;16;6;4;-;-;3;-;1;1;2;8;66
"411375 LUNARDELLI";3;3;-;2;-;2;-;15;4;3;-;-;-;-;-;-;1;3;36
"411380 LUPIONOPOLIS";1;5;-;-;-;-;-;11;5;1;-;-;2;-;-;-;-;5;30
"411390 MALLET";1;25;-;2;3;1;-;27;17;5;-;-;2;-;5;-;8;6;102
"411400 MAMBORE";1;13;-;9;1;4;-;40;5;7;-;-;5;1;5;2;4;12;109
"411410 MANDAGUACU";-;38;1;12;4;4;-;35;12;7;-;3;3;-;1;1;3;14;138
"411420 MANDAGUARI";7;39;-;14;2;6;-;92;41;11;-;4;8;-;2;2;8;28;264
"411430 MANDIRITUBA";10;30;1;9;1;3;-;42;16;5;2;-;3;-;1;-;4;31;158
"411435 MANFRINOPOLIS";1;1;-;1;-;-;-;5;4;1;-;-;-;-;-;-;1;3;17
"411440 MANGUEIRINHA";3;15;-;5;-;5;-;25;11;4;-;-;-;-;2;2;13;12;97
"411450 MANOEL RIBAS";1;14;-;6;-;2;1;26;12;6;-;-;2;-;1;-;10;14;95
"411460 MARECHAL CANDIDO RONDON";11;66;2;24;5;6;-;112;31;24;-;3;6;1;7;5;4;38;345
"411470 MARIA HELENA";3;7;-;5;-;2;-;15;4;6;-;1;1;-;-;-;3;7;54
"411480 MARIALVA";6;38;2;20;9;12;-;61;26;10;-;3;11;1;4;5;3;31;242
"411490 MARILANDIA DO SUL";1;13;-;3;1;3;-;29;12;6;-;-;2;-;-;-;1;14;85
"411500 MARILENA";-;12;-;4;-;2;-;17;3;-;-;-;2;-;-;-;2;8;50
"411510 MARILUZ";5;13;1;8;1;1;-;32;16;3;-;-;2;1;1;-;4;11;99
"411520 MARINGA";64;458;5;97;17;91;-;590;221;126;3;27;95;2;28;24;31;203;2082
"411530 MARIOPOLIS";-;12;1;1;3;1;-;11;6;-;-;-;1;-;-;1;4;-;41
"411535 MARIPA";-;10;-;2;1;1;-;13;5;2;-;-;-;-;-;1;-;2;37
"411540 MARMELEIRO";2;16;1;6;1;2;-;26;12;5;-;1;-;1;-;-;1;15;89
"411545 MARQUINHO";-;6;-;-;-;1;-;9;6;1;-;-;-;-;1;-;1;-;25
"411550 MARUMBI";1;8;-;2;-;1;-;17;5;3;-;1;-;-;-;-;1;3;42
"411560 MATELANDIA";2;25;1;6;-;3;-;31;11;9;1;-;1;-;1;1;4;15;111
"411570 MATINHOS";14;32;2;5;-;5;-;58;27;12;-;2;4;-;-;2;35;30;228
"411573 MATO RICO";-;4;-;1;-;-;-;9;3;1;-;-;1;-;-;-;1;-;20
"411575 MAUA DA SERRA";1;11;-;3;1;1;-;21;6;4;-;-;1;1;1;1;-;18;70
"411580 MEDIANEIRA";10;65;2;14;2;7;1;62;37;14;-;1;5;-;5;5;5;29;264
"411585 MERCEDES";-;14;-;2;-;2;-;6;2;4;-;-;1;-;-;-;-;3;34
"411590 MIRADOR";-;-;-;-;-;-;-;7;4;-;-;-;1;-;-;-;2;-;14
"411600 MIRASELVA";1;5;-;1;1;-;-;8;2;1;-;-;-;-;-;-;-;-;19
"411605 MISSAL";1;21;-;3;-;4;-;35;6;2;-;-;-;-;2;2;11;19;106
"411610 MOREIRA SALES";2;15;-;10;-;4;-;44;8;7;-;-;2;-;1;1;6;9;109
"411620 MORRETES";1;13;-;6;1;1;-;36;9;6;1;-;6;-;-;2;10;13;105
"411630 MUNHOZ DE MELO";1;7;-;1;-;1;-;7;3;-;-;-;1;-;1;-;1;3;26
"411640 NOSSA SENHORA DAS GRACAS";1;4;-;3;-;-;-;5;4;2;-;-;-;-;-;-;5;3;27
"411650 NOVA ALIANCA DO IVAI";-;2;-;1;-;-;-;4;1;-;-;-;-;-;-;-;1;-;9
"411660 NOVA AMERICA DA COLINA";1;3;1;3;-;-;-;11;3;1;-;-;-;-;-;-;-;1;24
"411670 NOVA AURORA";-;18;-;11;-;3;-;39;8;4;-;1;1;-;-;-;1;6;92
"411680 NOVA CANTU";3;10;1;1;2;4;-;16;2;2;-;-;2;-;-;-;7;5;55
"411690 NOVA ESPERANCA";10;35;-;12;2;8;-;57;29;14;1;-;7;-;3;-;5;23;206
"411695 NOVA ESPERANCA DO SUDOESTE";-;15;-;2;-;-;-;14;4;3;-;1;-;-;-;-;2;4;45
"411700 NOVA FATIMA";10;10;-;4;4;3;-;21;8;5;-;-;2;-;-;-;2;4;73
"411705 NOVA LARANJEIRAS";2;15;-;1;1;1;-;20;7;3;-;-;1;-;-;-;2;13;66
"411710 NOVA LONDRINA";2;6;-;1;-;3;-;22;13;9;-;-;1;-;1;1;12;10;81
"411720 NOVA OLIMPIA";5;6;-;4;1;2;-;17;10;6;-;-;-;-;-;-;5;2;58
"411721 NOVA SANTA BARBARA";1;4;1;3;-;1;-;5;7;2;-;1;-;-;2;1;-;3;31
"411722 NOVA SANTA ROSA";2;10;-;6;-;-;-;31;9;5;-;-;1;-;-;-;1;13;78
"411725 NOVA PRATA DO IGUACU";4;15;-;3;1;3;-;20;9;2;-;-;2;-;1;1;1;10;72
"411727 NOVA TEBAS";-;6;2;6;2;1;-;20;6;4;-;-;3;-;-;-;-;7;57
"411729 NOVO ITACOLOMI";-;2;-;-;-;-;-;10;4;2;-;-;1;-;-;-;-;6;25
"411730 ORTIGUEIRA";1;19;-;10;4;2;-;57;17;3;1;-;4;-;5;-;3;24;150
"411740 OURIZONA";-;2;-;5;-;-;-;11;3;2;-;-;-;-;-;-;1;1;25
"411745 OURO VERDE DO OESTE";2;3;-;2;1;1;-;13;4;3;-;1;1;-;1;-;-;4;36
"411750 PAICANDU";8;38;-;19;2;6;-;68;17;16;-;1;7;1;3;-;7;22;215
"411760 PALMAS";10;47;1;9;1;6;-;66;28;15;-;3;3;-;7;6;27;28;257
"411770 PALMEIRA";6;37;1;12;2;12;-;56;33;9;1;-;2;-;4;2;6;25;208
"411780 PALMITAL";1;23;-;7;2;2;-;37;10;6;-;-;-;-;1;2;4;7;102
"411790 PALOTINA";5;37;-;14;1;7;-;49;27;6;4;-;1;2;1;1;5;23;183
"411800 PARAISO DO NORTE";-;17;1;5;4;4;-;28;5;5;-;-;-;-;3;-;2;12;86
"411810 PARANACITY";1;6;-;2;2;2;-;11;8;4;-;-;5;-;-;2;4;8;55
"411820 PARANAGUA";66;163;6;77;5;14;-;301;119;51;2;1;36;-;14;4;44;117;1020
"411830 PARANAPOEMA";-;1;-;1;1;-;-;7;4;-;-;-;-;-;-;-;-;3;17
"411840 PARANAVAI";24;132;2;42;6;18;-;203;60;50;3;3;28;1;4;3;5;72;656
"411845 PATO BRAGADO";1;12;-;1;-;-;-;16;2;2;-;-;-;-;-;1;3;8;46
"411850 PATO BRANCO";16;102;3;22;4;16;-;127;50;17;-;2;6;-;8;1;13;68;455
"411860 PAULA FREITAS";2;5;-;1;-;-;-;15;5;3;-;-;2;-;-;-;-;5;38
"411870 PAULO FRONTIN";-;18;-;1;-;3;-;20;6;3;-;-;1;-;-;-;2;-;54
"411880 PEABIRU";2;26;1;5;-;4;-;32;10;12;-;-;1;-;2;1;-;9;105
"411885 PEROBAL";-;8;-;2;-;3;-;10;8;2;-;-;-;-;-;-;1;4;38
