 Mortalidade - Paraná
Óbitos p/Residênc por Município e Capítulo CID-10
Período:2015
"Município";"Cap I";"Cap II";"Cap III";"Cap IV";"Cap V";"Cap VI";"Cap VIII";"Cap IX";"Cap X";"Cap XI";"Cap XII";"Cap XIII";"Cap XIV";"Cap XV";"Cap XVI";"Cap XVII";"Cap XVIII";"Cap XX";"Total"
"411890 PEROLA";8;19;-;7;1;11;-;34;4;6;-;-;2;1;2;-;4;8;107
"411900 PEROLA D'OESTE";1;8;-;3;-;1;-;19;5;2;-;-;1;-;-;1;-;2;43
"411910 PIEN";-;26;-;2;-;-;-;17;6;6;-;-;-;-;1;1;1;4;64
"411915 PINHAIS";30;125;-;57;17;24;-;175;86;25;1;4;14;-;8;6;16;90;678
"411920 PINHALAO";4;5;2;3;1;-;-;17;9;4;-;-;-;-;-;1;2;8;56
"411925 PINHAL DE SAO BENTO";-;6;-;1;-;-;-;7;2;1;-;-;1;1;-;-;-;2;21
"411930 PINHAO";3;37;1;12;5;6;-;58;17;7;-;1;3;-;5;3;-;31;189
"411940 PIRAI DO SUL";10;42;-;11;-;2;-;43;28;9;1;1;3;-;1;2;18;16;187
"411950 PIRAQUARA";33;115;5;36;8;17;1;152;34;28;1;1;9;-;3;6;3;120;572
"411960 PITANGA";4;39;3;14;2;2;-;82;31;5;-;2;2;-;1;3;16;21;227
"411965 PITANGUEIRAS";1;5;-;1;-;1;-;8;-;1;1;-;1;-;1;-;-;3;23
"411970 PLANALTINA DO PARANA";1;2;-;1;-;-;-;5;4;2;-;-;2;-;-;-;4;4;25
"411980 PLANALTO";2;18;-;8;1;1;-;42;8;2;-;-;-;-;-;1;4;11;98
"411990 PONTA GROSSA";79;451;19;99;31;77;-;693;213;138;8;15;69;3;34;13;78;231;2251
"411995 PONTAL DO PARANA";8;20;-;4;-;4;-;40;18;7;-;1;-;1;6;-;44;21;174
"412000 PORECATU";-;20;1;3;-;4;-;43;13;3;-;-;4;-;3;1;-;13;108
"412010 PORTO AMAZONAS";1;9;-;4;-;1;-;10;6;4;-;-;2;-;-;-;1;6;44
"412015 PORTO BARREIRO";1;4;-;1;1;-;-;7;5;-;-;-;1;-;-;-;-;3;23
"412020 PORTO RICO";-;2;-;2;-;-;-;8;1;1;-;-;-;1;-;-;-;5;20
"412030 PORTO VITORIA";-;4;-;3;-;-;-;14;7;1;-;-;-;-;-;1;-;6;36
"412033 PRADO FERREIRA";2;11;-;2;-;3;-;5;5;-;-;-;1;-;-;-;-;-;29
"412035 PRANCHITA";-;8;1;1;1;2;-;10;5;4;-;-;1;-;-;-;2;4;39
"412040 PRESIDENTE CASTELO BRANCO";3;7;-;-;-;3;-;7;3;-;-;-;1;1;-;-;1;4;30
"412050 PRIMEIRO DE MAIO";2;19;-;3;1;2;-;18;10;7;-;-;3;-;1;-;1;5;72
"412060 PRUDENTOPOLIS";5;85;-;35;7;7;-;101;32;21;-;2;2;-;2;3;17;40;359
"412065 QUARTO CENTENARIO";3;7;-;6;1;3;-;16;2;3;-;-;1;-;-;-;4;3;49
"412070 QUATIGUA";1;12;1;9;-;-;-;21;8;4;-;-;-;-;1;-;3;7;67
"412080 QUATRO BARRAS";9;29;-;6;1;2;-;39;15;12;1;2;6;-;4;1;2;15;144
"412085 QUATRO PONTES";2;6;-;1;-;1;-;7;6;2;-;-;-;-;-;-;4;3;32
"412090 QUEDAS DO IGUACU";2;34;-;5;4;3;-;53;20;7;-;-;3;1;-;1;2;36;171
"412100 QUERENCIA DO NORTE";-;20;-;4;-;1;-;29;11;4;-;-;3;-;1;2;1;10;86
"412110 QUINTA DO SOL";-;4;-;7;2;1;-;6;4;3;-;-;3;-;-;1;1;6;38
"412120 QUITANDINHA";4;16;-;8;1;9;-;30;22;3;-;1;3;1;-;1;4;14;117
"412125 RAMILANDIA";2;3;-;3;1;1;-;8;4;1;-;-;1;-;-;-;4;4;32
"412130 RANCHO ALEGRE";1;6;-;2;-;3;-;14;6;1;-;1;1;-;1;-;1;2;39
"412135 RANCHO ALEGRE D'OESTE";-;5;-;-;-;-;-;8;2;-;-;-;-;-;-;-;1;3;19
"412140 REALEZA";1;28;-;8;-;4;-;30;12;3;-;-;3;-;2;1;7;15;114
"412150 REBOUCAS";1;20;-;6;-;1;-;36;8;2;1;-;2;-;2;1;1;13;94
"412160 RENASCENCA";-;4;-;2;-;4;-;11;10;1;-;-;-;-;-;1;-;5;38
"412170 RESERVA";1;28;-;12;1;3;-;72;16;7;-;1;4;1;3;3;10;24;186
"412175 RESERVA DO IGUACU";-;7;-;2;1;-;-;9;4;3;-;-;-;-;-;-;4;6;36
"412180 RIBEIRAO CLARO";3;15;1;1;-;3;-;25;8;5;-;-;2;-;2;-;9;6;80
"412190 RIBEIRAO DO PINHAL";8;17;-;6;3;7;-;32;21;7;-;-;-;-;1;1;12;10;125
"412200 RIO AZUL";2;19;-;3;4;5;-;32;16;1;-;1;1;-;1;3;3;6;97
"412210 RIO BOM";-;5;-;4;-;1;-;12;3;2;-;-;1;-;-;-;-;1;29
"412215 RIO BONITO DO IGUACU";3;13;1;5;2;-;-;22;6;1;-;1;-;-;3;2;3;11;73
"412217 RIO BRANCO DO IVAI";-;8;-;1;1;3;-;7;3;1;-;-;1;-;1;-;2;3;31
"412220 RIO BRANCO DO SUL";5;33;-;10;-;5;-;72;21;4;1;-;4;-;3;4;1;29;192
"412230 RIO NEGRO";4;44;2;5;10;9;-;67;24;10;2;2;8;-;4;1;5;12;209
"412240 ROLANDIA";14;92;2;39;4;14;-;130;57;13;1;2;11;2;13;3;13;36;446
"412250 RONCADOR";2;13;-;4;-;1;-;33;9;5;-;-;1;1;3;1;8;8;89
"412260 RONDON";-;14;-;4;1;1;-;18;8;5;-;1;2;1;1;-;1;6;63
"412265 ROSARIO DO IVAI";-;8;-;5;-;1;-;20;8;1;-;-;-;-;-;-;1;4;48
"412270 SABAUDIA";-;15;-;2;-;-;-;17;6;1;1;-;1;-;-;1;1;9;54
"412280 SALGADO FILHO";-;7;-;-;-;1;-;9;4;1;-;-;2;-;-;-;1;4;29
"412290 SALTO DO ITARARE";4;10;1;8;1;-;-;15;6;3;-;-;1;-;1;-;1;-;51
"412300 SALTO DO LONTRA";2;20;-;6;1;2;-;26;13;1;-;-;1;-;2;-;6;20;100
"412310 SANTA AMELIA";-;5;-;4;-;1;-;11;6;2;-;-;2;-;-;-;-;3;34
"412320 SANTA CECILIA DO PAVAO";-;4;-;1;1;1;-;5;3;-;-;-;3;-;-;-;-;-;18
"412330 SANTA CRUZ DE MONTE CASTELO";4;9;1;5;-;2;-;22;11;4;-;-;3;-;-;-;3;5;69
"412340 SANTA FE";1;16;-;2;-;1;-;21;11;3;-;-;2;-;-;-;2;5;64
"412350 SANTA HELENA";4;43;-;12;1;-;-;49;9;4;1;-;1;-;2;3;2;18;149
"412360 SANTA INES";-;2;-;2;-;-;-;5;1;2;-;-;-;-;-;1;1;-;14
"412370 SANTA ISABEL DO IVAI";2;14;-;5;-;4;-;28;8;4;-;-;1;-;-;1;6;8;81
"412380 SANTA IZABEL DO OESTE";2;20;-;3;-;1;-;30;6;8;-;-;2;-;-;-;2;14;88
"412382 SANTA LUCIA";1;4;-;1;-;1;-;5;1;1;-;-;-;-;-;-;1;3;18
"412385 SANTA MARIA DO OESTE";1;13;-;6;-;3;-;22;1;1;1;-;-;-;1;-;7;7;63
"412390 SANTA MARIANA";2;16;1;5;3;6;-;46;13;9;1;-;2;-;2;1;5;6;118
"412395 SANTA MONICA";-;3;-;-;-;1;-;7;1;1;-;-;-;-;-;-;1;3;17
"412400 SANTANA DO ITARARE";-;5;-;3;1;2;-;15;4;2;-;-;-;-;-;-;2;3;37
"412402 SANTA TEREZA DO OESTE";3;16;1;7;1;1;-;18;8;5;-;-;2;-;2;2;1;10;77
"412405 SANTA TEREZINHA DE ITAIPU";2;23;-;9;-;4;-;27;19;7;1;1;2;-;1;2;3;23;124
"412410 SANTO ANTONIO DA PLATINA";19;53;2;20;6;12;-;104;38;16;2;-;5;-;2;2;6;29;316
"412420 SANTO ANTONIO DO CAIUA";-;7;-;4;1;1;-;6;2;-;-;-;-;1;-;-;-;1;23
"412430 SANTO ANTONIO DO PARAISO";-;2;-;-;-;-;-;5;3;-;-;-;1;-;1;-;1;2;15
"412440 SANTO ANTONIO DO SUDOESTE";4;38;1;7;1;3;-;39;6;4;-;-;2;-;1;1;-;4;111
"412450 SANTO INACIO";-;7;-;3;-;-;-;14;5;3;-;1;5;-;-;-;1;4;43
"412460 SAO CARLOS DO IVAI";1;12;-;-;-;1;-;9;7;-;2;-;3;-;-;-;-;4;39
"412470 SAO JERONIMO DA SERRA";3;10;-;2;1;-;-;19;16;7;-;-;2;-;1;2;2;16;81
"412480 SAO JOAO";1;19;1;2;-;4;-;31;7;6;-;2;1;-;-;1;3;16;94
"412490 SAO JOAO DO CAIUA";4;7;-;4;-;1;-;14;3;4;-;1;1;-;1;-;3;4;47
"412500 SAO JOAO DO IVAI";6;11;-;10;1;3;-;38;9;12;-;-;4;-;2;1;10;10;117
"412510 SAO JOAO DO TRIUNFO";3;19;-;1;1;3;-;23;9;6;-;-;1;-;1;-;-;11;78
"412520 SAO JORGE D'OESTE";1;13;-;3;-;4;-;20;4;4;-;-;-;-;-;1;3;12;65
"412530 SAO JORGE DO IVAI";1;4;-;5;-;1;-;11;2;4;-;-;1;1;-;1;-;5;36
"412535 SAO JORGE DO PATROCINIO";4;10;-;1;-;1;-;15;12;2;-;-;2;-;-;-;1;10;58
"412540 SAO JOSE DA BOA VISTA";4;9;-;8;-;2;-;12;8;1;-;-;-;-;2;-;-;4;50
"412545 SAO JOSE DAS PALMEIRAS";-;6;-;1;-;-;-;15;2;1;-;-;-;-;-;-;2;1;28
"412550 SAO JOSE DOS PINHAIS";92;318;4;85;31;40;-;393;160;79;2;4;36;1;20;21;16;229;1531
"412555 SAO MANOEL DO PARANA";3;3;-;1;1;-;-;2;6;-;-;-;-;-;1;-;-;-;17
"412560 SAO MATEUS DO SUL";5;58;4;6;6;8;-;85;40;9;-;2;3;1;5;1;5;33;271
"412570 SAO MIGUEL DO IGUACU";4;33;-;9;-;6;-;40;30;5;1;-;6;-;4;1;6;39;184
"412575 SAO PEDRO DO IGUACU";1;3;-;2;-;2;-;17;4;3;-;-;4;-;-;-;1;7;44
"412580 SAO PEDRO DO IVAI";2;11;-;11;1;3;-;14;12;5;-;-;3;1;-;-;-;7;70
"412590 SAO PEDRO DO PARANA";2;4;-;2;-;1;-;9;2;1;-;-;-;-;-;-;8;1;30
"412600 SAO SEBASTIAO DA AMOREIRA";3;7;-;2;2;2;-;16;5;1;-;-;2;-;1;-;3;9;53
"412610 SAO TOME";-;6;-;2;-;2;-;13;6;4;-;1;-;-;-;-;-;6;40
"412620 SAPOPEMA";4;7;-;1;1;3;-;14;10;3;2;-;-;-;-;-;3;9;57
"412625 SARANDI";22;80;4;26;4;10;-;150;59;37;1;3;20;-;8;6;7;69;506
"412627 SAUDADE DO IGUACU";1;7;-;2;-;-;-;13;6;4;-;-;2;-;-;-;2;3;40
"412630 SENGES";3;14;1;6;9;5;-;28;12;5;-;1;4;-;1;-;2;7;98
"412635 SERRANOPOLIS DO IGUACU";-;8;-;-;-;3;-;10;5;1;-;-;2;-;-;-;1;1;31
"412640 SERTANEJA";-;9;-;1;-;2;-;21;11;2;-;-;1;-;-;-;1;2;50
"412650 SERTANOPOLIS";1;26;1;11;-;4;-;30;24;11;1;-;6;-;1;-;-;13;129
"412660 SIQUEIRA CAMPOS";7;16;1;8;2;1;-;60;23;6;-;-;4;-;1;1;3;14;147
"412665 SULINA";-;6;-;2;-;2;-;5;1;1;-;-;3;-;-;-;-;2;22
"412667 TAMARANA";-;9;1;8;-;1;-;17;7;4;1;-;7;1;-;-;3;11;70
"412670 TAMBOARA";1;9;-;3;-;-;-;14;4;-;-;-;1;-;1;1;4;4;42
"412680 TAPEJARA";3;11;1;10;-;3;-;33;9;4;-;1;4;1;2;-;-;15;97
"412690 TAPIRA";1;6;-;2;1;2;-;18;2;1;-;-;-;-;-;-;2;5;40
"412700 TEIXEIRA SOARES";3;6;-;4;2;1;-;23;5;5;1;-;-;1;1;-;4;3;59
"412710 TELEMACO BORBA";11;91;4;46;2;6;-;130;85;28;-;2;13;2;8;7;18;79;532
"412720 TERRA BOA";2;23;-;5;-;2;-;41;20;9;-;-;4;1;-;-;2;11;120
"412730 TERRA RICA";1;20;-;10;-;3;-;52;9;7;-;1;3;-;1;-;5;14;126
"412740 TERRA ROXA";2;26;1;6;5;1;-;45;12;6;-;-;1;-;2;1;2;14;124
"412750 TIBAGI";3;37;-;15;2;1;-;35;18;4;-;-;2;-;1;1;6;15;140
"412760 TIJUCAS DO SUL";3;20;-;8;4;1;-;25;10;2;1;-;1;-;-;2;1;19;97
"412770 TOLEDO";19;147;3;22;5;20;-;199;111;35;-;2;17;1;8;8;13;110;720
"412780 TOMAZINA";4;7;1;5;3;-;-;27;17;2;1;-;4;-;-;-;-;4;75
"412785 TRES BARRAS DO PARANA";-;12;1;3;1;-;-;24;10;2;1;-;1;-;1;1;-;6;63
"412788 TUNAS DO PARANA";1;6;-;-;1;-;-;12;1;1;-;-;-;-;2;3;-;5;32
"412790 TUNEIRAS DO OESTE";2;18;1;10;-;1;-;16;4;4;-;-;2;-;-;1;1;9;69
"412795 TUPASSI";2;9;-;3;-;4;-;23;4;4;-;-;3;-;-;-;1;6;59
"412796 TURVO";-;19;-;9;1;5;-;17;11;3;-;-;4;-;2;1;2;7;81
"412800 UBIRATA";5;22;-;8;2;6;-;59;13;10;2;1;3;-;3;1;1;24;160
"412810 UMUARAMA";34;112;6;30;17;24;-;194;82;41;1;-;16;-;17;6;57;62;699
"412820 UNIAO DA VITORIA";7;87;1;12;3;8;-;143;46;17;1;4;10;1;7;3;2;83;435
"412830 UNIFLOR";-;1;-;-;-;-;-;5;3;3;-;-;2;-;-;-;1;2;17
"412840 URAI";-;29;-;11;1;3;-;32;8;1;-;1;4;-;2;-;6;3;101
"412850 WENCESLAU BRAZ";13;22;-;9;1;2;-;59;19;12;-;2;3;1;2;1;11;13;170
"412853 VENTANIA";-;4;-;3;-;2;-;29;14;1;-;-;1;-;-;1;-;8;63
"412855 VERA CRUZ DO OESTE";1;10;1;8;1;1;-;14;6;7;-;-;3;-;1;2;2;8;65
"412860 VERE";1;11;-;4;-;2;-;11;10;2;-;-;-;-;1;-;2;3;47
"412862 ALTO PARAISO";-;-;-;3;1;-;-;8;2;-;-;1;-;-;-;-;3;1;19
"412863 DOUTOR ULYSSES";-;2;-;-;-;-;-;13;4;1;-;1;2;-;-;-;-;3;26
"412865 VIRMOND";-;8;-;5;1;1;-;6;2;2;-;-;2;-;2;-;-;2;31
"412870 VITORINO";2;8;-;6;-;2;-;9;5;1;-;-;1;-;-;1;4;4;43
"412880 XAMBRE";2;9;-;5;1;3;-;11;7;5;-;-;1;-;-;-;5;2;51
"Total";2404;13615;280;4122;791;2353;6;20379;8377;3793;143;368;1659;101;991;617;2117;8723;70839
 Fonte: MS/SVSA/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Consulte o site da Secretaria Estadual de Saúde para mais informações.
 Notas:
 
 Dados finais disponíveis até 2024 - data de extração 02/12/2025.
 Dados de 2025 - Preliminares - data de extração 28/07/2026.
 Dados de 2026 - 1a prévia - data de extração 01/06/2026.
 
