Indicadores Municipais
População2.1 D.Total Saúde/Hab3.2 %R.Próprios em Saúde-EC 29R.Transf.SUS/Hab por Munic-BR
UF: Paraná
Período:2024
"Munic-BR";"População";"2.1_D.Total_Saúde/Hab";"3.2_%R.Próprios_em_Saúde-EC_29";"R.Transf.SUS/Hab"
"412290 Salto do Itararé";5192;1682,11;20,07;644,65
"412300 Salto do Lontra";15223;1548,16;29,69;1036,84
"412310 Santa Amélia";3394;1787,55;20,84;214,88
"412320 Santa Cecília do Pavão";3365;2316,40;17,68;802,02
"412330 Santa Cruz de Monte Castelo";8613;1998,90;28,70;631,07
"412340 Santa Fé";11378;1862,01;28,53;495,95
"412350 Santa Helena";25492;2744,30;24,31;558,19
"412360 Santa Inês";1748;4495,25;20,63;895,31
"412370 Santa Isabel do Ivaí";8912;1887,80;25,14;630,29
"412380 Santa Izabel do Oeste";14070;1784,36;27,89;686,77
"412382 Santa Lúcia";3644;2457,96;19,87;744,69
"412385 Santa Maria do Oeste";10031;1861,06;24,26;628,70
"412390 Santa Mariana";11066;1740,30;27,44;315,74
"412395 Santa Mônica";3356;2774,97;23,94;888,03
"412402 Santa Tereza do Oeste";13174;1425,45;19,15;988,61
"412405 Santa Terezinha de Itaipu";25055;1869,70;24,65;455,10
"412400 Santana do Itararé";5514;2330,58;24,53;959,08
"412410 Santo Antônio da Platina";45534;1240,43;27,18;298,00
"412420 Santo Antônio do Caiuá";2493;4333,48;29,79;1382,63
"412430 Santo Antônio do Paraíso";2125;3795,75;18,96;1251,71
"412440 Santo Antônio do Sudoeste";23673;1333,60;20,09;726,29
"412450 Santo Inácio";6181;1788,02;18,06;707,54
"412460 São Carlos do Ivaí";6587;2295,57;26,57;812,40
"412470 São Jerônimo da Serra";10830;1570,74;22,97;706,93
"412480 São João";11886;1850,88;25,42;533,22
"412490 São João do Caiuá";5586;2328,18;32,37;913,48
"412500 São João do Ivaí";10667;1678,07;25,91;735,59
"412510 São João do Triunfo";13726;1497,73;22,75;587,10
"412520 São Jorge d'Oeste";9378;2675,60;33,90;539,42
"412530 São Jorge do Ivaí";5168;1865,88;22,60;622,54
"412535 São Jorge do Patrocínio";6504;2733,66;26,52;1073,98
"412540 São José da Boa Vista";6040;2069,05;15,26;699,25
"412545 São José das Palmeiras";3957;2722,84;25,47;631,78
"412550 São José dos Pinhais";329628;1710,47;25,44;336,62
"412555 São Manoel do Paraná";2138;3167,74;16,68;1054,79
"412560 São Mateus do Sul";42366;1328,19;25,08;444,00
"412570 São Miguel do Iguaçu";29122;2077,34;21,67;391,86
"412575 São Pedro do Iguaçu";5769;1966,13;24,84;578,78
"412580 São Pedro do Ivaí";8690;1673,25;24,00;458,93
"412590 São Pedro do Paraná";2661;3752,60;24,30;618,85
"412600 São Sebastião da Amoreira";8063;1990,26;27,73;360,36
"412610 São Tomé";5232;1939,16;22,74;532,88
"412620 Sapopema";6695;1973,59;22,71;610,13
"412625 Sarandi";118455;822,18;29,39;185,31
"412627 Saudade do Iguaçu";6342;2239,19;23,31;458,52
"412630 Sengés";17270;1819,07;24,10;490,88
"412635 Serranópolis do Iguaçu";5007;2633,37;19,41;1003,96
"412640 Sertaneja";5616;2984,62;27,39;882,97
"412650 Sertanópolis";15930;1932,98;24,39;520,89
"412660 Siqueira Campos";23712;985,64;22,40;307,58
"412665 Sulina";3440;2675,30;20,03;1107,67
"412667 Tamarana";10645;2273,24;21,63;900,66
"412670 Tamboara";4880;2392,53;29,19;859,74
"412680 Tapejara";15869;1428,67;24,62;384,36
"412690 Tapira";5745;2554,92;33,67;547,12
"412700 Teixeira Soares";9547;1626,36;17,99;575,39
"412710 Telêmaco Borba";75042;1288,36;27,43;241,67
"412720 Terra Boa";17568;2436,54;35,11;878,31
"412730 Terra Rica";14842;2066,93;27,74;852,81
"412740 Terra Roxa";18119;1431,49;22,89;383,00
"412750 Tibagi";19961;1754,46;21,00;425,94
"412760 Tijucas do Sul";17621;1678,25;20,44;561,35
"412770 Toledo";158620;1644,77;31,95;317,50
"412780 Tomazina";8426;1585,54;21,51;536,59
"412785 Três Barras do Paraná";11135;1926,74;24,28;700,26
"412788 Tunas do Paraná";6302;1501,70;19,46;606,58
"412790 Tuneiras do Oeste";8095;1521,66;21,67;820,79
"412795 Tupãssi";8077;2042,28;27,66;328,64
"412796 Turvo";14231;1481,81;18,51;517,55
"412800 Ubiratã";24749;1813,01;21,43;787,34
"412810 Umuarama";117095;2499,67;31,98;1503,18
"412820 União da Vitória";55033;1090,70;15,25;521,50
"412830 Uniflor";2136;2469,71;22,91;1443,40
"412840 Uraí";10406;1704,32;32,78;648,10
"412853 Ventania";9681;1805,20;22,22;655,40
"412855 Vera Cruz do Oeste";8215;1306,79;19,24;932,33
"412860 Verê";7932;2191,17;22,43;637,22
"412865 Virmond";3811;2168,05;17,89;782,12
"412870 Vitorino";9706;1322,02;23,17;393,45
"412850 Wenceslau Braz";19188;1335,47;25,93;410,98
"412880 Xambrê";5798;935,44;17,30;763,70
"Total";11464501;1689,57;23,76;635,29
