 Mortalidade - Paraná
Óbitos p/Residênc por Município e Capítulo CID-10
Período:2023
"Município";"Cap I";"Cap II";"Cap III";"Cap IV";"Cap V";"Cap VI";"Cap VIII";"Cap IX";"Cap X";"Cap XI";"Cap XII";"Cap XIII";"Cap XIV";"Cap XV";"Cap XVI";"Cap XVII";"Cap XVIII";"Cap XX";"Total"
"411890 PEROLA";4;16;-;10;4;7;-;30;10;7;-;-;4;-;-;2;1;5;100
"411900 PEROLA D'OESTE";8;11;-;3;1;1;-;13;4;5;-;1;2;-;-;-;1;10;60
"411910 PIEN";1;15;-;6;1;4;-;23;4;2;-;1;1;-;-;2;1;13;74
"411915 PINHAIS";39;161;3;51;19;30;-;201;80;48;4;5;25;2;9;6;12;78;773
"411920 PINHALAO";4;10;-;3;1;2;-;13;9;4;-;-;-;-;-;-;-;5;51
"411925 PINHAL DE SAO BENTO";-;3;-;-;1;1;-;6;3;-;-;1;-;-;-;-;-;3;18
"411930 PINHAO";2;44;1;9;7;5;-;60;50;11;-;1;5;-;8;-;2;32;237
"411940 PIRAI DO SUL";6;36;2;20;2;3;-;51;32;7;2;-;8;-;1;1;10;22;203
"411950 PIRAQUARA";35;115;3;45;8;28;-;162;81;50;8;4;21;2;16;4;17;94;693
"411960 PITANGA";10;48;-;14;4;4;-;64;38;16;1;2;10;1;2;1;4;22;241
"411965 PITANGUEIRAS";-;6;1;-;-;-;-;8;2;5;-;-;-;-;1;-;-;3;26
"411970 PLANALTINA DO PARANA";2;4;-;-;-;-;-;14;4;2;-;-;-;-;-;-;1;5;32
"411980 PLANALTO";6;27;-;2;-;2;-;41;18;2;-;-;4;-;-;-;1;7;110
"411990 PONTA GROSSA";152;535;14;106;24;136;-;651;291;169;21;14;105;-;20;13;92;330;2673
"411995 PONTAL DO PARANA";14;35;2;18;6;9;-;63;26;13;1;1;9;-;5;2;25;30;259
"412000 PORECATU";3;27;-;6;-;9;-;34;19;6;-;-;1;-;-;-;4;16;125
"412010 PORTO AMAZONAS";3;11;-;1;1;-;-;15;3;5;-;-;1;-;-;1;3;4;48
"412015 PORTO BARREIRO";1;2;-;2;-;1;-;3;4;-;-;-;3;-;1;1;-;4;22
"412020 PORTO RICO";-;3;-;2;1;2;-;5;1;2;-;-;-;-;-;1;1;1;19
"412030 PORTO VITORIA";-;3;-;3;1;2;-;4;6;1;-;1;1;-;-;-;1;5;28
"412033 PRADO FERREIRA";2;9;1;4;-;2;-;3;6;4;-;-;-;-;-;-;1;3;35
"412035 PRANCHITA";-;13;2;1;-;2;-;6;5;4;-;-;1;-;-;-;-;5;39
"412040 PRESIDENTE CASTELO BRANCO";-;6;-;4;-;1;-;14;7;1;1;-;2;-;-;-;-;4;40
"412050 PRIMEIRO DE MAIO";5;13;1;1;-;10;-;35;10;9;1;1;3;-;-;1;2;9;101
"412060 PRUDENTOPOLIS";13;86;4;28;10;16;-;124;63;24;-;-;9;-;4;3;8;52;444
"412065 QUARTO CENTENARIO";-;10;-;2;-;-;-;5;8;5;-;1;2;-;-;-;1;6;40
"412070 QUATIGUA";6;10;-;13;1;1;-;29;10;5;-;-;5;-;1;1;3;9;94
"412080 QUATRO BARRAS";10;30;-;8;2;8;-;34;23;10;-;1;-;-;1;1;2;18;148
"412085 QUATRO PONTES";-;6;-;4;1;4;-;12;5;4;-;-;2;-;-;-;-;3;41
"412090 QUEDAS DO IGUACU";4;47;-;6;1;16;-;66;20;15;2;-;7;-;2;2;-;57;245
"412100 QUERENCIA DO NORTE";1;12;1;5;3;4;-;36;9;5;-;-;1;-;1;-;1;11;90
"412110 QUINTA DO SOL";2;6;-;3;-;3;-;14;7;1;-;-;3;-;1;-;-;6;46
"412120 QUITANDINHA";4;30;-;11;-;2;-;57;14;8;1;-;5;-;1;1;6;16;156
"412125 RAMILANDIA";2;6;-;1;-;-;-;8;3;-;-;-;-;-;-;-;2;4;26
"412130 RANCHO ALEGRE";1;9;-;3;1;2;-;7;5;4;-;-;2;-;-;-;3;3;40
"412135 RANCHO ALEGRE D'OESTE";1;2;-;1;1;2;-;8;3;-;-;-;1;-;-;-;-;6;25
"412140 REALEZA";9;40;-;4;-;8;-;30;24;8;-;1;4;-;1;-;1;9;139
"412150 REBOUCAS";3;33;-;5;3;5;1;26;14;2;-;-;3;-;1;-;-;7;103
"412160 RENASCENCA";1;12;-;4;1;-;-;19;8;3;-;-;-;-;-;-;-;-;48
"412170 RESERVA";5;38;2;4;4;5;-;59;26;10;2;-;7;1;2;1;12;31;209
"412175 RESERVA DO IGUACU";-;5;-;1;1;-;-;8;4;2;-;1;1;-;1;-;1;7;32
"412180 RIBEIRAO CLARO";4;28;-;2;2;7;-;54;15;2;-;1;2;-;-;-;5;12;134
"412190 RIBEIRAO DO PINHAL";5;27;-;7;2;2;-;35;12;4;-;1;5;-;-;1;9;15;125
"412200 RIO AZUL";2;18;-;4;3;2;-;40;14;7;-;-;3;-;-;1;-;8;102
"412210 RIO BOM";2;4;-;2;1;3;-;17;3;3;-;2;2;-;1;-;-;4;44
"412215 RIO BONITO DO IGUACU";3;10;-;9;1;5;-;32;18;8;-;-;-;-;-;2;9;17;114
"412217 RIO BRANCO DO IVAI";-;2;-;5;1;1;-;10;5;1;-;-;-;-;-;1;2;4;32
"412220 RIO BRANCO DO SUL";9;38;-;10;2;7;-;52;29;16;2;1;5;1;2;1;22;34;231
"412230 RIO NEGRO";10;48;1;7;-;11;-;84;24;12;2;1;10;-;4;1;3;26;244
"412240 ROLANDIA";25;100;7;21;7;30;-;133;57;28;3;1;20;-;9;2;11;52;506
"412250 RONCADOR";1;18;-;2;1;1;-;21;18;11;-;-;3;-;1;1;-;12;90
"412260 RONDON";6;19;1;6;2;7;-;21;5;7;-;-;1;-;-;-;1;2;78
"412265 ROSARIO DO IVAI";1;5;-;7;1;1;-;17;5;4;-;-;1;-;2;-;2;6;52
"412270 SABAUDIA";3;6;-;2;-;1;-;17;6;4;-;1;4;1;4;1;1;11;62
"412280 SALGADO FILHO";1;10;-;-;-;1;-;10;6;1;-;-;3;-;-;-;1;1;34
"412290 SALTO DO ITARARE";3;8;-;5;-;2;-;22;6;6;-;-;-;-;-;-;1;4;57
"412300 SALTO DO LONTRA";6;15;-;8;2;3;-;32;14;6;-;-;2;-;-;1;-;17;106
"412310 SANTA AMELIA";5;1;1;-;-;1;-;8;6;1;-;-;1;-;-;-;3;2;29
"412320 SANTA CECILIA DO PAVAO";-;8;-;1;1;-;-;8;5;3;-;-;1;-;1;-;5;4;37
"412330 SANTA CRUZ DE MONTE CASTELO";2;17;-;2;-;4;-;24;6;5;1;-;2;-;3;-;2;5;73
"412340 SANTA FE";2;11;1;2;2;7;-;37;19;6;1;-;5;-;-;-;-;10;103
"412350 SANTA HELENA";2;37;-;10;-;15;-;49;23;9;-;1;4;-;-;2;6;33;191
"412360 SANTA INES";1;1;-;1;-;1;-;3;2;1;-;-;3;-;-;-;-;-;13
"412370 SANTA ISABEL DO IVAI";2;16;-;9;-;3;-;31;10;5;-;-;1;1;1;-;5;11;95
"412380 SANTA IZABEL DO OESTE";5;26;1;3;1;9;-;21;16;2;-;-;4;-;-;1;1;9;99
"412382 SANTA LUCIA";2;8;-;1;-;1;-;11;8;1;1;-;2;-;1;-;-;4;40
"412385 SANTA MARIA DO OESTE";2;14;1;2;1;1;-;19;12;3;-;-;2;-;-;2;9;10;78
"412390 SANTA MARIANA";4;24;-;14;4;2;-;41;16;9;1;-;5;-;-;-;5;4;129
"412395 SANTA MONICA";1;3;-;1;-;1;-;9;-;3;-;-;-;-;1;1;-;4;24
"412400 SANTANA DO ITARARE";3;5;-;3;2;4;-;23;8;-;1;-;-;-;-;-;1;4;54
"412402 SANTA TEREZA DO OESTE";4;8;-;-;1;2;-;19;11;4;-;1;1;-;2;1;1;15;70
"412405 SANTA TEREZINHA DE ITAIPU";6;44;2;16;-;11;1;43;14;12;-;-;5;-;3;3;4;19;183
"412410 SANTO ANTONIO DA PLATINA";12;68;2;27;8;21;-;125;41;18;3;-;7;-;2;3;7;47;391
"412420 SANTO ANTONIO DO CAIUA";-;7;-;2;1;-;-;8;4;-;-;-;-;-;1;-;1;-;24
"412430 SANTO ANTONIO DO PARAISO";-;3;-;1;1;-;-;5;4;1;-;-;1;-;-;-;-;2;18
"412440 SANTO ANTONIO DO SUDOESTE";4;36;1;15;-;7;-;53;8;5;-;-;4;-;1;2;2;11;149
"412450 SANTO INACIO";1;14;-;4;4;3;-;15;7;3;-;1;1;-;-;1;-;5;59
"412460 SAO CARLOS DO IVAI";-;14;2;6;2;7;-;23;13;5;-;-;4;-;1;1;-;3;81
"412470 SAO JERONIMO DA SERRA";4;12;-;1;2;1;-;28;13;5;-;-;9;-;3;-;6;10;94
"412480 SAO JOAO";1;25;-;8;1;4;-;28;12;12;-;1;2;-;1;-;2;12;109
"412490 SAO JOAO DO CAIUA";1;10;-;5;4;1;1;20;6;4;-;-;-;-;-;-;2;13;67
"412500 SAO JOAO DO IVAI";2;14;1;10;2;5;-;35;10;7;1;1;4;-;2;1;2;18;115
"412510 SAO JOAO DO TRIUNFO";3;24;1;4;2;4;-;22;17;-;-;2;4;-;2;-;-;6;91
"412520 SAO JORGE D'OESTE";5;12;-;4;-;6;-;22;11;10;-;-;3;-;-;-;2;10;85
"412530 SAO JORGE DO IVAI";-;9;-;3;-;2;-;14;5;2;-;1;1;-;1;-;-;-;38
"412535 SAO JORGE DO PATROCINIO";4;12;-;6;1;3;-;16;4;3;-;-;1;-;1;-;1;6;58
"412540 SAO JOSE DA BOA VISTA";3;9;1;2;1;-;-;15;2;1;-;-;1;-;1;1;4;4;45
"412545 SAO JOSE DAS PALMEIRAS";1;5;1;2;2;1;-;10;1;2;-;-;1;-;-;-;3;5;34
"412550 SAO JOSE DOS PINHAIS";66;403;13;93;39;88;-;480;199;117;10;10;78;1;17;14;16;174;1818
"412555 SAO MANOEL DO PARANA";-;4;-;3;-;1;-;7;3;3;-;-;-;-;1;-;-;2;24
"412560 SAO MATEUS DO SUL";16;79;2;21;7;14;-;97;51;17;1;4;2;-;3;1;2;48;365
"412570 SAO MIGUEL DO IGUACU";6;48;1;9;2;8;-;72;32;9;1;-;10;-;-;-;2;29;229
"412575 SAO PEDRO DO IGUACU";2;5;-;4;-;1;-;19;13;-;-;-;1;-;-;1;3;6;55
"412580 SAO PEDRO DO IVAI";2;17;-;5;-;5;-;24;4;4;-;-;5;-;-;-;4;13;83
"412590 SAO PEDRO DO PARANA";1;3;-;2;-;1;-;8;3;-;-;-;-;-;-;-;1;4;23
"412600 SAO SEBASTIAO DA AMOREIRA";2;10;2;6;3;1;-;24;6;2;-;-;1;-;1;1;5;5;69
"412610 SAO TOME";2;8;-;7;1;3;-;14;3;4;-;-;-;-;-;-;1;8;51
"412620 SAPOPEMA";2;9;1;5;3;3;-;23;14;2;-;-;4;-;1;-;7;4;78
"412625 SARANDI";29;112;4;43;14;41;-;178;78;43;2;4;25;1;13;3;3;93;686
"412627 SAUDADE DO IGUACU";1;10;-;3;-;3;-;13;7;2;-;-;1;-;2;1;1;4;48
"412630 SENGES";4;18;1;21;2;3;-;28;15;1;1;-;5;-;2;1;2;14;118
"412635 SERRANOPOLIS DO IGUACU";2;17;-;2;1;-;1;5;9;2;-;-;1;-;-;-;4;4;48
"412640 SERTANEJA";3;9;1;4;4;1;-;12;13;4;-;-;2;-;-;1;5;9;68
"412650 SERTANOPOLIS";12;19;-;5;-;6;-;37;20;10;1;1;7;-;2;-;1;18;139
"412660 SIQUEIRA CAMPOS";5;28;1;15;1;6;-;65;19;15;2;-;4;1;-;2;4;29;197
"412665 SULINA";1;10;-;2;-;2;-;9;2;3;-;-;-;-;-;-;-;6;35
"412667 TAMARANA";3;15;1;3;1;5;-;17;6;8;2;1;1;-;-;2;-;15;80
"412670 TAMBOARA";3;11;-;3;-;-;-;17;4;3;-;-;2;-;1;1;4;4;53
"412680 TAPEJARA";4;16;1;11;3;8;-;30;15;3;1;1;7;-;-;1;2;16;119
"412690 TAPIRA";1;8;-;3;2;3;-;31;8;4;-;-;5;-;-;1;-;2;68
"412700 TEIXEIRA SOARES";3;18;-;4;-;4;-;16;7;2;2;1;4;-;1;2;1;8;73
"412710 TELEMACO BORBA";18;96;4;52;11;10;-;143;72;21;5;2;31;-;6;7;7;66;551
"412720 TERRA BOA";7;38;-;12;1;9;-;39;21;11;1;2;5;-;3;3;2;8;162
"412730 TERRA RICA";2;15;-;4;2;-;-;20;10;3;-;1;5;-;1;-;-;14;77
"412740 TERRA ROXA";2;24;1;10;-;4;-;44;10;9;-;-;5;2;4;-;-;15;130
"412750 TIBAGI";8;24;1;13;6;4;-;27;20;9;-;-;7;-;1;-;2;23;145
"412760 TIJUCAS DO SUL";5;21;-;7;3;3;-;33;15;5;-;1;3;-;3;-;11;10;120
"412770 TOLEDO";36;166;7;40;10;51;-;216;94;46;1;6;25;4;7;8;27;112;856
"412780 TOMAZINA";1;17;-;7;-;1;-;25;9;3;-;-;4;-;-;1;2;3;73
"412785 TRES BARRAS DO PARANA";5;18;-;7;1;3;-;21;6;4;1;1;3;1;-;-;-;14;85
"412788 TUNAS DO PARANA";4;10;1;1;-;1;-;9;8;1;-;-;3;-;-;1;1;8;48
"412790 TUNEIRAS DO OESTE";2;14;-;6;2;2;-;22;9;4;-;1;3;-;1;-;1;7;74
"412795 TUPASSI";2;22;-;3;1;3;-;21;6;5;-;-;1;-;1;-;3;6;74
"412796 TURVO";4;22;-;9;2;6;-;24;12;9;-;-;2;-;2;1;-;9;102
"412800 UBIRATA";3;36;-;13;2;12;-;67;14;12;1;-;4;-;-;3;1;26;194
"412810 UMUARAMA";21;152;6;56;17;54;-;211;119;65;3;8;31;3;11;7;13;104;881
"412820 UNIAO DA VITORIA";25;108;2;32;10;26;-;129;49;27;-;1;12;-;4;3;4;63;495
"412830 UNIFLOR";-;3;-;-;-;1;-;12;2;-;1;-;1;-;-;-;-;2;22
"412840 URAI";11;21;-;10;1;4;-;30;18;12;1;1;12;-;-;-;9;12;142
"412850 WENCESLAU BRAZ";2;35;-;16;3;4;-;64;22;10;-;-;6;-;3;3;5;15;188
"412853 VENTANIA";4;16;-;4;-;2;-;18;12;5;-;-;5;1;1;1;3;14;86
"412855 VERA CRUZ DO OESTE";1;19;-;3;1;3;-;15;5;6;-;-;1;-;-;1;-;4;59
"412860 VERE";-;13;-;5;1;4;-;16;6;3;-;1;1;-;1;-;2;6;59
"412862 ALTO PARAISO";1;6;-;2;-;-;-;5;3;1;-;-;-;-;-;-;1;-;19
"412863 DOUTOR ULYSSES";1;5;-;1;1;-;-;6;2;2;-;-;1;-;-;-;5;3;27
"412865 VIRMOND";2;4;-;5;-;3;-;6;6;1;-;-;1;-;-;-;-;7;35
"412870 VITORINO";2;16;-;1;2;1;-;17;15;6;-;1;1;-;3;-;-;6;71
"412880 XAMBRE";2;9;-;3;1;5;-;19;8;6;1;-;3;-;-;-;-;2;59
"Total";3457;16523;339;4909;1255;4420;15;22083;9323;4902;419;460;2638;69;822;609;1853;9369;83465
 Fonte: MS/SVSA/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Consulte o site da Secretaria Estadual de Saúde para mais informações.
 Notas:
 
 Dados finais disponíveis até 2024 - data de extração 02/12/2025.
 Dados de 2025 - Preliminares - data de extração 28/07/2026.
 Dados de 2026 - 1a prévia - data de extração 01/06/2026.
 
