PERIODO;CD_MUNICIPIO;NM_MUNICIPIO;CD_UF;SG_UF;CD_RM;NM_RM;SEXO;FAIXA_ETARIA;BENEF_ASSISTENCIA_MEDICA;BENEF_EXCLUS_ODONTOLOGICO;BENEF_TOTAL;POPULACAO;TX_COBERT_ASSISTENCIA_MEDICA;TX_COBERT_EXCLUSIVAMENTE_ODONTOLOGICO;TX_COBERT_TOTAL
"2026";"410010";"Abatiá";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"Até 1 ano";"4";"6";"10";"0";0,0000;0,0000;0,0000
"2026";"410040";"Almirante Tamandaré";"41";"PR";"41010";"Curitiba - Pr";"FEMININO";"Até 1 ano";"190";"72";"262";"0";0,0000;0,0000;0,0000
"2026";"410070";"Alto Piquiri";"41";"PR";"41040";"Umuarama - Pr";"FEMININO";"Até 1 ano";"4";"0";"4";"0";0,0000;0,0000;0,0000
"2026";"410080";"Alvorada Do Sul";"41";"PR";"41020";"Londrina - Pr";"FEMININO";"Até 1 ano";"8";"2";"10";"0";0,0000;0,0000;0,0000
"2026";"410110";"Andirá";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"Até 1 ano";"9";"1";"10";"0";0,0000;0,0000;0,0000
"2026";"410180";"Araucária";"41";"PR";"41010";"Curitiba - Pr";"FEMININO";"Até 1 ano";"359";"123";"482";"0";0,0000;0,0000;0,0000
"2026";"410220";"Atalaia";"41";"PR";"41030";"Maringá - Pr";"FEMININO";"Até 1 ano";"8";"1";"9";"0";0,0000;0,0000;0,0000
"2026";"410280";"Bela Vista Do Paraíso";"41";"PR";"41020";"Londrina - Pr";"FEMININO";"Até 1 ano";"19";"2";"21";"0";0,0000;0,0000;0,0000
"2026";"410304";"Boa Ventura De São Roque";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"Até 1 ano";"2";"0";"2";"0";0,0000;0,0000;0,0000
"2026";"410335";"Braganey";"41";"PR";"41070";"Cascavel - Pr";"FEMININO";"Até 1 ano";"11";"0";"11";"0";0,0000;0,0000;0,0000
"2026";"410405";"Campo Bonito";"41";"PR";"41070";"Cascavel - Pr";"FEMININO";"Até 1 ano";"2";"0";"2";"0";0,0000;0,0000;0,0000
"2026";"410680";"Cruz Machado";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"Até 1 ano";"1";"0";"1";"0";0,0000;0,0000;0,0000
"2026";"410730";"Doutor Camargo";"41";"PR";"41030";"Maringá - Pr";"FEMININO";"Até 1 ano";"15";"2";"17";"0";0,0000;0,0000;0,0000
"2026";"410773";"Fernandes Pinheiro";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"Até 1 ano";"2";"1";"3";"0";0,0000;0,0000;0,0000
"2026";"410980";"Ibiporã";"41";"PR";"41020";"Londrina - Pr";"FEMININO";"Até 1 ano";"116";"9";"125";"0";0,0000;0,0000;0,0000
"2026";"411180";"Jacarezinho";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"Até 1 ano";"40";"5";"45";"0";0,0000;0,0000;0,0000
"2026";"411290";"Jundiaí Do Sul";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"Até 1 ano";"1";"0";"1";"0";0,0000;0,0000;0,0000
"2026";"411325";"Laranjal";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"Até 1 ano";"0";"0";"0";"0";0,0000;0,0000;0,0000
"2026";"411350";"Loanda";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"Até 1 ano";"8";"0";"8";"0";0,0000;0,0000;0,0000
"2026";"411380";"Lupionópolis";"41";"PR";"41020";"Londrina - Pr";"FEMININO";"Até 1 ano";"3";"1";"4";"0";0,0000;0,0000;0,0000
"2026";"411400";"Mamborê";"41";"PR";"41060";"Campo Mourão - Pr";"FEMININO";"Até 1 ano";"14";"0";"14";"0";0,0000;0,0000;0,0000
"2026";"411435";"Manfrinópolis";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"Até 1 ano";"0";"0";"0";"0";0,0000;0,0000;0,0000
"2026";"411530";"Mariópolis";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"Até 1 ano";"6";"0";"6";"0";0,0000;0,0000;0,0000
"2026";"411730";"Ortigueira";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"Até 1 ano";"11";"1";"12";"0";0,0000;0,0000;0,0000
"2026";"411880";"Peabiru";"41";"PR";"41060";"Campo Mourão - Pr";"FEMININO";"Até 1 ano";"13";"0";"13";"0";0,0000;0,0000;0,0000
"2026";"411900";"Pérola D'Oeste";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"Até 1 ano";"0";"0";"0";"0";0,0000;0,0000;0,0000
"2026";"411910";"Piên";"41";"PR";"41010";"Curitiba - Pr";"FEMININO";"Até 1 ano";"13";"0";"13";"0";0,0000;0,0000;0,0000
"2026";"412110";"Quinta Do Sol";"41";"PR";"41060";"Campo Mourão - Pr";"FEMININO";"Até 1 ano";"5";"0";"5";"0";0,0000;0,0000;0,0000
"2026";"412175";"Reserva Do Iguaçu";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"Até 1 ano";"1";"0";"1";"0";0,0000;0,0000;0,0000
"2026";"412350";"Santa Helena";"41";"PR";"41080";"Toledo - Pr";"FEMININO";"Até 1 ano";"41";"15";"56";"0";0,0000;0,0000;0,0000
"2026";"412410";"Santo Antônio Da Platina";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"Até 1 ano";"51";"0";"51";"0";0,0000;0,0000;0,0000
"2026";"412460";"São Carlos Do Ivaí";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"Até 1 ano";"10";"4";"14";"0";0,0000;0,0000;0,0000
"2026";"412560";"São Mateus Do Sul";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"Até 1 ano";"32";"7";"39";"0";0,0000;0,0000;0,0000
"2026";"412665";"Sulina";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"Até 1 ano";"2";"0";"2";"0";0,0000;0,0000;0,0000
"2026";"412780";"Tomazina";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"Até 1 ano";"6";"0";"6";"0";0,0000;0,0000;0,0000
"2026";"412785";"Três Barras Do Paraná";"41";"PR";"41070";"Cascavel - Pr";"FEMININO";"Até 1 ano";"9";"0";"9";"0";0,0000;0,0000;0,0000
"2026";"412850";"Wenceslau Braz";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"Até 1 ano";"12";"2";"14";"0";0,0000;0,0000;0,0000
"2026";"412853";"Ventania";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"Até 1 ano";"3";"0";"3";"0";0,0000;0,0000;0,0000
"2026";"412865";"Virmond";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"Até 1 ano";"2";"1";"3";"0";0,0000;0,0000;0,0000
"2026";"412880";"Xambrê";"41";"PR";"41040";"Umuarama - Pr";"FEMININO";"Até 1 ano";"2";"1";"3";"0";0,0000;0,0000;0,0000
"2026";"410000";"Município Ignorado - Pr";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"1 a 4 anos";"0";"0";"0";"0";0,0000;0,0000;0,0000
"2026";"410030";"Agudos Do Sul";"41";"PR";"41010";"Curitiba - Pr";"FEMININO";"1 a 4 anos";"22";"8";"30";"0";0,0000;0,0000;0,0000
"2026";"410040";"Almirante Tamandaré";"41";"PR";"41010";"Curitiba - Pr";"FEMININO";"1 a 4 anos";"733";"433";"1166";"0";0,0000;0,0000;0,0000
"2026";"410060";"Alto Paraná";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"1 a 4 anos";"61";"50";"111";"0";0,0000;0,0000;0,0000
"2026";"410110";"Andirá";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"1 a 4 anos";"35";"9";"44";"0";0,0000;0,0000;0,0000
"2026";"410115";"Ângulo";"41";"PR";"41030";"Maringá - Pr";"FEMININO";"1 a 4 anos";"20";"3";"23";"0";0,0000;0,0000;0,0000
"2026";"410160";"Arapoti";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"1 a 4 anos";"156";"72";"228";"0";0,0000;0,0000;0,0000
"2026";"410180";"Araucária";"41";"PR";"41010";"Curitiba - Pr";"FEMININO";"1 a 4 anos";"1449";"877";"2326";"0";0,0000;0,0000;0,0000
"2026";"410185";"Ariranha Do Ivaí";"41";"PR";"41050";"Apucarana - Pr";"FEMININO";"1 a 4 anos";"6";"0";"6";"0";0,0000;0,0000;0,0000
"2026";"410210";"Astorga";"41";"PR";"41030";"Maringá - Pr";"FEMININO";"1 a 4 anos";"104";"24";"128";"0";0,0000;0,0000;0,0000
"2026";"410315";"Bom Jesus Do Sul";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"1 a 4 anos";"1";"0";"1";"0";0,0000;0,0000;0,0000
"2026";"410360";"Cambará";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"1 a 4 anos";"59";"13";"72";"0";0,0000;0,0000;0,0000
"2026";"410410";"Campo Do Tenente";"41";"PR";"41010";"Curitiba - Pr";"FEMININO";"1 a 4 anos";"3";"0";"3";"0";0,0000;0,0000;0,0000
"2026";"410657";"Cruzeiro Do Iguaçu";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"1 a 4 anos";"6";"0";"6";"0";0,0000;0,0000;0,0000
"2026";"410680";"Cruz Machado";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"1 a 4 anos";"11";"1";"12";"0";0,0000;0,0000;0,0000
"2026";"410712";"Diamante Do Sul";"41";"PR";"41070";"Cascavel - Pr";"FEMININO";"1 a 4 anos";"5";"0";"5";"0";0,0000;0,0000;0,0000
"2026";"410785";"Flor Da Serra Do Sul";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"1 a 4 anos";"11";"2";"13";"0";0,0000;0,0000;0,0000
"2026";"410810";"Flórida";"41";"PR";"41030";"Maringá - Pr";"FEMININO";"1 a 4 anos";"18";"8";"26";"0";0,0000;0,0000;0,0000
"2026";"410832";"Francisco Alves";"41";"PR";"41040";"Umuarama - Pr";"FEMININO";"1 a 4 anos";"23";"1";"24";"0";0,0000;0,0000;0,0000
"2026";"410840";"Francisco Beltrão";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"1 a 4 anos";"485";"94";"579";"0";0,0000;0,0000;0,0000
"2026";"410865";"Goioxim";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"1 a 4 anos";"6";"0";"6";"0";0,0000;0,0000;0,0000
"2026";"410910";"Guaporema";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"1 a 4 anos";"9";"1";"10";"0";0,0000;0,0000;0,0000
"2026";"411005";"Iguatu";"41";"PR";"41070";"Cascavel - Pr";"FEMININO";"1 a 4 anos";"9";"0";"9";"0";0,0000;0,0000;0,0000
"2026";"411065";"Iracema Do Oeste";"41";"PR";"41070";"Cascavel - Pr";"FEMININO";"1 a 4 anos";"2";"1";"3";"0";0,0000;0,0000;0,0000
"2026";"411270";"Jataizinho";"41";"PR";"41020";"Londrina - Pr";"FEMININO";"1 a 4 anos";"40";"10";"50";"0";0,0000;0,0000;0,0000
"2026";"411275";"Jesuítas";"41";"PR";"41070";"Cascavel - Pr";"FEMININO";"1 a 4 anos";"20";"1";"21";"0";0,0000;0,0000;0,0000
"2026";"411373";"Luiziana";"41";"PR";"41060";"Campo Mourão - Pr";"FEMININO";"1 a 4 anos";"24";"3";"27";"0";0,0000;0,0000;0,0000
"2026";"411390";"Mallet";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"1 a 4 anos";"63";"44";"107";"0";0,0000;0,0000;0,0000
"2026";"411410";"Mandaguaçu";"41";"PR";"41030";"Maringá - Pr";"FEMININO";"1 a 4 anos";"285";"112";"397";"0";0,0000;0,0000;0,0000
"2026";"411510";"Mariluz";"41";"PR";"41040";"Umuarama - Pr";"FEMININO";"1 a 4 anos";"23";"1";"24";"0";0,0000;0,0000;0,0000
"2026";"411640";"Nossa Senhora Das Graças";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"1 a 4 anos";"6";"2";"8";"0";0,0000;0,0000;0,0000
"2026";"411650";"Nova Aliança Do Ivaí";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"1 a 4 anos";"2";"0";"2";"0";0,0000;0,0000;0,0000
"2026";"411695";"Nova Esperança Do Sudoeste";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"1 a 4 anos";"11";"2";"13";"0";0,0000;0,0000;0,0000
"2026";"411700";"Nova Fátima";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"1 a 4 anos";"18";"1";"19";"0";0,0000;0,0000;0,0000
"2026";"411705";"Nova Laranjeiras";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"1 a 4 anos";"10";"0";"10";"0";0,0000;0,0000;0,0000
"2026";"411720";"Nova Olímpia";"41";"PR";"41040";"Umuarama - Pr";"FEMININO";"1 a 4 anos";"5";"2";"7";"0";0,0000;0,0000;0,0000
"2026";"411910";"Piên";"41";"PR";"41010";"Curitiba - Pr";"FEMININO";"1 a 4 anos";"50";"10";"60";"0";0,0000;0,0000;0,0000
"2026";"411915";"Pinhais";"41";"PR";"41010";"Curitiba - Pr";"FEMININO";"1 a 4 anos";"1124";"686";"1810";"0";0,0000;0,0000;0,0000
"2026";"411980";"Planalto";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"1 a 4 anos";"16";"1";"17";"0";0,0000;0,0000;0,0000
"2026";"411990";"Ponta Grossa";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"1 a 4 anos";"2728";"759";"3487";"0";0,0000;0,0000;0,0000
"2026";"412175";"Reserva Do Iguaçu";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"1 a 4 anos";"6";"1";"7";"0";0,0000;0,0000;0,0000
"2026";"412340";"Santa Fé";"41";"PR";"41030";"Maringá - Pr";"FEMININO";"1 a 4 anos";"60";"13";"73";"0";0,0000;0,0000;0,0000
"2026";"412380";"Santa Izabel Do Oeste";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"1 a 4 anos";"12";"0";"12";"0";0,0000;0,0000;0,0000
"2026";"412420";"Santo Antônio Do Caiuá";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"1 a 4 anos";"6";"2";"8";"0";0,0000;0,0000;0,0000
"2026";"412580";"São Pedro Do Ivaí";"41";"PR";"41050";"Apucarana - Pr";"FEMININO";"1 a 4 anos";"36";"10";"46";"0";0,0000;0,0000;0,0000
"2026";"412630";"Sengés";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"1 a 4 anos";"16";"8";"24";"0";0,0000;0,0000;0,0000
"2026";"412650";"Sertanópolis";"41";"PR";"41020";"Londrina - Pr";"FEMININO";"1 a 4 anos";"134";"22";"156";"0";0,0000;0,0000;0,0000
"2026";"412670";"Tamboara";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"1 a 4 anos";"23";"5";"28";"0";0,0000;0,0000;0,0000
"2026";"412680";"Tapejara";"41";"PR";"41040";"Umuarama - Pr";"FEMININO";"1 a 4 anos";"88";"15";"103";"0";0,0000;0,0000;0,0000
"2026";"412690";"Tapira";"41";"PR";"41040";"Umuarama - Pr";"FEMININO";"1 a 4 anos";"18";"1";"19";"0";0,0000;0,0000;0,0000
"2026";"412700";"Teixeira Soares";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"1 a 4 anos";"13";"4";"17";"0";0,0000;0,0000;0,0000
"2026";"412820";"União Da Vitória";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"1 a 4 anos";"200";"12";"212";"0";0,0000;0,0000;0,0000
"2026";"410030";"Agudos Do Sul";"41";"PR";"41010";"Curitiba - Pr";"FEMININO";"5 a 9 anos";"20";"17";"37";"0";0,0000;0,0000;0,0000
"2026";"410100";"Ampére";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"5 a 9 anos";"26";"4";"30";"0";0,0000;0,0000;0,0000
"2026";"410105";"Anahy";"41";"PR";"41070";"Cascavel - Pr";"FEMININO";"5 a 9 anos";"5";"1";"6";"0";0,0000;0,0000;0,0000
"2026";"410110";"Andirá";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"5 a 9 anos";"68";"32";"100";"0";0,0000;0,0000;0,0000
"2026";"410160";"Arapoti";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"5 a 9 anos";"200";"142";"342";"0";0,0000;0,0000;0,0000
"2026";"410180";"Araucária";"41";"PR";"41010";"Curitiba - Pr";"FEMININO";"5 a 9 anos";"2077";"1816";"3893";"0";0,0000;0,0000;0,0000
"2026";"410350";"Califórnia";"41";"PR";"41050";"Apucarana - Pr";"FEMININO";"5 a 9 anos";"33";"5";"38";"0";0,0000;0,0000;0,0000
"2026";"410360";"Cambará";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"5 a 9 anos";"79";"21";"100";"0";0,0000;0,0000;0,0000
"2026";"410380";"Cambira";"41";"PR";"41030";"Maringá - Pr";"FEMININO";"5 a 9 anos";"45";"20";"65";"0";0,0000;0,0000;0,0000
"2026";"410440";"Cândido De Abreu";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"5 a 9 anos";"21";"2";"23";"0";0,0000;0,0000;0,0000
"2026";"410445";"Cantagalo";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"5 a 9 anos";"11";"3";"14";"0";0,0000;0,0000;0,0000
"2026";"410520";"Cerro Azul";"41";"PR";"41010";"Curitiba - Pr";"FEMININO";"5 a 9 anos";"13";"9";"22";"0";0,0000;0,0000;0,0000
"2026";"410650";"Coronel Vivida";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"5 a 9 anos";"180";"7";"187";"0";0,0000;0,0000;0,0000
"2026";"410660";"Cruzeiro Do Oeste";"41";"PR";"41040";"Umuarama - Pr";"FEMININO";"5 a 9 anos";"77";"29";"106";"0";0,0000;0,0000;0,0000
"2026";"410810";"Flórida";"41";"PR";"41030";"Maringá - Pr";"FEMININO";"5 a 9 anos";"18";"3";"21";"0";0,0000;0,0000;0,0000
"2026";"410840";"Francisco Beltrão";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"5 a 9 anos";"625";"228";"853";"0";0,0000;0,0000;0,0000
"2026";"411040";"Indianópolis";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"5 a 9 anos";"10";"2";"12";"0";0,0000;0,0000;0,0000
"2026";"411100";"Itambaracá";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"5 a 9 anos";"13";"0";"13";"0";0,0000;0,0000;0,0000
"2026";"411280";"Joaquim Távora";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"5 a 9 anos";"62";"42";"104";"0";0,0000;0,0000;0,0000
"2026";"411340";"Leópolis";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"5 a 9 anos";"9";"0";"9";"0";0,0000;0,0000;0,0000
"2026";"411375";"Lunardelli";"41";"PR";"41050";"Apucarana - Pr";"FEMININO";"5 a 9 anos";"3";"1";"4";"0";0,0000;0,0000;0,0000
"2026";"411520";"Maringá";"41";"PR";"41030";"Maringá - Pr";"FEMININO";"5 a 9 anos";"6201";"2559";"8760";"0";0,0000;0,0000;0,0000
"2026";"411535";"Maripá";"41";"PR";"41080";"Toledo - Pr";"FEMININO";"5 a 9 anos";"51";"7";"58";"0";0,0000;0,0000;0,0000
"2026";"411820";"Paranaguá";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"5 a 9 anos";"1748";"1149";"2897";"0";0,0000;0,0000;0,0000
"2026";"411845";"Pato Bragado";"41";"PR";"41080";"Toledo - Pr";"FEMININO";"5 a 9 anos";"63";"10";"73";"0";0,0000;0,0000;0,0000
"2026";"411940";"Piraí Do Sul";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"5 a 9 anos";"151";"75";"226";"0";0,0000;0,0000;0,0000
"2026";"411960";"Pitanga";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"5 a 9 anos";"82";"29";"111";"0";0,0000;0,0000;0,0000
"2026";"412020";"Porto Rico";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"5 a 9 anos";"6";"3";"9";"0";0,0000;0,0000;0,0000
"2026";"412085";"Quatro Pontes";"41";"PR";"41080";"Toledo - Pr";"FEMININO";"5 a 9 anos";"63";"6";"69";"0";0,0000;0,0000;0,0000
"2026";"412100";"Querência Do Norte";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"5 a 9 anos";"17";"1";"18";"0";0,0000;0,0000;0,0000
"2026";"412217";"Rio Branco Do Ivaí";"41";"PR";"41050";"Apucarana - Pr";"FEMININO";"5 a 9 anos";"4";"8";"12";"0";0,0000;0,0000;0,0000
"2026";"412260";"Rondon";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"5 a 9 anos";"42";"14";"56";"0";0,0000;0,0000;0,0000
"2026";"412370";"Santa Isabel Do Ivaí";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"5 a 9 anos";"27";"9";"36";"0";0,0000;0,0000;0,0000
"2026";"412620";"Sapopema";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"5 a 9 anos";"7";"1";"8";"0";0,0000;0,0000;0,0000
"2026";"412640";"Sertaneja";"41";"PR";"41020";"Londrina - Pr";"FEMININO";"5 a 9 anos";"14";"2";"16";"0";0,0000;0,0000;0,0000
"2026";"412790";"Tuneiras Do Oeste";"41";"PR";"41040";"Umuarama - Pr";"FEMININO";"5 a 9 anos";"20";"6";"26";"0";0,0000;0,0000;0,0000
"2026";"412796";"Turvo";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"5 a 9 anos";"71";"18";"89";"0";0,0000;0,0000;0,0000
"2026";"412800";"Ubiratã";"41";"PR";"41060";"Campo Mourão - Pr";"FEMININO";"5 a 9 anos";"247";"31";"278";"0";0,0000;0,0000;0,0000
"2026";"412820";"União Da Vitória";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"5 a 9 anos";"211";"46";"257";"0";0,0000;0,0000;0,0000
"2026";"410040";"Almirante Tamandaré";"41";"PR";"41010";"Curitiba - Pr";"FEMININO";"10 a 14 anos";"837";"833";"1670";"0";0,0000;0,0000;0,0000
"2026";"410100";"Ampére";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"10 a 14 anos";"21";"13";"34";"0";0,0000;0,0000;0,0000
"2026";"410345";"Cafelândia";"41";"PR";"41070";"Cascavel - Pr";"FEMININO";"10 a 14 anos";"113";"51";"164";"0";0,0000;0,0000;0,0000
"2026";"410390";"Campina Da Lagoa";"41";"PR";"41060";"Campo Mourão - Pr";"FEMININO";"10 a 14 anos";"70";"9";"79";"0";0,0000;0,0000;0,0000
"2026";"410440";"Cândido De Abreu";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"10 a 14 anos";"15";"5";"20";"0";0,0000;0,0000;0,0000
"2026";"410442";"Candói";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"10 a 14 anos";"14";"3";"17";"0";0,0000;0,0000;0,0000
"2026";"410460";"Capitão Leônidas Marques";"41";"PR";"41070";"Cascavel - Pr";"FEMININO";"10 a 14 anos";"46";"6";"52";"0";0,0000;0,0000;0,0000
"2026";"410640";"Cornélio Procópio";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"10 a 14 anos";"308";"118";"426";"0";0,0000;0,0000;0,0000
"2026";"410660";"Cruzeiro Do Oeste";"41";"PR";"41040";"Umuarama - Pr";"FEMININO";"10 a 14 anos";"78";"31";"109";"0";0,0000;0,0000;0,0000
"2026";"410715";"Diamante D'Oeste";"41";"PR";"41080";"Toledo - Pr";"FEMININO";"10 a 14 anos";"3";"0";"3";"0";0,0000;0,0000;0,0000
"2026";"410790";"Floresta";"41";"PR";"41030";"Maringá - Pr";"FEMININO";"10 a 14 anos";"67";"57";"124";"0";0,0000;0,0000;0,0000
"2026";"410855";"Godoy Moreira";"41";"PR";"41050";"Apucarana - Pr";"FEMININO";"10 a 14 anos";"2";"0";"2";"0";0,0000;0,0000;0,0000
"2026";"410960";"Guaratuba";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"10 a 14 anos";"99";"112";"211";"0";0,0000;0,0000;0,0000
"2026";"410975";"Ibema";"41";"PR";"41070";"Cascavel - Pr";"FEMININO";"10 a 14 anos";"14";"2";"16";"0";0,0000;0,0000;0,0000
"2026";"410990";"Icaraíma";"41";"PR";"41040";"Umuarama - Pr";"FEMININO";"10 a 14 anos";"32";"13";"45";"0";0,0000;0,0000;0,0000
"2026";"411065";"Iracema Do Oeste";"41";"PR";"41070";"Cascavel - Pr";"FEMININO";"10 a 14 anos";"1";"0";"1";"0";0,0000;0,0000;0,0000
"2026";"411090";"Itaguajé";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"10 a 14 anos";"5";"1";"6";"0";0,0000;0,0000;0,0000
"2026";"411100";"Itambaracá";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"10 a 14 anos";"12";"0";"12";"0";0,0000;0,0000;0,0000
"2026";"411170";"Jaboti";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"10 a 14 anos";"5";"0";"5";"0";0,0000;0,0000;0,0000
"2026";"411280";"Joaquim Távora";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"10 a 14 anos";"42";"30";"72";"0";0,0000;0,0000;0,0000
"2026";"411373";"Luiziana";"41";"PR";"41060";"Campo Mourão - Pr";"FEMININO";"10 a 14 anos";"48";"9";"57";"0";0,0000;0,0000;0,0000
"2026";"411390";"Mallet";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"10 a 14 anos";"86";"99";"185";"0";0,0000;0,0000;0,0000
"2026";"411430";"Mandirituba";"41";"PR";"41010";"Curitiba - Pr";"FEMININO";"10 a 14 anos";"73";"81";"154";"0";0,0000;0,0000;0,0000
"2026";"411450";"Manoel Ribas";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"10 a 14 anos";"21";"1";"22";"0";0,0000;0,0000;0,0000
"2026";"411535";"Maripá";"41";"PR";"41080";"Toledo - Pr";"FEMININO";"10 a 14 anos";"28";"2";"30";"0";0,0000;0,0000;0,0000
"2026";"411570";"Matinhos";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"10 a 14 anos";"190";"84";"274";"0";0,0000;0,0000;0,0000
"2026";"411573";"Mato Rico";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"10 a 14 anos";"0";"1";"1";"0";0,0000;0,0000;0,0000
"2026";"411590";"Mirador";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"10 a 14 anos";"2";"2";"4";"0";0,0000;0,0000;0,0000
"2026";"411810";"Paranacity";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"10 a 14 anos";"73";"60";"133";"0";0,0000;0,0000;0,0000
"2026";"411880";"Peabiru";"41";"PR";"41060";"Campo Mourão - Pr";"FEMININO";"10 a 14 anos";"65";"69";"134";"0";0,0000;0,0000;0,0000
"2026";"412020";"Porto Rico";"41";"PR";"00000";"Fora Da Região Metropolitana";"FEMININO";"10 a 14 anos";"7";"1";"8";"0";0,0000;0,0000;0,0000
